exception_id,customer_id,employee_id,Open_date,"Review_date,doc_status, description, comments",,,
763,23277,27249,2012-08-08,2014-03-02,Exception,CIP Exception,Please re-sacn ID Verification
764,13983,28114,2010-02-19,2011-10-06,Missing,CIP Exception,Please re-sacn ID Verification
765,21279,8611,2011-12-11,2013-04-27,Missing,Identity,
766,21146,146,2016-04-20,2017-12-08,Missing,Identity,
767,2206,25527,2011-04-18,2012-11-11,Exception,CIP Exception,ID has Expired
768,9038,24627,2017-03-20,2018-10-12,Exception,CIP Exception,ID has Expired
769,26009,573,2020-02-11,2021-09-02,Missing,CIP Exception,ID has Expired
770,14230,9884,2017-02-13,2018-07-26,Exception,Identity,
771,12736,20764,2015-06-11,2016-10-28,Exception,Identity,
772,10187,14471,2013-08-15,2015-04-01,Missing,Identity,
773,17405,19150,2011-02-20,2012-07-22,Exception,Identity,
774,13098,10847,2017-05-09,2018-12-14,Missing,CIP Exception,Please re-sacn ID Verification
775,3543,12977,2014-06-05,2015-11-27,Missing,CIP Exception,ID has Expired
776,19936,14141,2014-08-13,2015-12-30,Exception,CIP Exception,Please re-sacn ID Verification
777,17467,19453,2012-10-15,2014-03-01,Exception,CIP Exception,Please re-sacn ID Verification
778,23946,21868,2017-05-26,2018-11-24,Missing,Identity,
779,11585,28155,2017-03-24,2018-10-15,Exception,Identity,
780,20450,26953,2013-06-10,2014-11-05,Missing,CIP Exception,ID has Expired
781,11875,27859,2010-11-20,2012-06-10,Exception,CIP Exception,Please re-sacn ID Verification
782,11256,21965,2017-08-24,2019-03-15,Missing,CIP Exception,ID has Expired
783,25636,28906,2017-10-09,2019-03-27,Exception,Identity,
784,90,6779,2016-07-22,2018-01-20,Missing,CIP Exception,ID has Expired
785,6751,27117,2014-08-23,2016-04-08,Exception,Identity,
786,5006,4269,2014-11-21,2016-06-04,Exception,Identity,
787,7526,15083,2020-07-20,2022-02-07,Exception,CIP Exception,Please re-sacn ID Verification
788,25547,16852,2013-06-05,2015-01-14,Missing,CIP Exception,Please re-sacn ID Verification
789,16561,23906,2018-06-21,2019-11-09,Exception,CIP Exception,ID has Expired
790,26337,5695,2010-05-15,2012-01-02,Exception,Identity,
791,1397,19130,2009-11-28,2011-04-13,Exception,Identity,
792,18255,3725,2010-05-05,2011-10-19,Missing,CIP Exception,ID has Expired
793,9238,5182,2009-12-20,2011-05-14,Missing,Identity,
794,11367,6312,2015-11-10,2017-05-01,Exception,CIP Exception,Please re-sacn ID Verification
795,12070,3979,2020-07-13,2021-12-09,Exception,Identity,
796,22221,20148,2018-06-16,2020-01-25,Exception,CIP Exception,ID has Expired
797,5702,28510,2017-03-23,2018-11-05,Exception,CIP Exception,ID has Expired
798,8563,21461,2020-08-13,2022-04-04,Missing,CIP Exception,Please re-sacn ID Verification
799,6453,3858,2010-11-17,2012-06-24,Exception,CIP Exception,ID has Expired
800,6641,13699,2017-11-03,2019-05-05,Missing,Identity,
801,17567,4224,2011-01-03,2012-06-05,Exception,Identity,
802,24334,7145,2020-06-02,2022-01-12,Exception,CIP Exception,Please re-sacn ID Verification
803,14865,19035,2018-11-19,2020-05-19,Exception,Identity,
804,3227,21406,2016-05-13,2017-11-08,Missing,Identity,
805,13758,23369,2014-03-15,2015-10-14,Exception,Identity,
806,21609,5500,2020-07-07,2022-02-23,Missing,Identity,
807,7698,23787,2012-07-19,2014-01-13,Missing,CIP Exception,ID has Expired
808,18255,2155,2018-03-25,2019-09-24,Exception,CIP Exception,Please re-sacn ID Verification
809,2032,20753,2011-03-21,2012-09-06,Missing,CIP Exception,ID has Expired
810,2911,16702,2020-07-16,2022-01-30,Exception,CIP Exception,Please re-sacn ID Verification
811,15108,14864,2019-01-05,2020-07-23,Missing,Identity,
812,23635,9857,2010-08-04,2012-02-24,Exception,Identity,
813,14145,27498,2016-05-09,2017-11-02,Missing,Identity,
814,4294,7857,2013-12-23,2015-06-10,Missing,CIP Exception,Please re-sacn ID Verification
815,2954,4751,2015-07-27,2017-01-17,Missing,CIP Exception,ID has Expired
816,9118,15577,2013-08-16,2015-02-20,Exception,Identity,
817,4219,20171,2012-12-20,2014-06-20,Missing,Identity,
818,26193,7991,2019-03-27,2020-10-20,Missing,Identity,
819,25770,18452,2017-08-23,2019-01-10,Missing,Identity,
820,26159,5092,2018-12-12,2020-05-27,Exception,Identity,
821,3943,22309,2013-06-24,2014-12-15,Exception,Identity,
822,4332,23552,2017-11-20,2019-04-28,Missing,CIP Exception,Please re-sacn ID Verification
823,10966,28660,2018-04-04,2019-10-24,Missing,CIP Exception,Please re-sacn ID Verification
824,3444,26665,2010-11-21,2012-04-22,Exception,Identity,
825,18567,7724,2015-01-31,2016-07-08,Missing,CIP Exception,Please re-sacn ID Verification
826,15583,26489,2015-02-02,2016-08-18,Missing,Identity,
827,14789,9195,2012-09-06,2014-03-04,Missing,Identity,
828,26737,14109,2016-01-06,2017-08-11,Exception,Identity,
829,23991,1020,2010-11-11,2012-03-29,Missing,CIP Exception,ID has Expired
830,25696,5495,2014-06-23,2015-11-25,Missing,Identity,
831,25229,10574,2011-08-27,2013-03-19,Missing,Identity,
832,22219,19012,2012-03-15,2013-10-28,Exception,Identity,
833,16101,8979,2013-07-30,2015-01-09,Exception,CIP Exception,Please re-sacn ID Verification
834,15600,20362,2012-08-03,2014-03-07,Exception,CIP Exception,Please re-sacn ID Verification
835,27607,17518,2016-09-16,2018-03-18,Missing,CIP Exception,Please re-sacn ID Verification
836,26161,12347,2019-07-27,2021-02-14,Missing,CIP Exception,ID has Expired
837,18563,7869,2013-04-04,2014-08-20,Missing,CIP Exception,Please re-sacn ID Verification
838,13528,1783,2018-12-14,2020-07-13,Missing,CIP Exception,Please re-sacn ID Verification
839,13720,12368,2020-09-20,2022-05-05,Exception,CIP Exception,ID has Expired
840,15985,23051,2014-04-28,2015-10-30,Exception,CIP Exception,ID has Expired
841,4120,26828,2020-04-09,2021-08-22,Missing,Identity,
842,16470,16679,2019-05-08,2020-12-15,Missing,Identity,
843,9587,11373,2016-08-25,2018-01-19,Exception,CIP Exception,ID has Expired
844,15934,20508,2017-07-30,2019-03-12,Missing,CIP Exception,ID has Expired
845,15432,19175,2015-11-18,2017-06-07,Exception,CIP Exception,ID has Expired
846,21771,27841,2018-10-07,2020-05-28,Missing,Identity,
847,16208,11991,2014-10-12,2016-04-23,Exception,CIP Exception,Please re-sacn ID Verification
848,660,5525,2012-12-12,2014-07-14,Exception,CIP Exception,ID has Expired
849,10984,7895,2018-12-18,2020-07-20,Exception,Identity,
850,12776,7599,2016-04-06,2017-09-11,Missing,Identity,
851,1872,7762,2020-06-21,2022-01-10,Exception,Identity,
852,25189,3705,2012-09-26,2014-03-29,Exception,CIP Exception,Please re-sacn ID Verification
853,27924,20485,2011-09-27,2013-04-28,Missing,Identity,
854,14194,15615,2010-11-26,2012-05-08,Exception,CIP Exception,Please re-sacn ID Verification
855,20630,11561,2010-11-11,2012-04-07,Exception,Identity,
856,14983,110,2010-10-13,2012-03-25,Exception,CIP Exception,ID has Expired
857,27782,5362,2016-01-21,2017-06-24,Exception,CIP Exception,Please re-sacn ID Verification
858,18267,23144,2016-03-09,2017-08-27,Exception,CIP Exception,Please re-sacn ID Verification
859,9548,11657,2011-04-11,2012-10-12,Exception,CIP Exception,ID has Expired
860,20938,7150,2011-12-22,2013-07-04,Missing,CIP Exception,ID has Expired
861,13598,13624,2016-04-22,2017-12-13,Missing,CIP Exception,ID has Expired
862,28624,22952,2020-03-12,2021-08-05,Missing,CIP Exception,ID has Expired
863,22526,3028,2010-04-13,2011-10-11,Exception,CIP Exception,ID has Expired
864,24223,13295,2011-05-18,2012-11-07,Missing,Identity,
865,6466,25213,2011-09-19,2013-03-02,Missing,CIP Exception,ID has Expired
866,28881,14616,2018-10-22,2020-03-29,Missing,Identity,
867,19452,17544,2012-08-09,2014-01-01,Exception,Identity,
868,26166,16003,2015-05-06,2016-10-24,Exception,CIP Exception,ID has Expired
869,21602,25420,2016-09-29,2018-05-12,Missing,Identity,
870,8838,10430,2012-11-22,2014-05-02,Exception,Identity,
871,26359,22019,2014-02-01,2015-07-01,Missing,CIP Exception,Please re-sacn ID Verification
872,22702,6501,2014-11-13,2016-06-05,Exception,Identity,
873,22364,8707,2012-09-16,2014-04-13,Exception,Identity,
874,20306,21502,2019-04-25,2020-09-24,Exception,CIP Exception,Please re-sacn ID Verification
875,26067,6716,2014-09-25,2016-04-01,Missing,CIP Exception,Please re-sacn ID Verification
876,3346,27880,2014-03-20,2015-09-18,Exception,Identity,
877,28344,12901,2013-07-06,2015-01-23,Exception,Identity,
878,17805,13070,2012-09-05,2014-02-23,Missing,CIP Exception,Please re-sacn ID Verification
879,7883,18305,2011-04-01,2012-09-26,Exception,Identity,
880,28137,11737,2011-05-01,2012-11-12,Missing,Identity,
881,3860,15448,2016-09-01,2018-04-01,Exception,Identity,
882,14991,5458,2016-08-09,2018-03-15,Exception,CIP Exception,Please re-sacn ID Verification
883,12940,342,2011-02-09,2012-08-06,Exception,Identity,
884,3668,5323,2016-02-26,2017-09-23,Exception,Identity,
885,12033,18533,2012-02-05,2013-08-25,Missing,Identity,
886,13407,2845,2014-03-25,2015-10-20,Missing,CIP Exception,Please re-sacn ID Verification
887,22666,15471,2015-06-25,2017-01-15,Missing,CIP Exception,ID has Expired
888,3201,18884,2017-01-14,2018-09-05,Missing,CIP Exception,ID has Expired
889,27929,22715,2012-08-23,2014-03-15,Missing,Identity,
890,1289,28014,2015-12-07,2017-07-23,Exception,CIP Exception,ID has Expired
891,2312,17090,2012-03-21,2013-08-06,Missing,CIP Exception,Please re-sacn ID Verification
892,22617,26979,2017-03-30,2018-11-20,Missing,CIP Exception,ID has Expired
893,26950,2672,2012-12-06,2014-06-30,Missing,Identity,
894,17105,518,2019-02-16,2020-09-27,Exception,CIP Exception,Please re-sacn ID Verification
895,1004,20696,2016-03-10,2017-10-07,Exception,Identity,
896,2487,28248,2018-06-27,2019-11-25,Exception,Identity,
897,20442,7375,2016-02-19,2017-08-30,Missing,CIP Exception,Please re-sacn ID Verification
898,19526,8678,2017-01-27,2018-09-16,Exception,Identity,
899,22655,47,2013-09-28,2015-04-21,Missing,CIP Exception,Please re-sacn ID Verification
900,8748,14029,2020-06-14,2022-01-29,Missing,Identity,
901,4928,18878,2017-07-17,2019-01-26,Missing,CIP Exception,ID has Expired
902,27979,24544,2019-06-17,2021-01-29,Exception,Identity,
903,20096,1070,2010-11-07,2012-05-13,Exception,Identity,
904,24516,10690,2018-04-24,2019-12-12,Missing,CIP Exception,ID has Expired
905,7852,2251,2019-08-22,2021-03-13,Missing,CIP Exception,Please re-sacn ID Verification
906,3222,1475,2018-05-13,2019-12-25,Exception,Identity,
907,3203,24490,2015-03-25,2016-11-05,Missing,CIP Exception,ID has Expired
908,9994,18892,2015-02-26,2016-09-11,Missing,CIP Exception,Please re-sacn ID Verification
909,25325,20248,2010-10-24,2012-04-18,Missing,Identity,
910,20176,483,2018-11-30,2020-07-09,Exception,CIP Exception,ID has Expired
911,17697,14886,2018-05-25,2019-12-02,Missing,CIP Exception,Please re-sacn ID Verification
912,137,10445,2014-10-02,2016-05-06,Exception,CIP Exception,Please re-sacn ID Verification
913,16327,18704,2012-07-02,2014-02-11,Exception,CIP Exception,ID has Expired
914,8272,24745,2018-07-09,2020-02-17,Exception,Identity,
915,25317,14869,2020-08-21,2022-02-25,Missing,CIP Exception,ID has Expired
916,28717,15044,2015-11-24,2017-04-07,Missing,Identity,
917,14350,10819,2015-01-26,2016-07-18,Exception,Identity,
918,26241,9931,2011-12-28,2013-07-10,Exception,Identity,
919,24163,2023,2010-09-15,2012-04-26,Missing,CIP Exception,ID has Expired
920,13433,6418,2012-01-11,2013-07-22,Exception,CIP Exception,Please re-sacn ID Verification
921,27969,26183,2011-08-17,2013-02-14,Exception,Identity,
922,6128,3467,2020-06-18,2022-01-17,Exception,Identity,
923,13856,19944,2013-07-03,2015-01-14,Missing,CIP Exception,ID has Expired
924,8525,14197,2013-05-19,2014-11-28,Exception,Identity,
925,4398,16731,2018-07-10,2020-02-18,Exception,CIP Exception,Please re-sacn ID Verification
926,14275,263,2014-12-28,2016-05-22,Exception,Identity,
927,1341,1217,2018-12-18,2020-06-15,Exception,Identity,
928,3968,19425,2017-04-17,2018-11-20,Exception,Identity,
929,11653,4722,2011-04-28,2012-10-02,Exception,Identity,
930,1818,18166,2011-01-22,2012-06-18,Exception,Identity,
931,12638,4448,2012-08-05,2014-01-09,Missing,CIP Exception,Please re-sacn ID Verification
932,3499,1884,2019-04-28,2020-12-13,Exception,Identity,
933,14532,8266,2012-04-24,2013-12-03,Missing,CIP Exception,ID has Expired
934,12793,14787,2014-12-13,2016-06-04,Exception,Identity,
935,25463,2498,2011-09-26,2013-02-23,Missing,Identity,
936,18473,19841,2019-03-04,2020-08-20,Missing,CIP Exception,Please re-sacn ID Verification
937,12256,26310,2019-08-12,2021-01-26,Exception,Identity,
938,22267,23310,2014-08-18,2016-03-12,Missing,Identity,
939,19081,16907,2016-02-13,2017-10-02,Exception,CIP Exception,ID has Expired
940,8506,22669,2011-05-03,2012-11-03,Missing,Identity,
941,3190,1251,2019-03-13,2020-10-10,Missing,Identity,
942,14303,16759,2011-12-13,2013-07-29,Missing,CIP Exception,Please re-sacn ID Verification
943,1685,19484,2016-05-21,2017-10-03,Missing,CIP Exception,Please re-sacn ID Verification
944,14356,8075,2014-02-06,2015-09-20,Exception,CIP Exception,Please re-sacn ID Verification
945,20374,4378,2019-08-10,2021-01-30,Missing,Identity,
946,16045,8531,2017-02-26,2018-07-15,Missing,CIP Exception,Please re-sacn ID Verification
947,14941,10981,2016-12-21,2018-08-12,Exception,CIP Exception,Please re-sacn ID Verification
948,25775,25786,2020-03-29,2021-08-18,Exception,Identity,
949,28689,27815,2016-11-29,2018-06-22,Missing,Identity,
950,25354,8177,2011-07-14,2013-02-07,Missing,CIP Exception,Please re-sacn ID Verification
951,24392,23236,2018-01-14,2019-08-02,Exception,Identity,
952,12863,18235,2012-10-01,2014-05-19,Missing,Identity,
953,9527,23415,2019-06-28,2020-11-09,Exception,Identity,
954,16919,3584,2014-05-11,2015-11-24,Exception,Identity,
955,11693,27812,2009-10-30,2011-06-19,Missing,CIP Exception,Please re-sacn ID Verification
956,25948,3670,2010-11-25,2012-07-10,Exception,Identity,
957,27717,20015,2019-11-01,2021-05-08,Missing,Identity,
958,11445,22307,2016-07-09,2018-02-09,Missing,CIP Exception,Please re-sacn ID Verification
959,7105,4507,2011-01-06,2012-08-07,Missing,Identity,
960,4893,17776,2015-04-22,2016-09-07,Exception,CIP Exception,Please re-sacn ID Verification
961,12775,16360,2013-02-10,2014-09-12,Missing,Identity,
962,6485,26925,2016-09-22,2018-03-07,Missing,CIP Exception,ID has Expired
963,18377,15538,2017-02-26,2018-09-15,Exception,Identity,
964,19037,19797,2015-06-21,2017-01-24,Exception,Identity,
965,18974,23506,2018-06-04,2020-01-09,Missing,CIP Exception,ID has Expired
966,20158,17889,2015-06-19,2017-01-02,Missing,CIP Exception,Please re-sacn ID Verification
967,13658,16680,2020-06-09,2021-12-04,Missing,CIP Exception,Please re-sacn ID Verification
968,6879,4841,2018-05-09,2019-12-16,Exception,Identity,
969,10113,18051,2012-07-22,2014-01-21,Exception,CIP Exception,ID has Expired
970,7169,7797,2010-04-12,2011-10-16,Exception,Identity,
971,24910,24340,2018-01-11,2019-08-18,Missing,Identity,
972,15556,3593,2012-08-04,2014-01-21,Missing,CIP Exception,Please re-sacn ID Verification
973,16932,7374,2013-03-16,2014-10-14,Missing,Identity,
974,20523,468,2020-02-26,2021-09-18,Missing,Identity,
975,21757,13450,2020-09-06,2022-03-20,Exception,CIP Exception,ID has Expired
976,26144,22150,2012-01-19,2013-08-04,Exception,CIP Exception,Please re-sacn ID Verification
977,1220,1137,2014-10-03,2016-03-13,Missing,CIP Exception,Please re-sacn ID Verification
978,13682,5578,2014-07-08,2016-01-13,Exception,Identity,
979,20236,8802,2017-09-30,2019-02-14,Missing,CIP Exception,Please re-sacn ID Verification
980,8790,12418,2013-08-29,2015-02-20,Exception,CIP Exception,ID has Expired
981,27159,8446,2018-07-07,2020-02-02,Missing,Identity,
982,7719,6380,2014-07-12,2016-02-26,Missing,Identity,
983,3770,18328,2011-08-29,2013-02-27,Exception,CIP Exception,Please re-sacn ID Verification
984,5541,440,2013-10-28,2015-04-10,Exception,CIP Exception,ID has Expired
985,19221,2492,2015-08-01,2016-12-13,Missing,Identity,
986,15263,15353,2017-07-13,2019-01-04,Exception,CIP Exception,ID has Expired
987,4997,23583,2020-03-07,2021-08-07,Missing,Identity,
988,3601,9370,2010-03-07,2011-08-27,Exception,CIP Exception,Please re-sacn ID Verification
989,15914,7357,2015-11-12,2017-05-22,Exception,Identity,
990,11388,7538,2012-05-15,2013-10-09,Missing,CIP Exception,ID has Expired
991,11876,5177,2010-07-15,2012-02-29,Missing,CIP Exception,ID has Expired
992,25244,12112,2010-05-15,2011-11-09,Missing,CIP Exception,Please re-sacn ID Verification
993,4204,7935,2019-06-23,2020-11-19,Exception,CIP Exception,ID has Expired
994,20546,28274,2014-03-08,2015-08-18,Exception,CIP Exception,Please re-sacn ID Verification
995,23275,25879,2013-10-29,2015-03-24,Exception,Identity,
996,16302,13943,2009-10-16,2011-06-03,Missing,CIP Exception,Please re-sacn ID Verification
997,17473,4804,2013-07-05,2015-02-13,Missing,Identity,
998,16505,12287,2011-06-23,2012-11-21,Missing,Identity,
999,23132,20326,2018-06-08,2020-01-27,Exception,Identity,
1000,26663,1989,2019-01-17,2020-07-17,Missing,Identity,
