non_performing_account_id,non_performing_amount,tier1,risk_weighted_assets,created_date,account_id,description
11412,276406,684402,589005,2021-05-01,2612,abc
15746,503747,470769,620100,2022-04-24,19917,abc
25913,212325,152814,192071,2020-10-07,26294,abc
12007,285437,386488,203794,2021-07-02,15461,abc
8066,165294,960269,432775,2020-06-22,20350,abc
37647,547186,753546,713961,2019-11-17,11356,xyz
14215,371359,948220,809160,2023-07-03,12208,xyz
17750,224229,681306,685027,2020-04-11,38167,abc
15265,393112,941634,519911,2022-01-07,15136,abc
2223,197937,716780,431804,2023-04-21,12723,xyz
22018,174487,755993,706609,2022-04-28,32702,xyz
32246,143817,554480,307284,2020-04-14,21683,xyz
2817,713554,487735,862760,2022-01-23,21298,abc
6659,169896,458742,908610,2022-08-11,14293,abc
17335,728944,602930,831619,2023-02-12,26848,xyz
17,668888,554388,426731,2022-12-06,23804,abc
15227,239171,687752,420927,2023-05-01,31013,xyz
33557,518685,885962,659370,2023-05-31,14166,abc
13484,611219,424811,740598,2021-10-01,38228,xyz
2071,985263,604783,677406,2020-09-08,37348,xyz
2394,235354,856010,856151,2023-01-15,31828,abc
29129,757696,975786,507849,2021-10-24,20806,abc
2840,287351,483822,920299,2021-08-22,14519,xyz
21432,836274,644035,583205,2023-02-15,22424,xyz
26475,233944,702073,737771,2022-07-03,1585,xyz
32812,439733,155686,581424,2022-07-12,27454,xyz
32790,422633,430465,122728,2023-02-09,34952,xyz
28011,173973,553292,380473,2022-03-27,28037,xyz
21848,403742,972050,613161,2023-01-14,23380,abc
24262,453665,297851,888315,2022-05-04,33817,abc
13487,361720,993043,798974,2021-04-23,34332,abc
21064,773054,177834,418360,2020-02-06,3837,xyz
16158,739046,282437,640661,2020-11-11,37327,xyz
704,542554,220003,431574,2020-02-01,4905,abc
2284,188897,239887,369182,2022-08-02,23541,xyz
38893,556072,150365,406387,2023-05-06,36139,abc
24040,868589,933779,720926,2019-10-02,27678,xyz
37206,245936,610815,646177,2022-11-22,19309,xyz
18587,953366,583083,246376,2019-11-27,28749,abc
19414,965804,400940,408291,2022-01-26,38648,abc
26107,959715,606755,654305,2023-01-23,22066,abc
18151,793513,377536,896390,2022-10-25,28113,xyz
31568,491300,409645,243014,2022-06-21,31162,abc
32054,223854,909278,270849,2023-01-18,16772,xyz
9476,813964,541017,297691,2022-07-21,18021,xyz
10058,226535,971911,584337,2023-05-23,37672,abc
23820,612873,551115,134314,2019-10-19,4737,abc
842,378755,557597,163971,2020-09-10,11791,xyz
23790,755442,434144,180721,2022-03-30,24612,xyz
19345,958966,689850,624885,2019-11-28,11316,abc
18691,958087,711082,332656,2020-11-28,30145,xyz
19151,245456,413109,769454,2021-07-14,7410,abc
38566,486465,805825,361462,2021-03-06,38975,xyz
23564,252436,611398,799659,2020-06-21,39735,xyz
36319,786497,274013,205901,2021-05-22,1553,abc
15750,418114,507175,216060,2019-10-04,25986,xyz
24729,278974,192913,444481,2021-11-15,19572,xyz
27878,773619,840068,892574,2022-12-29,21327,abc
5884,204980,232918,340464,2021-03-02,550,abc
18624,943131,750093,910530,2020-09-12,39186,xyz
10596,271914,224606,579740,2021-05-13,18002,abc
267,215374,264431,952789,2020-06-08,33533,xyz
11452,565465,177131,382299,2022-12-26,10753,xyz
38589,408696,313170,543151,2022-05-29,37013,abc
32609,227155,796194,584586,2020-02-22,20162,abc
38406,165866,386783,345366,2022-08-30,2866,abc
6525,458772,871401,710932,2021-07-30,10864,abc
10239,405482,537842,741118,2022-08-15,1103,xyz
10286,432167,881095,948009,2020-02-20,3015,abc
5809,704329,268849,215509,2023-03-24,19120,xyz
20626,467634,669243,509957,2020-10-08,33536,xyz
12790,730797,270155,778411,2021-04-15,21956,xyz
11716,690156,691412,695164,2023-01-22,15570,abc
12927,606868,865537,400399,2022-12-08,27094,abc
13145,173265,696259,834444,2022-03-14,7856,xyz
28239,886560,260704,431839,2020-05-20,20828,abc
38602,874981,390568,554180,2022-03-12,3131,xyz
8966,683512,397128,134252,2020-04-18,36549,abc
23565,810307,497548,516053,2022-09-12,32695,abc
17602,521913,317712,497981,2022-09-04,18561,abc
25882,846068,244262,339966,2022-01-10,37643,xyz
8820,328723,955427,982113,2020-03-24,19057,abc
14298,138723,751866,553978,2022-11-15,26584,xyz
36559,349019,489777,963409,2023-04-28,13215,abc
10591,224643,842054,374082,2020-02-09,23769,xyz
22312,383417,535579,230374,2022-01-25,15057,xyz
38153,139854,710582,944943,2022-12-10,14851,xyz
36636,224001,605023,939118,2020-01-26,22923,xyz
5535,523423,144629,289872,2020-08-01,21219,abc
33556,772806,671579,155810,2022-11-11,14181,xyz
4553,175846,382743,143947,2023-04-12,24678,abc
20999,354777,486297,799532,2021-07-31,36532,abc
17423,670811,486878,119495,2020-02-18,2969,xyz
26227,876547,115185,391508,2020-05-10,18252,abc
36938,203851,651207,263959,2020-09-18,3573,xyz
12858,497315,540493,534698,2022-08-18,21344,abc
35986,746228,741923,222468,2020-09-12,29876,abc
10037,816171,480819,169785,2019-12-10,25270,xyz
19923,312433,356586,157553,2020-10-30,866,abc
23951,987435,479383,685063,2023-02-28,15788,abc
29676,755157,956244,660435,2020-01-14,26396,abc
23040,147765,922701,151775,2019-09-16,7612,abc
21208,673305,520110,476928,2019-10-31,6868,abc
27173,871592,716372,504454,2021-11-01,36797,xyz
25264,873667,257553,662564,2022-06-07,8294,abc
23448,751016,385992,626316,2020-12-21,28045,abc
26938,886360,670965,472716,2022-07-23,36421,abc
23024,580422,510814,941856,2020-01-05,34148,xyz
39108,265405,861517,200200,2021-10-29,27483,abc
36281,888229,463747,941641,2022-08-02,31944,abc
7610,916649,890523,821472,2021-05-10,31616,abc
25540,367770,282319,466522,2020-08-21,31151,xyz
31081,940267,209157,682758,2019-09-12,18708,xyz
25408,472295,854125,846217,2021-05-03,25554,xyz
27368,428781,370739,298400,2020-07-05,18401,xyz
10060,103351,275257,684391,2019-08-16,34148,abc
11104,965077,514513,896370,2022-07-05,8082,xyz
15659,278554,189109,594061,2022-07-10,13590,abc
82,912219,142174,928511,2021-06-30,24785,abc
3391,924216,701236,295124,2020-05-23,8637,xyz
25153,828700,350512,488055,2022-08-30,23328,abc
12184,655274,326934,177636,2019-08-29,16413,abc
4995,906683,417162,198302,2020-11-26,19005,abc
17505,913646,185426,572434,2023-02-23,30218,abc
27896,741585,712052,578814,2023-03-31,22826,xyz
21023,233472,366226,581634,2021-05-31,19457,abc
35499,956493,495155,904783,2020-01-14,12461,abc
16449,124116,123297,984712,2019-12-16,19678,xyz
32462,182080,562398,714280,2022-09-17,29125,abc
33193,749555,937106,900654,2022-07-07,5803,xyz
12089,277881,394930,169656,2020-03-24,12047,abc
14849,504141,342213,490958,2021-02-15,18254,xyz
17055,407934,118931,438392,2019-11-23,29487,abc
33553,722978,797327,511675,2022-04-29,6784,xyz
10918,474029,174107,352457,2023-07-07,19021,abc
26846,421909,907719,154148,2020-03-22,38363,xyz
291,486502,888305,842210,2023-03-28,16025,abc
30831,873732,701971,888760,2023-06-08,30261,xyz
11048,944280,137650,219146,2020-12-28,3561,abc
26329,113025,264072,347136,2022-04-27,11995,xyz
38301,250011,899808,281877,2020-10-02,29568,abc
39723,977674,928820,850041,2022-06-08,35845,xyz
34794,635043,464229,823242,2022-09-09,6637,abc
27148,647003,714573,223010,2022-05-17,6522,xyz
20541,560265,559300,603403,2021-02-25,2571,abc
31158,427325,443519,307190,2021-10-04,27186,xyz
11109,195691,505996,986363,2020-04-05,38448,xyz
9898,342334,918751,959481,2022-06-01,31264,xyz
38457,175578,913987,134842,2021-04-19,2954,abc
36399,338085,171629,439976,2021-06-05,15397,abc
28325,911828,257754,523901,2020-06-27,13710,xyz
27598,249550,133839,665391,2020-01-26,33382,xyz
25111,180730,333241,278980,2019-12-06,13608,xyz
8747,376334,482205,594921,2020-06-28,29386,abc
16165,393219,242425,776415,2019-08-02,38935,xyz
11744,414305,269425,254164,2022-03-09,6297,abc
19812,107710,799342,381820,2020-08-22,28468,xyz
15559,661552,815975,195714,2022-02-06,17837,abc
12488,274679,222991,323193,2021-12-28,24693,xyz
20112,461619,768527,524949,2020-11-28,16353,xyz
34678,618829,367728,498705,2021-04-08,12171,xyz
4240,597896,149485,816686,2023-05-15,17996,xyz
16926,309721,824491,609078,2022-04-22,18536,abc
38518,802645,489491,901440,2020-04-29,30398,abc
19699,961041,688430,405263,2021-07-12,21894,abc
4014,482791,215511,424876,2021-08-19,7485,abc
37037,449276,660352,629313,2022-02-26,27725,abc
1310,611692,298856,513427,2021-01-28,22852,abc
27403,132914,726329,384956,2023-03-09,34912,xyz
36682,919018,916124,223172,2023-05-08,14552,abc
5002,181343,186984,161446,2021-04-23,31315,abc
12890,347435,533762,776665,2022-11-24,12528,abc
19207,683605,748344,233082,2020-07-11,10968,abc
10788,587287,451859,501709,2021-03-11,38535,xyz
2100,291568,878510,697549,2020-06-26,6732,abc
17354,676222,373745,283575,2023-05-17,24954,xyz
11985,561877,427496,934058,2022-12-03,13407,abc
28931,349810,423652,333383,2023-06-22,35257,xyz
28472,160535,603449,700658,2022-06-15,27695,abc
54,101941,652691,252978,2020-02-04,13257,abc
27358,506295,280797,275256,2021-07-24,26434,abc
20382,508143,296754,522579,2022-12-22,20603,xyz
23759,254274,221395,274603,2023-01-07,17545,abc
15622,755613,987032,817815,2021-01-16,9904,xyz
26208,601084,344514,567385,2021-12-06,36639,xyz
10192,444598,808915,882936,2019-12-02,3658,xyz
8668,838968,272736,781307,2023-05-12,10769,abc
8539,580680,413813,893581,2020-03-16,16834,abc
34284,804397,533580,844008,2019-12-24,11037,xyz
38403,112049,620469,140082,2022-01-16,11865,xyz
20862,547481,253738,490264,2020-08-23,13046,xyz
13280,810353,840671,842048,2022-09-19,38681,xyz
35556,633289,174344,637726,2020-01-04,11571,abc
32039,435383,975287,994406,2021-02-09,7372,abc
28897,360647,821353,142671,2021-12-10,21540,xyz
5036,690088,743383,307708,2021-04-18,26790,abc
19293,240125,770484,581525,2021-05-30,3417,xyz
1226,516750,234437,243285,2022-02-08,34339,xyz
37462,624562,965535,698143,2020-02-23,33002,abc
17166,298583,882168,591764,2020-09-13,10702,xyz
7883,816523,501994,134143,2021-02-06,34357,abc
13403,140252,678932,757288,2022-11-24,24244,abc
6040,427612,718547,948081,2020-11-07,36596,abc
7825,765426,671636,697195,2020-12-16,25617,abc
14664,981829,688060,461176,2022-05-11,38440,xyz
15270,567035,169529,967608,2020-02-22,11627,xyz
2526,960832,614457,188187,2019-10-12,3752,xyz
18608,881822,241678,762951,2021-10-28,38461,xyz
9538,450193,132652,350445,2020-06-07,3476,xyz
34287,746343,509510,321606,2023-07-13,38709,abc
6263,922202,207027,220112,2023-02-24,1279,abc
19821,298659,369912,932068,2021-09-15,9829,xyz
22045,649751,821720,319353,2023-06-08,24753,abc
3493,827602,865972,555662,2023-06-03,4530,abc
3569,752654,705483,212547,2021-06-09,36985,abc
13227,751200,997536,207650,2020-01-06,3795,xyz
12288,887492,247432,628248,2020-10-25,209,abc
3587,247701,151459,305535,2020-04-22,7241,xyz
28045,900488,557055,805328,2019-11-14,34031,abc
15263,735080,866300,358067,2020-07-29,33641,abc
28891,129449,438807,401898,2022-02-06,3281,abc
26837,717983,553286,420506,2021-06-18,24269,xyz
26458,682050,872138,386112,2020-09-28,35769,xyz
18814,754536,934459,723319,2021-02-14,26354,abc
1820,598609,614724,494570,2021-01-03,145,abc
7657,948396,178488,683731,2020-10-29,8415,abc
9851,414631,913694,462796,2019-10-27,15692,abc
11493,312181,426448,390307,2020-12-12,15286,xyz
22099,395846,982191,274772,2020-05-21,22124,abc
32664,121435,681931,822980,2022-06-13,6164,xyz
29412,676417,532567,371676,2019-10-01,31704,abc
4086,738300,171836,759832,2022-03-08,28503,abc
7683,371379,335925,184250,2022-03-13,23369,xyz
18134,803587,208330,929346,2022-12-21,22149,xyz
23353,634152,641142,817641,2021-09-18,21113,xyz
13230,130844,968701,322774,2020-10-06,31738,abc
31045,676574,816849,765227,2021-11-28,7094,abc
30063,709928,116798,510848,2019-11-08,31624,xyz
38350,768003,675944,890292,2022-06-26,31744,abc
33575,996768,808368,289514,2023-05-09,28321,xyz
4274,907562,603062,102660,2020-03-10,14273,abc
14761,357788,580864,821457,2019-11-14,28144,xyz
29103,235603,615152,509436,2022-03-04,13427,xyz
18215,854280,386812,352563,2020-03-29,34986,xyz
11025,904976,283937,118240,2023-07-04,22196,abc
39621,518772,271925,404434,2021-04-10,10685,abc
14227,133130,583093,149480,2022-11-21,10276,xyz
21485,237772,563211,137767,2020-08-24,4196,xyz
9787,419900,209266,485394,2021-11-20,17067,xyz
16673,314624,226484,619463,2022-11-18,17092,abc
25706,747498,662623,233564,2023-06-06,22448,abc
39918,222974,329524,520967,2020-04-29,13435,abc
33352,149904,937556,697083,2023-04-19,21531,xyz
23036,309258,226699,682820,2023-05-28,9119,abc
4858,552148,821148,915783,2020-12-31,3824,xyz
11848,474298,346958,641496,2020-07-14,28899,abc
10074,426447,884492,602088,2020-06-17,32755,xyz
33477,220452,874818,566862,2022-02-17,21934,xyz
12630,457261,492968,373674,2022-07-10,2848,xyz
13348,766864,108401,215644,2022-05-25,21480,xyz
19148,684159,569813,275928,2021-02-03,33434,abc
36151,718686,442401,302284,2022-12-29,33042,xyz
30020,236192,164772,647545,2021-11-14,16794,abc
20620,841080,119675,854839,2022-08-26,20952,xyz
32720,153635,840393,975310,2021-05-13,1240,xyz
34610,663074,282742,604998,2021-12-25,26822,xyz
14140,373684,212678,673260,2023-05-09,35336,xyz
16430,824904,576143,299482,2020-11-10,21606,abc
29476,178211,876240,889634,2019-11-23,10623,abc
22286,910497,693597,665269,2020-07-03,6079,abc
22244,362055,654466,367219,2023-03-29,4581,abc
19610,548366,697220,804553,2022-03-22,8992,xyz
27578,789636,248683,860064,2023-03-03,6163,xyz
39600,975403,126586,217325,2020-05-17,24604,xyz
38602,711361,769791,622350,2021-07-18,25916,abc
4309,442466,314952,203045,2022-05-22,18119,xyz
34655,183228,184546,764129,2022-05-05,21331,xyz
16507,316855,812329,770899,2020-12-20,4958,abc
10579,529948,503864,985421,2020-09-07,22645,xyz
661,620818,733170,714670,2022-07-12,25267,xyz
14423,911057,146940,677570,2022-11-18,2515,abc
37,633762,515419,520886,2021-04-03,7701,abc
29735,692750,438197,744187,2022-08-12,13412,abc
33670,648272,520463,345096,2021-09-04,26843,xyz
23263,971772,493071,323262,2021-08-07,21811,xyz
22150,180927,404711,826114,2019-11-17,31769,xyz
18246,677245,299020,844309,2020-10-04,10496,xyz
9308,472740,100837,414648,2022-08-10,27206,xyz
24029,383857,890909,804618,2022-03-25,35206,xyz
16340,725565,261628,830626,2020-05-04,38683,xyz
33896,771494,342516,962491,2021-12-18,8144,abc
4083,227893,905378,814356,2021-01-12,4814,abc
10469,282789,453617,542516,2022-04-09,8348,abc
13786,397840,200168,326639,2022-01-20,2156,xyz
33404,415782,224245,420569,2022-06-21,2451,xyz
35425,765498,635967,886005,2020-03-18,32393,abc
7280,871905,451251,690473,2022-03-03,25572,xyz
28413,651293,581470,886547,2021-04-19,35189,abc
22214,360366,960542,486332,2023-04-30,9204,xyz
33636,331434,127455,413227,2021-08-17,33993,xyz
7066,893964,440350,262069,2021-09-15,18096,xyz
9478,916705,128189,818968,2023-03-26,23832,abc
7295,916830,559524,465052,2020-12-06,35853,xyz
31058,691680,644084,111639,2019-10-20,23079,xyz
20814,113376,387911,746485,2021-04-04,6489,xyz
36540,715986,972953,304821,2022-04-02,16093,abc
5384,693340,378313,330086,2021-03-08,33607,abc
15484,889637,463443,287043,2022-08-23,6837,abc
11903,442879,126536,572526,2022-07-04,12144,abc
28010,257996,779315,641989,2021-05-29,31011,xyz
39492,804609,709919,437718,2019-10-05,15184,xyz
8833,798648,287923,775363,2022-04-18,12656,abc
39506,800361,666212,325777,2023-07-19,13797,xyz
37905,453254,806468,344022,2022-04-08,29037,abc
10797,736677,812619,149619,2022-04-11,35680,xyz
16266,858497,784720,292072,2020-12-03,6060,xyz
4117,464100,462580,639061,2022-10-05,21531,xyz
16768,479667,497256,747310,2020-11-17,31986,xyz
25710,381906,305579,985496,2023-05-18,14612,xyz
10002,233978,426856,242255,2020-01-01,33764,abc
29630,745402,551051,179007,2021-10-06,2587,abc
33810,225533,903284,925488,2021-06-15,34845,xyz
33003,168506,715354,992521,2022-12-18,21833,xyz
16319,492724,959568,466653,2021-07-27,35287,xyz
18117,323017,200027,563877,2022-05-24,9061,xyz
26275,215700,969549,295003,2023-04-29,30764,xyz
23294,882736,256224,664729,2019-12-05,17534,abc
25172,447618,486580,207451,2020-08-12,34279,xyz
13399,570921,753556,969761,2021-05-24,35052,xyz
6386,228020,352741,128672,2023-06-29,26244,abc
6883,388470,599564,533786,2021-03-23,28729,abc
11414,966755,686484,285722,2020-03-08,17248,xyz
22620,339331,942817,867022,2021-08-02,26122,xyz
5855,857615,316329,321475,2019-11-25,19935,xyz
3799,133296,599978,492243,2021-01-19,10900,xyz
11358,433469,482841,848900,2022-12-24,16873,xyz
23491,542570,692770,602108,2023-05-28,12152,xyz
28459,529936,685932,458752,2020-09-02,30273,abc
3805,208825,534851,357794,2020-12-08,38857,abc
19943,865357,404945,658184,2023-05-10,31019,xyz
20896,351661,150119,445654,2022-05-20,7852,xyz
369,231481,297180,413137,2022-12-14,21895,abc
23307,567912,633254,837603,2019-09-27,32907,abc
13085,622409,494808,177314,2023-07-13,7615,xyz
30873,947599,381593,649045,2020-12-11,25259,abc
7227,285832,191227,635250,2020-11-02,34630,abc
32041,554939,844417,242238,2020-09-30,14798,abc
4757,727714,642112,339895,2021-06-12,29540,abc
27945,466687,860900,327466,2020-05-03,31406,abc
27541,794016,130974,770995,2023-01-23,15772,xyz
31839,275143,364202,988702,2023-05-27,21441,xyz
10233,539209,126923,594730,2023-04-12,14079,xyz
26963,346261,626246,919267,2020-09-23,31921,xyz
1456,838285,654575,352927,2019-11-03,23023,xyz
2039,527203,242479,100109,2019-10-14,38980,xyz
2970,471496,500562,647966,2020-06-07,16618,abc
8815,432355,224483,886704,2019-12-06,14078,abc
2889,724582,789655,576298,2019-08-19,24426,xyz
22501,771352,720300,607250,2022-11-10,28860,abc
32898,178477,591595,119849,2019-08-04,32852,abc
9338,264206,725661,858156,2020-08-12,32105,abc
12708,374259,564396,340559,2021-12-26,36806,abc
34677,611700,686887,387813,2021-08-02,32217,abc
37375,823094,505208,455319,2020-12-22,580,xyz
4107,823786,184411,621186,2020-06-10,10055,abc
38151,574611,377576,101477,2023-03-30,13332,abc
25731,795044,954936,396349,2019-08-30,8108,xyz
5331,523944,481678,925377,2023-05-04,1514,xyz
25217,674963,531621,356512,2020-01-19,17202,abc
38377,446050,528666,189988,2019-09-30,18619,xyz
28779,343679,263309,510102,2020-03-30,6958,abc
38553,400254,475059,841125,2020-02-05,34489,xyz
9216,717942,789313,191937,2020-07-28,27787,xyz
10554,995266,850230,287862,2022-07-23,14867,xyz
28514,580063,959652,249049,2022-12-08,4801,xyz
5101,739688,738677,769898,2020-05-02,36325,abc
31304,663072,758368,766809,2022-12-14,36702,abc
23292,783666,977839,609729,2019-12-30,8730,xyz
29336,824970,213904,359593,2022-06-02,3535,abc
5442,430891,240113,120000,2021-03-05,31814,abc
32905,160710,819555,706223,2020-11-24,35935,xyz
7771,996952,107436,541889,2022-05-13,23838,abc
7058,863963,545917,617802,2020-03-29,9355,xyz
445,567114,937165,168227,2020-04-17,34328,abc
33511,711212,668971,271228,2021-03-05,7731,abc
24384,875427,754326,405687,2020-06-20,14376,xyz
11264,344850,851509,294003,2020-11-22,15848,abc
8850,807643,989186,947536,2021-03-24,7809,xyz
1623,591049,628155,120053,2019-09-30,31029,xyz
32653,351564,792826,477591,2019-12-14,27702,abc
13095,516041,336246,637743,2021-06-11,8834,abc
22523,854611,759454,996031,2020-11-20,6356,xyz
11402,204676,681670,546408,2023-04-21,16531,xyz
39512,138287,809725,687285,2021-08-04,8610,xyz
32033,102202,721929,612209,2021-12-18,21001,abc
5130,789574,581407,681869,2019-08-29,36508,xyz
37176,897643,195325,461609,2022-06-13,25710,xyz
18450,335459,574694,652513,2021-06-18,11226,abc
4736,895863,173969,465341,2023-05-28,30493,abc
33271,756231,844350,724070,2020-01-22,10494,xyz
4549,662452,827399,463791,2022-10-24,17549,abc
12658,111013,419045,270917,2019-09-22,13362,xyz
12051,119531,798715,694164,2020-04-17,7136,xyz
3535,907450,179965,994539,2021-04-26,18622,abc
8936,478773,241081,961512,2020-03-10,21125,abc
34157,520323,661617,167975,2022-04-23,3509,xyz
31634,546303,561534,734343,2023-02-20,37359,xyz
26639,262082,516565,879572,2020-06-26,16220,xyz
12129,102816,878455,102961,2022-06-05,26694,abc
23834,380526,175038,759403,2020-06-18,19873,xyz
31621,668540,223422,466345,2023-05-22,38748,abc
3115,886119,179945,493364,2023-05-02,14690,abc
1546,619317,213952,279102,2023-03-02,17266,abc
24371,768934,880664,597736,2020-06-14,10778,xyz
8811,290899,976288,820224,2021-09-11,18992,xyz
17203,137214,338216,236239,2023-06-26,7599,xyz
8456,593930,774577,915187,2023-05-21,7588,abc
6668,192713,395319,248455,2020-09-06,2079,abc
26410,269663,414768,534186,2019-08-26,22898,abc
21542,712378,767855,541288,2020-10-11,38802,xyz
12884,994935,446125,701275,2020-01-21,38762,xyz
19223,576518,560253,212169,2020-02-08,37865,xyz
34917,790151,183608,527509,2022-05-27,5329,xyz
11269,128223,581903,120341,2021-05-04,6627,xyz
9767,343443,275620,315430,2022-08-08,27154,xyz
39258,645449,653069,775301,2020-03-23,30764,abc
11116,401968,700713,610939,2021-05-16,19821,abc
10071,441631,976882,873453,2022-10-07,18575,abc
31524,761404,328000,309466,2021-05-21,12868,xyz
37013,311977,673477,751328,2022-04-15,14339,xyz
24134,920982,441194,737071,2020-03-29,11283,xyz
3715,233067,969495,485580,2021-01-03,4849,xyz
24304,994114,618975,101974,2019-11-03,13148,xyz
35156,454846,367300,258837,2019-10-13,12979,abc
8609,990875,533593,305068,2020-03-17,19193,abc
2424,960824,804300,227689,2020-11-23,35952,abc
28307,111023,531880,119828,2020-03-21,31012,xyz
26490,704592,661155,104517,2022-03-16,10127,xyz
2980,422377,526483,967710,2022-03-24,17948,xyz
21684,516960,161240,231155,2020-03-13,29176,xyz
10357,473609,228049,633970,2021-10-03,21615,xyz
25015,731252,731211,752070,2022-10-13,35692,xyz
9105,585066,428731,839895,2019-11-09,32202,xyz
17753,825623,743267,675618,2023-07-17,4348,abc
8187,922755,113170,457932,2020-08-30,6105,abc
23574,308065,828225,882210,2022-04-20,5671,xyz
16009,849196,246777,234206,2020-01-18,1082,xyz
30992,458544,216113,499245,2022-09-29,9442,xyz
5374,782532,445660,782077,2021-04-24,36313,xyz
19695,195157,972215,310900,2021-12-04,33944,abc
6155,490886,704589,286430,2021-09-08,18410,abc
18009,953909,809796,147853,2022-02-24,25062,abc
39797,220998,936773,308902,2023-06-03,35749,xyz
23069,915267,137846,844429,2020-08-17,34354,xyz
14300,237922,983741,122793,2020-01-27,21680,xyz
26769,862399,279381,632632,2019-12-25,11356,abc
3061,370134,977907,822413,2022-11-10,14193,abc
844,625383,862432,477921,2022-08-05,3771,abc
24869,946592,246541,624037,2023-05-01,14894,xyz
16969,904620,544838,221248,2022-04-17,27858,xyz
38873,561632,531375,970783,2021-05-16,32718,abc
11048,720766,720564,160804,2021-10-28,1771,xyz
37333,936957,133153,241481,2020-02-27,2917,abc
16397,436919,424110,235893,2020-01-09,15046,abc
32247,312458,252698,102657,2019-08-12,11811,xyz
20331,351508,848925,277321,2021-12-20,17832,abc
23682,174294,850979,475925,2023-06-30,36642,xyz
18297,705393,684548,951999,2020-08-19,3102,abc
25087,983189,221952,670705,2019-10-31,37987,abc
20493,282847,181006,836728,2022-04-16,29923,abc
4739,989579,649510,616339,2019-09-27,24816,abc
16922,410145,546883,231932,2019-10-08,25938,xyz
17359,843403,477581,456323,2022-09-18,8833,abc
31699,639969,877684,657471,2022-06-22,3705,abc
38897,928750,913255,425290,2020-12-29,29494,abc
30776,562310,884833,959657,2021-10-07,3224,xyz
9716,520730,592402,915457,2020-04-11,19319,xyz
34715,476059,541683,816814,2020-04-11,25197,abc
12981,422323,255117,650525,2022-08-05,20934,abc
33362,841002,112740,288786,2021-08-19,24005,xyz
1292,580253,826730,788354,2022-06-15,15969,abc
4029,819687,868870,832833,2023-01-07,9300,xyz
37737,999458,677529,996828,2019-12-27,36834,xyz
31190,792108,101988,888420,2020-07-11,5094,abc
29551,916564,316962,268103,2023-05-24,19320,xyz
17661,585891,281348,397812,2019-11-20,17941,xyz
26621,213673,250020,202687,2020-09-20,4261,abc
34518,272620,204885,571302,2022-10-24,741,xyz
31450,847039,451154,368953,2022-04-03,4898,xyz
5513,785157,606970,208869,2023-04-21,34944,xyz
9576,802105,610649,345020,2022-10-27,17123,abc
6276,654820,413026,362594,2022-05-06,22688,xyz
13582,401860,336366,587891,2023-03-01,20321,abc
39945,289303,823205,730422,2021-03-27,5590,abc
24054,197225,203210,766558,2023-02-18,22322,xyz
16659,707020,142400,216029,2022-08-14,36490,abc
28277,939689,967080,825417,2021-03-17,3188,abc
6419,652011,996754,245284,2021-12-05,25836,xyz
5817,322379,623755,952208,2023-03-15,17959,xyz
17517,354814,259946,848517,2022-12-11,15079,xyz
23402,685631,950567,880535,2023-01-28,25636,abc
2719,532944,756213,550030,2022-06-04,5498,abc
15595,146702,921782,254723,2022-05-29,38454,abc
18870,312795,278246,329817,2023-03-11,37870,xyz
14296,856960,674780,656843,2022-05-13,12916,xyz
18164,100648,365203,577376,2022-09-29,11793,xyz
10320,589192,216905,136779,2022-07-02,14669,abc
11129,129749,381018,512473,2020-06-18,4060,xyz
31845,714568,565342,705870,2022-02-25,31234,abc
32581,711495,986180,313162,2021-04-10,17603,abc
10673,550523,924838,181960,2020-06-25,21799,abc
5328,677600,507462,393615,2019-10-06,13135,abc
11172,289178,818922,286441,2020-10-04,4525,abc
3477,955316,590522,308815,2020-07-09,21484,xyz
34703,345767,319331,740301,2021-04-13,29517,xyz
39344,739370,928721,698043,2020-02-26,23170,abc
34600,726099,293366,761765,2021-09-13,34723,abc
26520,809672,974365,180932,2020-01-02,2802,abc
2148,608040,800944,602284,2021-05-23,17756,abc
20411,665868,987945,237903,2020-06-13,5743,xyz
8198,494939,969401,469964,2022-04-18,3642,xyz
31157,218067,238958,806545,2021-10-16,20225,abc
997,408082,439180,956162,2022-08-22,34388,abc
38386,858132,207366,370043,2021-05-15,38774,xyz
36304,357864,799027,720655,2019-11-13,23472,abc
19831,393621,336045,685342,2022-08-26,14699,abc
16177,926745,705702,652203,2023-02-23,37128,abc
24133,862651,823412,452084,2020-05-31,9215,abc
23101,640615,489500,784213,2022-11-26,3849,xyz
9580,573186,531048,173034,2022-07-28,23463,abc
35381,108762,438605,929033,2021-07-11,6643,abc
9845,454800,424644,950032,2020-03-13,37634,abc
35435,139199,122238,677714,2019-12-20,26186,abc
18695,169057,749332,131343,2023-03-30,23191,xyz
27385,725301,188984,445438,2022-11-17,12558,abc
32496,951684,102270,241989,2020-12-20,13060,abc
4776,949098,753750,855319,2021-08-20,23045,abc
19077,855326,842106,506557,2021-04-14,39777,abc
10321,515765,198685,879901,2021-12-12,7896,xyz
22191,630846,306582,562413,2022-05-02,8110,abc
11144,505659,311184,581788,2022-09-10,4000,abc
23797,509792,374777,568836,2022-03-26,36522,abc
28377,541221,355277,659353,2021-09-15,13940,abc
1178,373104,639447,923490,2020-07-12,31874,xyz
27802,566637,452950,767898,2022-06-06,17498,xyz
28953,561464,868061,800580,2021-11-12,10865,abc
3479,848467,302590,324784,2019-09-30,6144,abc
13671,229487,686139,673742,2021-07-13,7179,xyz
