security_id,security_name,security_type,quantity,market_value,purchase_date,purchase_price,purchase_value
2321,Coleman Inc securities,Money Market Instruments,93,78929,2018-04-21,844,78560
2322,Gardner PLC securities,Money Market Instruments,97,50613,2019-06-01,519,50415
2323,May-Taylor securities,Mortgage-Backed Securities,27,85447,2020-07-11,3152,85124
2324,Moses Inc securities,Money Market Instruments,36,98393,2022-04-13,2722,98015
2325,Hanson LLC securities,Asset-Backed Securities,47,94702,2020-02-21,2001,94053
2326,Perez Martin and Thomas securities,Mortgage-Backed Securities,34,81581,2021-11-28,2385,81091
2327,Pope PLC securities,Government Bonds,66,47294,2016-07-15,712,47036
2328,West-Larson securities,Corporate Bonds,41,95627,2020-04-08,2315,94945
2329,Hodge-Johnson securities,Foreign Exchange,99,6637,2023-03-16,64,6421
2330,Lopez PLC securities,Government Bonds,26,46079,2022-04-30,1763,45855
2331,Cox PLC securities,Asset-Backed Securities,59,12165,2017-05-12,197,11626
2332,Willis and Sons securities,Government Bonds,66,83678,2017-04-28,1259,83094
2333,Hernandez-Lawson securities,Money Market Instruments,6,65422,2018-05-06,10843,65059
2334,Garcia Smith and Harvey securities,Foreign Exchange,94,69956,2022-08-01,740,69564
2335,Mccormick LLC securities,Asset-Backed Securities,83,18569,2022-10-05,217,18050
2336,Bradley and Sons securities,Government Bonds,3,63356,2018-08-15,20920,62762
2337,Mendoza Alvarado and Evans securities,Foreign Exchange,66,29552,2017-12-21,442,29234
2338,Morrison Reed and Peters securities,Money Market Instruments,20,89013,2022-01-16,4444,88881
2339,Miller PLC securities,Foreign Exchange,16,66681,2017-09-28,4129,66078
2340,Bell Mccoy and Green securities,Government Bonds,98,62441,2023-01-31,632,61943
2341,Smith Petersen and Camacho securities,Treasury Bills,87,88707,2020-03-11,1014,88251
2342,Christian Avila and Payne securities,Government Bonds,71,70176,2022-04-03,985,69981
2343,Landry-Clark securities,Corporate Bonds,26,95668,2020-12-05,3656,95068
2344,Delgado Thompson and Harris securities,Equity Securities,52,59590,2016-09-29,1138,59218
2345,Cherry Reed and Herrera securities,Government Bonds,32,46004,2018-07-23,1425,45604
2346,Williams-Smith securities,Asset-Backed Securities,46,76582,2021-10-10,1654,76129
2347,Jones-Miles securities,Equity Securities,68,18548,2020-06-13,266,18118
2348,Blankenship-Cooper securities,Asset-Backed Securities,92,50797,2019-04-10,544,50111
2349,English Inc securities,Asset-Backed Securities,17,74393,2019-08-05,4363,74176
2350,Flores-Torres securities,Foreign Exchange,21,17791,2019-09-27,833,17505
2351,Combs Ltd securities,Foreign Exchange,56,7338,2019-05-14,121,6781
2352,Martin Inc securities,Asset-Backed Securities,45,18248,2018-10-27,394,17757
2353,Mendoza-Osborne securities,Mortgage-Backed Securities,3,35904,2017-05-01,11865,35595
2354,Mcconnell Mcconnell and Tucker securities,Corporate Bonds,98,90338,2021-07-16,919,90151
2355,Maldonado Rodriguez and Collins securities,Mortgage-Backed Securities,92,53391,2016-08-10,575,52978
2356,Dawson-Gonzales securities,Equity Securities,11,26657,2022-03-12,2406,26468
2357,Singh Ltd securities,Corporate Bonds,4,99575,2022-06-03,24727,98910
2358,Marshall Nielsen and Tucker securities,Government Bonds,80,56266,2017-08-24,695,55635
2359,Smith-Mendoza securities,Corporate Bonds,39,5853,2018-08-26,144,5623
2360,Mann Bowman and Glenn securities,Foreign Exchange,45,92550,2023-04-14,2052,92382
2361,Manning-Harrell securities,Government Bonds,47,26164,2018-05-03,553,26006
2362,Reed Smith and Wright securities,Treasury Bills,59,31318,2021-07-13,525,30980
2363,Anderson LLC securities,Equity Securities,75,91321,2018-09-16,1215,91193
2364,Schneider Wright and Daniels securities,Foreign Exchange,80,78706,2017-03-06,982,78604
2365,Campbell Travis and Baker securities,Corporate Bonds,36,93614,2018-12-03,2582,92956
2366,Lewis PLC securities,Foreign Exchange,35,82471,2020-07-10,2350,82262
2367,Riddle and Sons securities,Treasury Bills,64,13042,2019-07-28,200,12854
2368,Wall-Collier securities,Equity Securities,91,29974,2016-10-26,326,29695
2369,Franklin Davis and Bowen securities,Treasury Bills,66,52648,2022-04-16,794,52446
2370,Casey Group securities,Foreign Exchange,31,22322,2021-05-16,708,21953
2371,Moore-Hudson securities,Mortgage-Backed Securities,12,52859,2017-12-06,4393,52716
2372,Frederick-Morris securities,Foreign Exchange,67,62002,2019-05-26,921,61765
2373,Meza Group securities,Treasury Bills,70,92243,2018-04-17,1316,92121
2374,Chavez-Evans securities,Treasury Bills,56,77936,2022-01-08,1387,77720
2375,Scott-Johnson securities,Corporate Bonds,22,27960,2017-10-02,1252,27556
2376,Allen Ltd securities,Asset-Backed Securities,94,66400,2019-09-29,699,65789
2377,Livingston Reed and Wolf securities,Foreign Exchange,55,49111,2018-10-11,883,48598
2378,Reynolds PLC securities,Money Market Instruments,5,95728,2019-04-04,19066,95334
2379,Johnston-Baird securities,Treasury Bills,22,53662,2022-10-29,2419,53226
2380,Smith LLC securities,Foreign Exchange,94,8631,2016-12-10,89,8447
2381,Ramos-Blair securities,Money Market Instruments,20,45495,2019-11-22,2267,45359
2382,Erickson-Harris securities,Corporate Bonds,29,82154,2021-01-25,2820,81797
2383,Barnes Baker and Lopez securities,Asset-Backed Securities,52,40870,2022-11-14,775,40337
2384,Pennington Robles and Sims securities,Mortgage-Backed Securities,27,59411,2019-08-23,2183,58966
2385,Giles-White securities,Foreign Exchange,52,40106,2022-08-05,762,39675
2386,Taylor-Blake securities,Foreign Exchange,78,59613,2017-06-22,757,59101
2387,Jackson-Khan securities,Equity Securities,14,75977,2022-05-29,5382,75360
2388,Kirby Thomas and Walker securities,Equity Securities,13,55116,2021-05-11,4216,54808
2389,Gordon-Potter securities,Asset-Backed Securities,62,27637,2023-04-29,440,27308
2390,Rojas and Sons securities,Corporate Bonds,93,18311,2020-11-12,193,18000
2391,Griffin Patton and Carter securities,Mortgage-Backed Securities,1,73642,2019-12-24,73154,73154
2392,Levine-Pena securities,Money Market Instruments,58,64433,2021-06-29,1106,64204
2393,Wagner Beck and Krueger securities,Money Market Instruments,24,29614,2021-05-05,1212,29098
2394,Preston-Smith securities,Money Market Instruments,75,80264,2016-09-26,1062,79695
2395,Kent Group securities,Foreign Exchange,17,34598,2017-01-27,2013,34225
2396,Klein-Garcia securities,Money Market Instruments,6,81541,2018-10-03,13519,81118
2397,Soto-Rogers securities,Equity Securities,32,86151,2023-05-25,2673,85565
2398,Jenkins-Morrow securities,Asset-Backed Securities,94,28123,2022-08-02,296,27882
2399,Gray-Johnson securities,Corporate Bonds,6,29938,2017-04-16,4956,29739
2400,Thomas-Wolfe securities,Equity Securities,3,20140,2018-06-24,6497,19492
2401,Nguyen-Davis securities,Equity Securities,89,24029,2020-11-20,267,23767
2402,Williams and Sons securities,Equity Securities,77,24824,2017-07-08,318,24519
2403,Williams Davis and Zhang securities,Asset-Backed Securities,59,99787,2023-01-16,1688,99592
2404,Guerrero Jackson and Conley securities,Corporate Bonds,38,86498,2021-04-07,2262,85970
2405,Wilson Ltd securities,Money Market Instruments,1,88981,2018-10-20,88652,88652
2406,Wells-Vega securities,Equity Securities,58,12021,2020-01-27,199,11548
2407,Williams Chan and Johnson securities,Equity Securities,19,55198,2019-12-16,2898,55071
2408,Love Inc securities,Money Market Instruments,8,53054,2019-02-03,6617,52941
2409,Montoya-Delgado securities,Asset-Backed Securities,71,17074,2021-10-24,232,16495
2410,Calderon King and Boyd securities,Treasury Bills,17,82177,2021-11-26,4820,81944
2411,Martinez-Miller securities,Government Bonds,12,48151,2016-10-29,3956,47478
2412,Taylor-Browning securities,Corporate Bonds,81,23245,2017-08-04,283,22966
2413,Kim Johnson and Hudson securities,Government Bonds,74,77670,2019-07-07,1040,76977
2414,Nguyen Copeland and Dixon securities,Corporate Bonds,49,18019,2023-04-14,359,17639
2415,West and Sons securities,Foreign Exchange,35,13473,2017-12-05,373,13088
2416,Cruz-Willis securities,Money Market Instruments,72,92388,2019-06-20,1275,91846
2417,Turner-Gonzales securities,Corporate Bonds,51,68843,2019-04-16,1342,68475
2418,Collins LLC securities,Corporate Bonds,78,7956,2019-05-24,96,7538
2419,Smith Mitchell and Fisher securities,Treasury Bills,29,77105,2022-06-23,2642,76636
2420,Taylor and Sons securities,Equity Securities,12,95882,2020-09-19,7953,95440
2421,Roach Wolf and Williams securities,Mortgage-Backed Securities,74,64247,2019-12-04,860,63683
2422,Thompson Ltd securities,Corporate Bonds,19,93164,2022-04-14,4881,92741
2423,Small Ltd securities,Asset-Backed Securities,40,30645,2017-11-15,753,30127
2424,Gonzales-Khan securities,Treasury Bills,78,32458,2018-05-30,413,32217
2425,Phillips Ltd securities,Equity Securities,44,42429,2020-03-04,956,42065
2426,Thomas Barnes and Cook securities,Asset-Backed Securities,7,72973,2020-03-16,10365,72559
2427,Elliott Inc securities,Equity Securities,65,90711,2016-07-12,1393,90585
2428,Olson-Herrera securities,Foreign Exchange,14,88143,2018-01-05,6264,87703
2429,Olsen-Parsons securities,Foreign Exchange,76,24599,2020-03-26,316,24062
2430,Smith-Hall securities,Money Market Instruments,97,34630,2017-06-07,353,34277
2431,Martinez Johnson and Lopez securities,Corporate Bonds,13,99228,2021-07-05,7599,98792
2432,Bell Ltd securities,Corporate Bonds,79,76950,2017-04-17,965,76266
2433,Nielsen Group securities,Foreign Exchange,20,15735,2021-12-27,773,15467
2434,Green Chang and Nolan securities,Government Bonds,89,19153,2023-03-05,211,18816
2435,Cruz Ltd securities,Treasury Bills,80,70226,2017-04-27,875,70071
2436,Garrett-Harper securities,Corporate Bonds,45,92945,2021-04-20,2052,92384
2437,Adams Chambers and Vega securities,Foreign Exchange,99,51684,2017-12-12,520,51491
2438,Green LLC securities,Foreign Exchange,62,66810,2018-05-28,1068,66248
2439,Doyle Inc securities,Corporate Bonds,69,45639,2021-06-05,651,44957
2440,Cole-Henderson securities,Corporate Bonds,7,42743,2017-12-27,6011,42080
2441,Farrell Ltd securities,Mortgage-Backed Securities,56,18148,2020-08-05,319,17870
2442,Nelson-Mccullough securities,Corporate Bonds,42,35124,2018-07-30,833,34990
2443,Gonzalez Pittman and Esparza securities,Government Bonds,26,20932,2020-02-19,799,20778
2444,Blackburn-Parrish securities,Government Bonds,63,21739,2018-12-25,342,21554
2445,Hughes-Smith securities,Equity Securities,33,98904,2020-04-30,2979,98329
2446,Daniel Inc securities,Money Market Instruments,81,82117,2021-08-20,1011,81901
2447,White Hall and Rodriguez securities,Equity Securities,33,68750,2019-08-30,2074,68457
2448,Simpson Campbell and Wang securities,Equity Securities,6,13366,2017-10-12,2203,13222
2449,Roth Simmons and Navarro securities,Treasury Bills,8,40506,2020-11-04,4990,39920
2450,Parker-Harrington securities,Mortgage-Backed Securities,21,65760,2021-04-05,3109,65301
2451,Guerra Baker and Nelson securities,Money Market Instruments,49,79933,2022-04-04,1628,79787
2452,Carpenter-Love securities,Treasury Bills,23,57404,2017-10-23,2482,57101
2453,Anderson Johnson and Shields securities,Asset-Backed Securities,98,43795,2020-08-13,443,43438
2454,Rodriguez Vasquez and Johnson securities,Government Bonds,83,87118,2017-10-10,1047,86932
2455,Chavez LLC securities,Corporate Bonds,70,98457,2022-12-08,1404,98321
2456,Kim LLC securities,Money Market Instruments,28,82983,2019-03-10,2956,82775
2457,Johnson-Vaughn securities,Equity Securities,88,60584,2016-10-23,685,60357
2458,Peters Inc securities,Mortgage-Backed Securities,89,86877,2023-05-27,971,86475
2459,Ochoa PLC securities,Mortgage-Backed Securities,2,60144,2022-02-13,30015,60031
2460,Hill and Sons securities,Money Market Instruments,85,29878,2020-05-15,344,29291
2461,Fleming Schmitt and Webb securities,Asset-Backed Securities,60,85886,2022-04-26,1429,85766
2462,Jackson Group securities,Asset-Backed Securities,100,9889,2019-10-17,95,9506
2463,Hill Ltd securities,Money Market Instruments,92,33953,2021-03-18,364,33525
2464,Calderon-Crosby securities,Money Market Instruments,87,61279,2019-12-02,701,61055
2465,Morales Coleman and Ballard securities,Corporate Bonds,2,82155,2019-05-24,40773,81546
2466,Christian-Murphy securities,Mortgage-Backed Securities,46,99365,2016-08-06,2147,98790
2467,Lopez-Watkins securities,Corporate Bonds,73,92915,2020-05-02,1265,92403
2468,Morgan Snyder and Gonzales securities,Government Bonds,62,17581,2020-05-14,274,16989
2469,Boyd and Sons securities,Foreign Exchange,92,85609,2020-05-28,923,84920
2470,Torres Cooper and Moore securities,Government Bonds,75,87960,2018-06-29,1168,87627
2471,Ellis-Morton securities,Foreign Exchange,42,45677,2021-09-21,1073,45091
2472,Mitchell French and Vaughn securities,Equity Securities,44,66967,2022-04-13,1516,66744
2473,Cunningham-Rodriguez securities,Government Bonds,41,84390,2022-02-01,2045,83857
2474,Silva LLC securities,Equity Securities,51,39500,2023-04-07,765,39063
2475,Ruiz-Avila securities,Money Market Instruments,26,82171,2022-02-26,3137,81587
2476,Harris-Moore securities,Asset-Backed Securities,1,94841,2019-05-22,94574,94574
2477,Nguyen Riley and Shields securities,Money Market Instruments,89,36766,2018-09-14,411,36583
2478,Ball Santana and Parker securities,Treasury Bills,35,5939,2016-10-24,153,5382
2479,Nelson Obrien and Torres securities,Government Bonds,32,35728,2016-07-28,1111,35558
2480,Flores Inc securities,Foreign Exchange,53,11742,2018-01-01,215,11428
2481,Fritz-Kemp securities,Mortgage-Backed Securities,78,22225,2019-05-03,276,21597
2482,Anderson-Scott securities,Treasury Bills,95,49605,2023-04-08,517,49179
2483,Cox Garcia and Edwards securities,Asset-Backed Securities,53,9721,2021-06-01,172,9165
2484,Wilson-Howard securities,Money Market Instruments,30,65513,2022-08-11,2162,64877
2485,Byrd-Blair securities,Equity Securities,40,60431,2022-05-11,1496,59850
2486,Sanders Inc securities,Equity Securities,20,65769,2023-04-08,3257,65140
2487,Kennedy PLC securities,Foreign Exchange,53,54232,2019-01-19,1014,53786
2488,Chan Dickson and Lopez securities,Asset-Backed Securities,50,92777,2020-05-04,1847,92354
2489,Dominguez-Kennedy securities,Government Bonds,75,94307,2023-01-14,1255,94136
2490,Owens Cooper and Perry securities,Money Market Instruments,16,8036,2020-10-15,492,7886
2491,Martinez Miller and Smith securities,Equity Securities,69,90386,2020-06-12,1303,89960
2492,Martin Newman and Jordan securities,Asset-Backed Securities,6,13332,2018-08-31,2203,13220
2493,Herman and Sons securities,Equity Securities,81,87049,2022-10-12,1066,86382
2494,White-Frost securities,Equity Securities,80,51122,2017-03-23,633,50700
2495,Pratt-Bates securities,Foreign Exchange,65,27623,2020-06-21,418,27190
2496,Bridges PLC securities,Foreign Exchange,79,84043,2020-08-27,1057,83525
2497,Chase Bowman and Wade securities,Equity Securities,50,52057,2021-07-02,1038,51917
2498,Hall LLC securities,Government Bonds,94,81461,2020-12-07,862,81030
2499,Mayo Hicks and Le securities,Asset-Backed Securities,53,33945,2022-12-22,629,33372
2500,Newman Wong and Stephens securities,Corporate Bonds,74,15996,2020-04-08,212,15735
2501,Stanley White and Hickman securities,Government Bonds,30,66129,2016-10-25,2192,65771
2502,Jenkins Murray and Hampton securities,Asset-Backed Securities,83,17518,2019-06-17,204,16983
2503,Barron-Lucas securities,Treasury Bills,11,9473,2018-06-10,847,9326
2504,Torres Richardson and Harper securities,Equity Securities,85,91891,2016-08-21,1079,91731
2505,Hogan LLC securities,Asset-Backed Securities,18,65242,2019-01-02,3613,65038
2506,Nash Greer and Cruz securities,Treasury Bills,90,99313,2018-06-14,1096,98704
2507,Farmer Bryant and Elliott securities,Corporate Bonds,41,86328,2022-02-17,2097,86005
2508,Cabrera Galvan and Gonzalez securities,Government Bonds,1,12757,2021-01-12,12096,12096
2509,Guzman Gibson and James securities,Equity Securities,24,93157,2023-01-20,3867,92825
2510,Lowe Garcia and Acosta securities,Asset-Backed Securities,39,39826,2022-04-27,1016,39658
2511,Clark-Williams securities,Money Market Instruments,93,40796,2016-09-07,435,40540
2512,Heath-Campos securities,Treasury Bills,22,46354,2018-10-26,2091,46013
2513,White Contreras and Hanna securities,Asset-Backed Securities,13,80655,2022-11-09,6154,80014
2514,Ortega-Hobbs securities,Government Bonds,35,51111,2019-06-10,1454,50892
2515,Sexton Ltd securities,Money Market Instruments,39,84394,2020-03-17,2152,83928
2516,Beck-Merritt securities,Money Market Instruments,58,78280,2017-02-22,1345,78018
2517,Rodriguez PLC securities,Foreign Exchange,58,17808,2017-08-27,296,17182
2518,Horn PLC securities,Foreign Exchange,86,9502,2023-04-13,103,8858
2519,Sullivan LLC securities,Foreign Exchange,52,47092,2016-11-10,899,46777
2520,Ibarra Robbins and Stevenson securities,Foreign Exchange,29,60489,2019-06-24,2072,60096
2521,Tucker Inc securities,Foreign Exchange,99,73883,2017-04-09,744,73695
2522,Whitehead Evans and Owen securities,Government Bonds,13,11330,2018-11-19,840,10922
2523,Miller Bailey and Joseph securities,Asset-Backed Securities,70,32815,2018-12-31,465,32600
2524,Gray Turner and Ward securities,Asset-Backed Securities,25,87307,2020-09-02,3470,86757
2525,Rose-Jordan securities,Mortgage-Backed Securities,67,58350,2022-03-24,862,57804
2526,Harvey Inc securities,Government Bonds,95,46189,2023-03-18,481,45756
2527,Robinson Inc securities,Money Market Instruments,66,19311,2019-01-30,285,18857
2528,Wyatt-Cline securities,Money Market Instruments,13,68061,2016-12-12,5201,67616
2529,Evans Foster and Brooks securities,Mortgage-Backed Securities,97,90253,2019-09-18,925,89818
2530,Carter Group securities,Corporate Bonds,60,6452,2022-10-31,96,5789
2531,Mathews-David securities,Asset-Backed Securities,59,31035,2018-09-18,514,30345
2532,Diaz and Sons securities,Money Market Instruments,38,20242,2021-04-17,526,19994
2533,Anderson Atkinson and Dixon securities,Asset-Backed Securities,31,34496,2022-11-20,1100,34109
2534,Patterson-Perry securities,Mortgage-Backed Securities,1,87932,2023-03-18,87383,87383
2535,Price LLC securities,Government Bonds,83,11682,2019-06-06,137,11430
2536,Russell PLC securities,Mortgage-Backed Securities,20,10978,2022-04-16,524,10493
2537,Thompson Butler and Woodward securities,Government Bonds,67,15364,2023-06-27,224,15024
2538,Lee Inc securities,Equity Securities,32,56099,2018-06-11,1741,55736
2539,Melendez Baker and Jones securities,Government Bonds,50,13548,2018-05-15,262,13119
2540,Nielsen Davis and Anderson securities,Equity Securities,34,75835,2020-04-09,2224,75620
2541,Mason Chandler and Gordon securities,Money Market Instruments,15,40484,2018-08-11,2664,39963
2542,Henderson Walsh and Jenkins securities,Corporate Bonds,32,22310,2020-08-25,682,21836
2543,Flores Garrett and Rodriguez securities,Foreign Exchange,96,14966,2019-04-09,152,14649
2544,Johnson Hoffman and Thompson securities,Equity Securities,42,31327,2021-07-01,742,31187
2545,Morris Group securities,Government Bonds,1,73696,2022-04-30,73104,73104
2546,Avila LLC securities,Mortgage-Backed Securities,29,21722,2018-12-24,742,21527
2547,Miller-Jarvis securities,Equity Securities,12,30497,2019-09-08,2491,29903
2548,Murray Gaines and Howard securities,Money Market Instruments,5,46279,2023-03-07,9193,45965
2549,Hale Willis and Finley securities,Foreign Exchange,85,24060,2022-01-16,281,23952
2550,Greer Cruz and Hawkins securities,Foreign Exchange,36,48595,2019-08-25,1344,48386
2551,Campbell Conley and Jordan securities,Mortgage-Backed Securities,50,34686,2019-08-06,680,34016
2552,Tran Inc securities,Mortgage-Backed Securities,72,26414,2020-10-31,360,25963
2553,Russo Ltd securities,Asset-Backed Securities,30,88840,2020-07-21,2944,88322
2554,Lewis Group securities,Foreign Exchange,74,93310,2017-05-03,1256,93010
2555,Brown-Jacobs securities,Treasury Bills,93,38418,2021-01-29,408,37985
2556,Martinez-Hall securities,Mortgage-Backed Securities,9,94657,2019-07-24,10474,94268
2557,Harrington PLC securities,Equity Securities,50,61957,2022-11-24,1231,61560
2558,Farmer-Robinson securities,Mortgage-Backed Securities,47,89214,2023-06-05,1891,88888
2559,Lawrence Duran and Jones securities,Equity Securities,99,63998,2019-12-17,642,63656
2560,Moore and Sons securities,Money Market Instruments,54,93028,2018-01-01,1711,92425
2561,Terry Ltd securities,Foreign Exchange,16,73672,2019-07-02,4576,73216
2562,Roberts Jensen and Moran securities,Money Market Instruments,53,87113,2017-09-25,1637,86811
2563,Allen Long and Ortiz securities,Mortgage-Backed Securities,71,73523,2020-04-15,1029,73100
2564,Jones-Krueger securities,Mortgage-Backed Securities,75,21816,2016-09-22,289,21702
2565,Yoder-Howe securities,Government Bonds,39,62788,2019-11-21,1592,62110
2566,Mills-King securities,Asset-Backed Securities,48,41622,2018-12-07,865,41521
2567,Lopez-Cox securities,Treasury Bills,29,77920,2018-03-17,2679,77707
2568,Carr Ltd securities,Money Market Instruments,93,33033,2020-09-16,348,32412
2569,Smith Andrews and Spence securities,Foreign Exchange,81,14517,2020-09-08,173,14041
2570,Washington-Hunt securities,Money Market Instruments,73,66102,2018-04-24,900,65766
2571,Smith-Brown securities,Government Bonds,77,10265,2021-04-20,128,9908
2572,Conner-Rogers securities,Treasury Bills,12,20088,2022-09-19,1631,19576
2573,Romero-Harris securities,Foreign Exchange,19,51953,2017-12-05,2719,51671
2574,Stein Cross and Marshall securities,Government Bonds,86,89214,2019-01-31,1029,88529
2575,Robinson-Vaughn securities,Asset-Backed Securities,47,69834,2020-07-24,1483,69701
2576,Johnson Inc securities,Foreign Exchange,51,52345,2021-04-04,1015,51779
2577,Moss-Cervantes securities,Asset-Backed Securities,23,17919,2018-04-30,766,17633
2578,David LLC securities,Foreign Exchange,98,61415,2017-08-23,622,60958
2579,Hughes Holland and Perry securities,Asset-Backed Securities,47,75653,2021-04-05,1605,75464
2580,Williams-Richardson securities,Asset-Backed Securities,53,23767,2019-08-07,444,23547
2581,Moreno Inc securities,Foreign Exchange,89,11907,2019-11-17,132,11784
2582,Smith Group securities,Mortgage-Backed Securities,9,44233,2023-04-09,4843,43588
2583,Pierce-Moore securities,Mortgage-Backed Securities,28,82123,2018-05-08,2927,81973
2584,Melton and Sons securities,Foreign Exchange,97,5263,2021-07-07,48,4731
2585,Miller Stevens and Reyes securities,Equity Securities,74,20831,2017-05-26,273,20258
2586,Scott Faulkner and Sanford securities,Foreign Exchange,53,18168,2016-07-14,338,17943
2587,Pollard and Sons securities,Foreign Exchange,69,8183,2022-02-09,110,7592
2588,Anderson-Harrison securities,Asset-Backed Securities,39,37814,2017-03-17,958,37368
2589,Ryan Dunlap and Vega securities,Asset-Backed Securities,99,51198,2019-09-11,513,50802
2590,Petersen Guerrero and Andrews securities,Equity Securities,56,89051,2017-01-25,1577,88357
2591,Owen-Williams securities,Treasury Bills,13,76909,2020-09-22,5890,76575
2592,Casey Knox and Romero securities,Mortgage-Backed Securities,76,67906,2017-07-07,888,67513
2593,Howard Hernandez and Dean securities,Money Market Instruments,45,11832,2018-03-15,250,11293
2594,Avila-Kim securities,Treasury Bills,40,10405,2016-08-23,253,10142
2595,Webb Ltd securities,Equity Securities,15,41739,2021-06-08,2772,41594
2596,Jackson-Bates securities,Mortgage-Backed Securities,64,78299,2019-04-11,1218,77957
2597,Armstrong Brown and Price securities,Corporate Bonds,59,15869,2021-10-31,261,15453
2598,Hall May and Robinson securities,Foreign Exchange,39,76639,2016-07-25,1959,76417
2599,Vargas Group securities,Mortgage-Backed Securities,32,96752,2021-05-10,3009,96292
2600,Wilson Peterson and Morgan securities,Government Bonds,29,52928,2020-11-22,1813,52604
2601,Cruz-Harris securities,Money Market Instruments,11,97801,2016-12-27,8863,97495
2602,Joseph Hines and Wood securities,Corporate Bonds,79,49412,2020-12-30,619,48968
2603,Clayton-Rogers securities,Asset-Backed Securities,41,56259,2017-02-21,1364,55954
2604,Daniels Group securities,Government Bonds,1,93658,2017-08-25,93498,93498
2605,Robinson-Murray securities,Money Market Instruments,87,56809,2023-05-08,651,56668
2606,Stark Dyer and Brooks securities,Asset-Backed Securities,68,71091,2023-06-20,1040,70746
2607,Marsh Gordon and Frank securities,Mortgage-Backed Securities,80,19590,2022-03-04,241,19281
2608,Petersen Inc securities,Corporate Bonds,22,31477,2022-11-20,1420,31257
2609,Carey-Smith securities,Asset-Backed Securities,56,75291,2020-09-12,1339,74985
2610,Underwood and Sons securities,Asset-Backed Securities,8,89982,2023-02-03,11174,89393
2611,Lee Inc securities,Treasury Bills,79,78873,2017-08-19,992,78421
2612,Watson LLC securities,Mortgage-Backed Securities,40,18485,2020-05-24,453,18126
2613,Rodriguez-Clark securities,Asset-Backed Securities,28,84647,2018-12-10,3015,84424
2614,Tucker Reynolds and Lawson securities,Asset-Backed Securities,97,20213,2021-05-19,201,19566
2615,Wilson Group securities,Equity Securities,40,64895,2020-06-07,1616,64667
2616,Adams Hubbard and Murray securities,Foreign Exchange,41,84813,2023-04-08,2059,84447
2617,Vasquez Ltd securities,Mortgage-Backed Securities,52,69685,2020-06-11,1337,69562
2618,Newman Ltd securities,Asset-Backed Securities,57,92225,2021-05-30,1615,92108
2619,Rodriguez Group securities,Equity Securities,52,90461,2018-08-15,1731,90026
2620,Williams-Bonilla securities,Mortgage-Backed Securities,33,62257,2018-06-06,1867,61615
2621,Pollard-Munoz securities,Mortgage-Backed Securities,9,26456,2020-07-09,2927,26348
2622,Ramirez Thomas and Sellers securities,Equity Securities,18,30739,2021-03-04,1700,30610
2623,Murillo-Winters securities,Government Bonds,87,5430,2022-07-04,60,5246
2624,Smith Jackson and Cooper securities,Asset-Backed Securities,75,54001,2016-12-25,713,53526
2625,Reyes Inc securities,Foreign Exchange,66,37660,2019-12-19,561,37072
2626,Scott and Sons securities,Corporate Bonds,92,20656,2022-09-02,219,20155
2627,Harris Henderson and Jones securities,Asset-Backed Securities,15,9059,2021-12-10,569,8547
2628,Villanueva Garner and Scott securities,Government Bonds,77,46763,2020-06-27,604,46544
2629,Page-Warren securities,Government Bonds,22,76310,2018-03-18,3462,76181
2630,Stevens Cardenas and Green securities,Equity Securities,21,70550,2018-10-01,3338,70099
2631,Boyd Group securities,Asset-Backed Securities,30,6870,2023-01-28,222,6686
2632,Sanders Pierce and Lee securities,Treasury Bills,51,31800,2020-10-15,619,31616
2633,Bray-Hopkins securities,Equity Securities,79,8817,2019-02-07,103,8154
2634,Peters-Tapia securities,Treasury Bills,17,46703,2016-07-06,2739,46565
2635,Gomez Ltd securities,Corporate Bonds,8,18059,2016-08-22,2214,17714
2636,Gregory Cox and Ayers securities,Foreign Exchange,60,38339,2022-08-25,633,38029
2637,Wallace PLC securities,Mortgage-Backed Securities,34,67954,2018-10-24,1984,67477
2638,Figueroa PLC securities,Equity Securities,35,41820,2021-10-13,1185,41485
2639,Wallace LLC securities,Equity Securities,80,22855,2021-10-09,280,22463
2640,Page-Cole securities,Equity Securities,2,63167,2020-12-19,31304,62609
2641,Miller-Ramirez securities,Asset-Backed Securities,21,30058,2022-12-05,1406,29545
2642,Harrison-Garcia securities,Money Market Instruments,33,53929,2017-04-11,1627,53720
2643,Oneal Morgan and Davis securities,Government Bonds,84,31699,2018-07-04,372,31312
2644,Yates Inc securities,Treasury Bills,53,52541,2023-02-13,986,52283
2645,Conley Reyes and Salinas securities,Foreign Exchange,66,23894,2017-03-08,353,23335
2646,Wright-Wells securities,Money Market Instruments,12,43365,2017-09-15,3567,42815
2647,Mills PLC securities,Money Market Instruments,10,46361,2018-05-05,4616,46163
2648,Wilkinson and Sons securities,Equity Securities,66,39863,2019-12-15,595,39275
2649,Lane Hood and Woods securities,Asset-Backed Securities,90,67938,2018-11-24,752,67696
2650,Holmes Group securities,Asset-Backed Securities,38,25527,2017-02-20,667,25368
2651,Bowman Frost and Davis securities,Corporate Bonds,18,43960,2017-09-01,2406,43313
2652,Davis-Delgado securities,Government Bonds,4,91195,2020-04-26,22655,90620
2653,Rivera Group securities,Corporate Bonds,10,54774,2022-10-18,5411,54113
2654,Price-Johnson securities,Government Bonds,54,45045,2021-03-01,831,44887
2655,Duran and Sons securities,Government Bonds,7,21353,2020-11-30,3010,21071
