expenditure_id,asset_id,expenditure_date,expenditure_amount
1958,866,2019-08-24,606
1959,192,2022-01-26,666
1960,4209,2020-07-01,591
1961,1409,2019-07-29,465
1962,1217,2022-05-04,411
1963,1356,2021-03-05,406
1964,2482,2020-06-01,601
1965,848,2023-07-02,298
1966,2612,2020-08-01,166
1967,1656,2021-01-29,649
1968,2347,2021-03-12,282
1969,2803,2020-04-29,650
1970,831,2022-10-02,648
1971,2307,2021-11-26,324
1972,4107,2023-01-24,534
1973,973,2021-10-22,741
1974,3742,2022-11-30,182
1975,2930,2021-12-19,538
1976,3018,2023-01-08,723
1977,4055,2021-04-04,228
1978,2302,2021-06-24,680
1979,664,2021-06-04,328
1980,287,2019-08-07,299
1981,223,2021-11-09,114
1982,2262,2021-05-31,709
1983,2477,2019-09-05,442
1984,770,2020-12-31,107
1985,2,2021-02-17,389
1986,4208,2020-03-05,323
1987,1156,2021-08-17,603
1988,4348,2020-06-05,124
1989,542,2021-11-16,194
1990,1955,2020-10-11,503
1991,2125,2019-09-16,261
1992,4024,2023-01-24,457
1993,1211,2023-05-15,477
1994,3364,2022-03-25,448
1995,1046,2020-12-01,128
1996,2229,2020-05-17,543
1997,1237,2021-02-01,634
1998,1192,2022-04-30,470
1999,2101,2023-05-29,529
2000,2483,2019-07-16,420
2001,4269,2020-07-14,314
2002,1710,2019-09-17,493
2003,3994,2021-11-21,496
2004,2250,2020-08-22,406
2005,3257,2022-03-18,332
2006,2132,2020-10-19,457
2007,2535,2020-02-02,399
2008,502,2022-11-12,690
2009,1003,2023-05-05,216
2010,3368,2023-02-20,375
2011,1088,2021-11-05,597
2012,1669,2020-09-11,193
2013,1441,2020-08-15,517
2014,89,2021-12-21,703
2015,3662,2019-07-30,377
2016,827,2021-08-13,681
2017,1025,2022-05-14,567
2018,790,2021-02-09,262
2019,1211,2020-07-18,467
2020,1295,2019-11-01,346
2021,211,2022-02-05,648
2022,3063,2022-07-14,345
2023,1487,2020-08-15,510
2024,1325,2020-12-25,649
2025,3619,2022-12-30,571
2026,281,2021-06-08,369
2027,174,2020-02-08,100
2028,4308,2023-06-07,703
2029,876,2020-09-25,149
2030,2924,2020-03-21,523
2031,4465,2019-10-24,708
2032,1732,2022-03-14,735
2033,826,2021-07-09,389
2034,302,2022-09-14,428
2035,4313,2022-08-14,702
2036,3097,2019-10-04,198
2037,1670,2020-07-09,158
2038,4202,2021-12-21,205
2039,1294,2021-06-02,509
2040,643,2021-06-22,622
2041,984,2019-09-17,149
2042,620,2023-04-11,398
2043,82,2020-08-08,620
2044,631,2019-09-27,643
2045,3105,2020-11-30,452
2046,83,2021-05-06,411
2047,544,2020-04-29,188
2048,2723,2022-04-28,343
2049,894,2021-12-03,543
2050,3731,2021-03-29,274
2051,213,2020-10-16,486
2052,1476,2021-02-04,372
2053,3275,2022-07-17,375
2054,3821,2022-09-30,446
2055,1391,2021-01-18,681
2056,3466,2019-11-28,290
2057,2010,2019-11-22,593
2058,4158,2020-08-28,638
2059,2766,2020-11-07,297
2060,481,2021-04-03,577
2061,4043,2021-11-21,701
2062,2019,2020-12-01,286
2063,3809,2020-01-27,627
2064,3352,2022-02-20,665
2065,3232,2021-08-03,516
2066,247,2019-08-17,117
2067,3561,2023-04-02,747
2068,3518,2020-11-01,633
2069,1029,2023-01-28,510
2070,1847,2020-03-13,344
2071,3233,2023-06-10,500
2072,379,2022-04-06,146
2073,319,2023-04-10,131
2074,1762,2021-10-25,271
2075,626,2023-04-02,717
2076,643,2022-05-18,246
2077,2458,2020-08-25,169
2078,4481,2021-02-16,184
2079,1467,2019-08-20,366
2080,470,2020-06-02,447
2081,3096,2021-04-12,187
2082,1852,2020-07-22,157
2083,2674,2023-04-24,473
2084,2325,2021-01-01,426
2085,3666,2019-08-09,630
2086,3465,2023-01-15,143
2087,2656,2022-06-17,683
2088,3301,2022-12-04,484
2089,1487,2022-12-26,194
2090,1129,2020-11-07,387
2091,2223,2020-05-05,735
2092,1302,2023-01-23,167
2093,1415,2019-12-10,235
2094,3130,2021-12-28,384
2095,877,2022-01-30,660
2096,3968,2021-08-25,179
2097,4237,2023-05-11,157
2098,20,2022-10-09,287
2099,3,2023-03-18,745
2100,692,2023-03-27,383
2101,102,2020-11-13,611
2102,2641,2021-12-30,451
2103,4439,2020-07-20,476
2104,3012,2022-03-03,140
2105,2663,2020-03-27,418
2106,1405,2022-04-28,659
2107,2135,2020-01-16,699
2108,1351,2022-07-07,421
2109,848,2021-05-18,173
2110,2993,2022-02-01,716
2111,3706,2022-07-12,183
2112,3451,2022-11-06,708
2113,23,2023-03-20,668
2114,2874,2021-03-09,276
2115,2433,2022-07-14,686
2116,3009,2019-10-05,142
2117,1941,2021-03-14,735
2118,3418,2023-06-15,451
2119,3844,2021-06-30,615
2120,1672,2023-01-25,552
2121,2954,2023-03-23,564
2122,4454,2022-03-08,413
2123,743,2021-10-16,438
2124,1940,2019-12-29,732
2125,2920,2021-11-23,198
2126,1686,2021-04-18,314
2127,2477,2021-04-19,524
2128,1624,2020-04-26,537
2129,3526,2021-07-26,701
2130,2911,2023-05-19,655
2131,948,2019-07-28,168
2132,1429,2019-10-16,532
2133,1049,2021-03-23,285
2134,1965,2021-06-11,394
2135,495,2019-10-12,320
2136,1931,2019-07-24,191
2137,1323,2019-07-25,106
2138,873,2021-11-02,564
2139,2895,2020-07-14,437
2140,1964,2022-12-29,498
2141,3364,2020-09-04,399
2142,1371,2020-05-23,730
2143,2762,2022-12-21,659
2144,4306,2022-06-07,505
2145,1607,2021-03-14,601
2146,2306,2023-06-20,519
2147,4380,2022-11-27,734
2148,1543,2022-08-02,465
2149,2565,2021-12-29,577
2150,1204,2020-12-31,262
2151,361,2021-03-09,360
2152,1012,2021-02-10,270
2153,1182,2020-11-25,455
2154,4481,2021-03-15,265
2155,922,2019-09-14,231
2156,878,2021-05-09,304
2157,4364,2021-01-14,194
2158,3491,2021-07-27,566
2159,3628,2020-01-06,533
2160,564,2020-11-27,500
2161,531,2020-07-10,576
2162,558,2021-05-16,414
2163,137,2022-04-01,427
2164,449,2021-06-15,557
2165,3374,2022-07-24,408
2166,2113,2021-01-06,277
2167,4299,2022-08-27,626
2168,1239,2021-08-01,702
2169,1168,2021-07-12,279
2170,2194,2023-04-02,711
2171,3023,2022-03-08,338
2172,2619,2023-01-23,735
2173,3811,2020-05-21,200
2174,1311,2021-11-15,575
2175,3520,2023-05-13,109
2176,3629,2021-03-14,470
2177,1633,2019-09-15,634
2178,3193,2021-08-01,349
2179,4400,2019-07-17,543
2180,3491,2021-03-02,658
2181,3477,2022-02-27,712
2182,2479,2023-04-26,300
2183,1385,2021-06-26,622
2184,2326,2021-05-23,284
2185,4392,2021-11-17,734
2186,662,2020-10-05,476
2187,1633,2022-12-01,646
2188,1051,2021-01-27,680
2189,2448,2021-12-31,361
2190,3042,2022-10-22,194
2191,192,2021-03-18,243
2192,4352,2020-10-02,119
2193,3530,2020-08-26,333
2194,2573,2020-06-26,453
2195,4349,2023-01-20,418
2196,4086,2019-09-14,580
2197,2619,2022-07-19,335
2198,4138,2020-01-01,472
2199,3544,2022-04-10,643
2200,4445,2022-05-30,601
2201,228,2021-05-15,438
2202,2726,2020-07-26,226
2203,2682,2022-02-11,378
2204,2423,2020-08-21,130
2205,4330,2020-07-17,652
2206,51,2020-09-15,215
2207,746,2021-07-30,569
2208,847,2021-08-22,476
2209,2698,2020-04-27,549
2210,3827,2019-08-23,359
2211,3003,2023-01-26,285
2212,336,2022-07-04,373
2213,1018,2023-02-16,408
2214,2079,2021-11-01,249
2215,2685,2020-01-25,743
2216,78,2021-01-15,126
2217,378,2020-04-19,327
2218,2205,2022-08-20,558
2219,572,2020-10-01,229
2220,2641,2020-08-02,277
2221,816,2022-05-14,518
2222,3065,2019-12-27,235
2223,30,2022-01-08,557
2224,926,2023-07-04,163
2225,1704,2020-12-08,447
2226,3923,2021-09-14,315
2227,1437,2023-03-18,427
2228,544,2019-09-10,322
2229,2586,2020-12-07,511
2230,1166,2021-11-02,335
2231,4338,2019-08-15,661
2232,236,2019-12-21,513
2233,2259,2020-07-10,715
2234,2187,2021-04-16,654
2235,1975,2020-07-17,566
2236,1846,2019-11-02,654
2237,2527,2022-04-15,130
2238,1116,2020-10-03,657
2239,2427,2022-07-15,194
2240,3862,2022-01-28,339
2241,4393,2020-06-15,479
2242,2946,2020-06-19,428
2243,4019,2023-06-02,376
2244,4167,2020-11-20,274
2245,3485,2020-03-04,433
2246,3561,2020-10-04,351
2247,2576,2021-11-08,645
2248,4355,2020-10-26,408
2249,2280,2020-05-19,390
2250,2266,2020-05-14,556
2251,2117,2022-01-24,504
2252,2509,2022-09-30,112
2253,1366,2020-05-31,651
2254,1368,2021-01-15,372
2255,840,2019-10-17,398
2256,3329,2020-07-06,479
2257,1074,2020-08-22,235
2258,1330,2022-08-01,254
2259,2914,2022-12-31,313
2260,3217,2020-06-29,196
2261,4143,2022-07-05,495
2262,1276,2021-06-05,644
2263,853,2022-05-04,728
2264,4082,2019-08-27,670
2265,2170,2021-01-29,437
2266,2059,2020-03-04,698
2267,3794,2020-12-22,111
2268,3169,2021-07-17,670
2269,1068,2022-10-18,647
2270,2778,2022-01-03,200
2271,1043,2021-02-22,344
2272,2193,2021-06-30,240
2273,1247,2020-04-11,112
2274,2087,2022-06-11,209
2275,3978,2021-11-05,669
2276,2727,2021-11-08,227
2277,4188,2022-08-11,502
2278,3298,2022-06-29,743
2279,1987,2021-12-18,502
2280,1715,2021-11-10,597
2281,2339,2021-10-16,441
2282,4392,2020-02-01,395
2283,1447,2020-01-22,298
2284,27,2020-02-04,618
2285,863,2021-12-29,213
2286,1031,2022-07-20,229
2287,3331,2019-10-29,438
2288,4411,2023-01-23,580
2289,12,2023-01-14,468
2290,3906,2022-12-26,270
2291,4069,2022-06-24,663
2292,1668,2023-06-19,726
2293,991,2023-05-21,456
2294,1987,2020-06-09,181
2295,2067,2020-10-06,204
2296,2593,2020-12-12,472
2297,2833,2023-02-12,486
2298,95,2023-03-06,739
2299,729,2021-09-28,745
2300,2326,2019-09-10,553
2301,2129,2021-04-05,119
2302,77,2020-12-15,676
2303,1908,2023-02-07,566
2304,1252,2020-05-29,646
2305,4123,2021-11-25,323
2306,893,2021-10-24,518
2307,2771,2023-04-19,742
2308,3984,2019-07-22,699
2309,719,2019-11-11,523
2310,1669,2023-01-29,730
2311,1477,2021-09-10,472
2312,3169,2020-03-15,586
2313,4425,2019-08-31,107
2314,3066,2022-02-08,530
2315,1016,2021-07-09,495
2316,228,2020-03-06,538
2317,2,2019-08-27,455
2318,4465,2021-10-15,304
2319,3222,2023-03-22,441
2320,976,2023-04-18,328
2321,2129,2019-09-29,185
2322,2043,2021-06-12,220
2323,386,2021-01-16,548
2324,3838,2021-03-17,381
2325,900,2022-09-30,681
2326,4399,2020-02-08,357
2327,3486,2022-05-30,143
2328,2795,2020-02-18,524
2329,239,2020-12-02,699
2330,4252,2022-08-11,481
2331,1543,2021-03-30,307
2332,2848,2021-04-30,700
2333,3195,2022-01-08,161
2334,2483,2023-02-04,340
2335,1313,2021-01-31,483
2336,4206,2023-01-21,716
2337,1955,2022-08-01,343
2338,2317,2021-08-22,156
2339,1161,2021-01-02,179
2340,1479,2022-09-03,630
2341,727,2019-09-02,282
2342,1214,2022-06-23,379
2343,300,2021-01-18,669
2344,30,2021-03-19,309
2345,1915,2020-02-25,259
2346,4069,2023-01-15,556
2347,324,2020-04-04,736
2348,3489,2019-12-06,215
2349,3130,2022-07-02,334
2350,2117,2020-12-13,536
2351,4032,2022-06-20,512
2352,3599,2019-12-23,207
2353,510,2022-02-01,651
2354,4291,2022-11-28,316
2355,3298,2022-01-06,665
2356,3321,2020-07-10,652
2357,2836,2022-02-24,458
2358,2279,2021-10-03,100
2359,4036,2023-05-08,673
2360,3457,2019-08-30,206
2361,593,2023-04-25,333
2362,2709,2020-02-26,541
2363,576,2022-01-07,274
2364,2043,2021-08-08,572
2365,3626,2022-04-30,178
2366,1402,2023-01-30,124
2367,1979,2020-07-16,377
2368,2426,2022-11-03,598
2369,3500,2022-01-22,650
2370,4139,2020-10-28,445
2371,3457,2022-07-29,256
2372,886,2021-02-25,685
2373,1129,2021-03-13,318
2374,4492,2019-12-20,587
2375,3544,2020-03-25,513
2376,2599,2019-07-14,309
2377,3484,2021-03-06,623
2378,2847,2022-05-20,413
2379,4485,2020-03-06,428
2380,1699,2021-09-17,267
2381,2848,2020-09-29,607
2382,4410,2021-08-21,508
2383,1946,2021-01-09,733
2384,773,2021-01-22,219
2385,4254,2022-04-11,511
2386,1094,2021-02-24,470
2387,3919,2019-11-10,105
2388,352,2021-11-10,291
2389,3739,2021-12-07,124
2390,3692,2021-10-03,157
2391,1045,2023-05-04,337
2392,1011,2022-11-25,355
2393,2131,2020-02-04,742
2394,1284,2020-01-30,451
2395,605,2022-10-27,466
2396,3313,2019-08-16,414
2397,1103,2021-05-27,473
2398,198,2023-05-03,358
2399,3943,2020-01-12,342
2400,292,2021-01-06,396
2401,3046,2023-01-17,483
2402,2457,2020-12-28,533
2403,4195,2022-12-03,538
2404,359,2020-10-27,575
2405,1,2022-05-14,585
2406,3919,2019-08-01,253
2407,249,2020-05-14,432
2408,1132,2021-02-21,177
2409,2035,2021-07-02,664
2410,3536,2022-11-29,256
2411,4313,2020-12-09,453
2412,2464,2022-04-26,325
2413,4457,2022-03-08,163
2414,4449,2021-06-02,671
2415,3977,2022-01-18,455
2416,738,2022-11-21,157
2417,2047,2022-07-02,314
2418,2200,2021-05-20,415
2419,2722,2021-01-19,258
2420,3832,2021-05-28,189
2421,699,2022-07-19,179
2422,2239,2021-04-24,288
2423,451,2021-03-22,452
2424,2446,2020-09-13,412
2425,3955,2020-05-04,266
2426,1104,2022-04-29,556
2427,422,2022-02-14,727
2428,972,2021-07-20,239
2429,3576,2021-07-23,185
2430,1862,2021-10-31,476
2431,2069,2022-05-14,523
2432,2961,2019-08-13,542
2433,588,2020-10-15,373
2434,2946,2023-05-20,219
2435,1790,2020-01-11,403
2436,20,2022-03-13,269
2437,101,2020-06-14,737
2438,1893,2019-12-27,261
2439,988,2022-08-13,355
2440,1363,2021-08-26,631
2441,3605,2020-04-23,553
2442,2158,2022-12-14,173
2443,3305,2023-06-18,185
2444,4025,2019-07-15,243
2445,655,2023-04-05,703
2446,3470,2021-01-16,681
2447,638,2020-08-06,682
2448,1152,2019-09-07,270
2449,597,2021-05-31,293
2450,1001,2020-12-20,575
2451,93,2020-12-04,343
2452,2639,2022-09-07,261
2453,171,2020-09-01,576
2454,2207,2022-03-27,179
2455,1129,2019-09-17,624
2456,3834,2022-01-21,356
2457,4069,2021-08-05,178
2458,2444,2021-07-07,545
2459,2560,2020-06-15,723
2460,2169,2023-04-08,419
2461,3735,2020-09-22,304
2462,560,2023-04-12,471
2463,1290,2021-02-24,465
2464,3309,2020-11-12,367
2465,957,2019-09-28,605
2466,4484,2020-09-22,169
2467,3652,2021-04-28,573
2468,875,2021-05-31,387
2469,544,2023-01-03,670
2470,4417,2020-05-22,108
2471,2051,2022-09-15,176
2472,3152,2022-02-22,110
2473,3913,2023-02-20,377
2474,1991,2020-01-28,286
2475,4129,2022-05-01,352
2476,128,2022-01-02,584
2477,1588,2023-06-28,166
2478,2748,2021-02-03,251
2479,2117,2023-06-20,231
2480,669,2019-07-24,189
2481,2829,2022-07-06,738
2482,990,2022-02-08,131
2483,674,2023-05-02,280
2484,1553,2023-01-03,704
2485,3414,2022-07-01,202
2486,766,2021-02-02,110
2487,3800,2020-08-25,216
2488,419,2019-07-06,666
2489,319,2019-11-16,343
2490,638,2022-04-30,507
2491,4237,2020-11-16,142
2492,1941,2022-05-08,134
2493,1209,2020-10-27,240
2494,1262,2020-12-14,562
2495,3066,2022-12-27,559
2496,3553,2020-05-07,483
2497,1171,2022-12-14,686
2498,2261,2020-05-29,213
2499,528,2023-02-01,689
2500,2688,2020-04-22,370
2501,605,2023-02-14,475
2502,179,2020-01-15,374
2503,4020,2023-02-04,642
2504,4137,2021-09-23,129
2505,327,2020-10-29,547
2506,1868,2021-12-18,664
2507,417,2019-12-04,543
2508,2095,2022-04-01,515
2509,129,2021-11-05,505
2510,4057,2019-09-08,712
2511,3885,2020-10-01,661
2512,146,2023-06-16,563
2513,1034,2020-08-22,154
2514,1084,2021-03-27,150
2515,3263,2023-04-07,110
2516,1531,2020-02-06,565
2517,3840,2022-08-26,211
2518,4361,2022-04-04,576
2519,1780,2021-11-14,327
2520,4399,2020-09-27,147
2521,2092,2021-05-30,539
2522,1191,2021-07-16,436
2523,3802,2022-09-19,285
2524,1967,2021-02-13,535
2525,482,2021-07-23,423
2526,2826,2020-03-16,247
2527,46,2020-05-06,112
2528,907,2020-04-06,578
2529,2407,2020-12-24,495
2530,1039,2022-05-25,719
2531,108,2022-12-31,238
2532,2881,2019-12-03,274
2533,1444,2021-04-04,715
2534,3368,2022-09-25,386
2535,659,2022-01-23,338
2536,1038,2023-01-22,469
2537,3303,2020-10-05,590
2538,4123,2021-08-09,238
2539,782,2021-07-08,418
2540,2898,2022-05-16,504
2541,689,2022-03-19,611
2542,1891,2023-04-09,661
2543,162,2022-03-06,394
2544,1377,2023-04-01,242
2545,542,2022-08-24,523
2546,439,2022-08-02,323
2547,253,2019-07-13,649
2548,48,2021-06-16,325
2549,742,2020-03-09,154
2550,3119,2023-04-14,575
2551,3015,2023-01-10,474
2552,722,2021-04-06,362
2553,609,2023-01-29,457
2554,2001,2021-08-04,106
2555,710,2023-01-10,270
2556,136,2022-12-23,644
2557,4027,2023-06-22,137
2558,3757,2021-10-03,231
2559,1761,2019-09-14,108
2560,2403,2022-07-28,174
2561,3835,2021-01-12,721
2562,1996,2020-11-06,282
2563,2927,2021-09-30,665
2564,143,2021-02-14,179
2565,3040,2020-06-25,545
2566,2060,2023-05-25,132
2567,3206,2021-04-23,279
2568,2501,2022-09-06,222
2569,2761,2020-06-16,427
2570,1535,2021-05-03,285
2571,4264,2022-11-12,743
2572,3634,2021-02-21,250
2573,1755,2023-06-01,604
2574,910,2019-09-16,464
2575,1261,2020-07-07,443
2576,1751,2019-12-05,605
2577,4035,2019-10-10,578
2578,99,2020-02-24,324
2579,2910,2022-03-15,574
2580,1903,2020-09-30,437
2581,2318,2020-12-25,159
2582,1229,2020-07-02,638
2583,1718,2019-08-09,326
2584,3990,2021-11-23,703
2585,3671,2020-12-22,249
2586,3350,2021-11-12,366
2587,4259,2021-02-22,434
2588,2280,2021-11-07,295
2589,1000,2020-10-10,744
2590,3320,2021-11-29,389
2591,3333,2022-04-15,441
2592,3803,2021-03-14,551
2593,2235,2019-12-14,516
2594,3344,2022-08-07,129
2595,656,2020-05-16,405
2596,1899,2022-03-30,734
2597,3223,2022-04-10,744
2598,3211,2020-03-31,169
2599,1597,2020-01-05,516
2600,1890,2023-03-10,269
2601,3776,2023-04-20,737
2602,3726,2022-10-04,720
2603,3599,2020-07-18,208
2604,3225,2021-05-21,260
2605,2821,2023-01-23,570
2606,990,2022-09-27,526
2607,3877,2020-01-15,261
2608,828,2022-12-05,550
2609,2621,2020-02-13,632
2610,4049,2021-01-03,343
2611,171,2022-12-14,665
2612,2306,2022-03-05,531
2613,3617,2020-05-31,258
2614,2754,2019-07-24,289
2615,1328,2021-09-02,535
2616,3670,2022-03-16,125
2617,4010,2021-08-04,443
2618,4403,2021-12-13,432
2619,4374,2021-07-19,283
2620,1500,2020-11-07,636
2621,561,2021-10-02,657
2622,1583,2022-03-12,750
2623,2368,2021-06-16,407
2624,2559,2022-08-09,209
2625,384,2020-08-22,571
2626,4279,2022-03-05,184
2627,1345,2021-06-17,238
2628,629,2022-01-09,406
2629,1186,2020-12-25,136
2630,174,2022-11-25,507
2631,3504,2021-03-30,734
2632,905,2021-06-08,690
2633,4362,2021-08-15,578
2634,2590,2019-12-22,750
2635,4233,2023-01-05,376
2636,1506,2021-11-08,503
2637,2616,2021-01-13,460
2638,585,2021-12-05,687
2639,1216,2023-04-21,252
2640,568,2023-01-13,389
2641,3084,2021-06-26,747
2642,241,2022-05-28,300
2643,394,2019-07-23,402
2644,1146,2020-12-05,119
2645,667,2020-11-12,395
2646,2107,2022-01-05,123
2647,4166,2022-03-03,669
2648,4073,2022-02-02,145
2649,109,2022-09-04,516
2650,3219,2020-01-06,424
2651,106,2019-12-09,472
2652,3776,2021-11-16,315
2653,1223,2023-03-25,330
2654,3134,2020-02-13,607
2655,4307,2022-10-17,664
2656,2495,2020-01-29,183
2657,984,2022-03-20,440
2658,899,2022-07-20,665
2659,455,2021-09-21,179
2660,322,2021-11-04,135
2661,2270,2020-11-13,653
2662,1325,2020-08-11,461
2663,1839,2019-11-13,565
2664,530,2021-03-18,338
2665,388,2021-02-20,663
2666,3313,2020-12-02,685
2667,2070,2022-05-30,743
2668,223,2022-02-09,687
2669,3469,2022-11-15,112
2670,3255,2019-12-29,699
2671,2314,2019-12-28,615
2672,2023,2020-11-09,211
2673,4375,2022-08-14,369
2674,2914,2020-09-09,187
2675,3869,2020-05-24,156
2676,651,2023-03-14,153
2677,3933,2022-07-30,266
2678,3844,2021-09-21,480
2679,198,2021-11-30,148
2680,1917,2022-12-16,338
2681,4278,2020-06-15,506
2682,1583,2020-08-04,458
2683,1176,2021-02-12,361
2684,417,2020-09-12,379
2685,3679,2023-03-18,594
2686,359,2020-11-07,439
2687,2374,2020-09-09,628
2688,2119,2021-01-17,510
2689,1069,2023-01-14,376
2690,840,2019-12-19,384
2691,1956,2019-12-11,251
2692,3251,2022-10-17,380
2693,1084,2021-08-12,116
2694,3798,2020-10-13,325
2695,2520,2020-12-07,742
2696,1667,2019-12-23,218
2697,2104,2022-07-12,655
2698,1279,2023-03-03,392
2699,450,2019-08-05,512
2700,1019,2020-09-30,624
2701,1982,2021-09-11,134
2702,4367,2022-10-13,152
2703,1274,2022-02-22,736
2704,3217,2020-02-08,604
2705,313,2022-04-19,437
2706,3889,2021-09-07,260
2707,4108,2020-06-21,593
2708,3948,2022-05-04,246
2709,2899,2021-11-02,610
2710,1318,2021-11-01,314
2711,514,2021-12-20,303
2712,1414,2021-11-06,444
2713,3444,2022-03-10,613
2714,3060,2021-09-28,225
2715,1062,2019-09-16,547
2716,79,2019-11-14,689
2717,1717,2022-07-16,380
2718,3575,2022-12-26,352
2719,1673,2022-10-03,690
2720,3185,2022-05-01,305
2721,4424,2022-02-23,219
2722,2936,2020-09-09,339
2723,2596,2022-05-10,263
2724,313,2021-11-16,170
2725,3759,2021-06-21,294
2726,602,2021-07-01,238
2727,1643,2020-06-05,249
2728,283,2022-05-14,255
2729,1655,2020-09-17,328
2730,3166,2021-05-23,242
2731,4284,2020-07-29,629
2732,805,2022-12-12,227
2733,2893,2020-03-02,701
2734,1181,2021-10-13,102
2735,3956,2023-05-17,733
2736,1535,2022-12-08,708
2737,1756,2022-08-29,702
2738,2316,2020-10-21,535
2739,4201,2019-11-19,668
2740,6,2019-10-25,274
2741,1214,2023-01-11,734
2742,2108,2023-04-22,358
2743,3318,2022-11-16,228
2744,4275,2022-06-23,183
2745,3340,2021-11-26,415
2746,3809,2022-04-03,190
2747,1252,2021-09-08,624
2748,3844,2022-10-26,324
2749,3115,2022-07-25,484
2750,3128,2020-06-18,183
2751,675,2021-04-28,315
2752,2606,2022-06-14,625
2753,227,2022-10-07,531
2754,1947,2022-09-21,117
2755,2090,2020-12-22,720
2756,2479,2019-09-06,565
2757,2699,2021-04-28,199
2758,411,2021-06-15,317
2759,2463,2023-02-02,529
2760,4122,2019-08-18,324
2761,2553,2023-04-17,293
2762,3622,2019-07-29,647
2763,1476,2021-05-01,371
2764,3050,2019-07-07,547
2765,2490,2023-05-07,190
2766,514,2023-03-10,406
2767,2592,2023-03-05,542
2768,629,2022-07-06,302
2769,4297,2022-09-28,328
2770,2872,2022-08-20,397
2771,2665,2022-10-22,400
2772,3729,2020-01-04,375
2773,3615,2021-03-23,134
2774,1155,2022-06-19,287
2775,345,2022-12-24,705
2776,661,2021-03-29,459
2777,66,2021-04-01,170
2778,1043,2019-09-16,274
2779,2829,2019-09-22,445
2780,4340,2023-01-02,264
2781,3235,2021-06-14,645
2782,4038,2020-04-25,256
2783,3004,2021-09-04,316
2784,904,2019-10-17,644
2785,4241,2021-01-07,673
2786,1520,2022-11-26,622
2787,2841,2020-06-23,600
2788,44,2021-01-12,636
2789,2808,2020-08-01,599
2790,1628,2021-08-10,327
2791,662,2019-12-31,114
2792,2632,2020-02-24,553
2793,1041,2022-05-26,125
2794,3028,2022-05-22,162
2795,1217,2022-04-01,118
2796,2609,2022-01-24,685
2797,290,2022-05-08,603
2798,2660,2022-02-10,151
2799,510,2023-04-27,341
2800,3369,2020-11-22,525
2801,1448,2019-09-28,717
2802,1334,2021-08-02,537
2803,809,2022-07-08,644
2804,4028,2019-10-08,195
2805,2085,2021-10-18,593
2806,3784,2021-05-23,128
2807,395,2022-06-01,645
2808,4089,2020-08-17,616
2809,1659,2021-06-02,499
2810,3893,2022-12-16,144
2811,3998,2021-07-25,733
2812,350,2022-01-23,549
2813,106,2019-07-06,128
2814,1236,2023-04-23,532
2815,2581,2020-06-25,658
2816,2328,2022-10-14,376
2817,2598,2023-02-13,615
2818,1869,2019-10-07,333
2819,36,2020-12-29,644
2820,1081,2023-02-12,122
2821,661,2020-12-30,525
2822,2946,2021-03-23,478
2823,4458,2021-07-12,443
2824,1225,2022-03-03,386
2825,3679,2021-05-10,224
2826,763,2021-11-27,693
2827,1756,2019-09-06,369
2828,291,2023-05-03,709
2829,1615,2022-01-16,695
2830,3069,2023-06-22,511
2831,2825,2022-05-23,402
2832,2464,2021-01-11,578
2833,3442,2022-05-27,495
2834,2936,2022-06-14,200
2835,1025,2022-07-22,743
2836,1109,2020-07-18,129
2837,2550,2020-09-16,714
2838,4270,2021-05-03,512
2839,3058,2022-10-08,153
2840,1804,2022-11-01,736
2841,2048,2019-08-12,717
2842,1070,2021-06-29,379
2843,560,2022-01-18,208
2844,163,2020-03-02,677
2845,3092,2021-08-15,663
2846,1736,2020-11-30,123
2847,2899,2020-08-07,412
2848,463,2020-04-07,690
2849,3644,2022-10-01,303
2850,2677,2020-08-14,591
2851,4292,2023-05-04,170
2852,2214,2023-05-09,501
2853,4178,2021-02-20,549
2854,2437,2022-12-30,627
2855,2036,2021-09-01,384
2856,1371,2021-12-18,449
2857,1205,2022-09-21,207
2858,1690,2023-05-21,150
2859,3188,2021-08-10,334
2860,2468,2021-10-14,594
2861,338,2023-02-18,198
2862,3705,2023-02-13,170
2863,2726,2023-05-08,229
2864,1893,2019-07-16,362
2865,2828,2021-09-15,157
2866,120,2021-05-29,629
2867,1520,2021-06-28,121
2868,2121,2020-09-06,622
2869,3170,2022-06-02,100
2870,2724,2023-01-30,427
2871,441,2021-07-04,321
2872,1757,2021-12-14,435
2873,4321,2021-04-29,390
2874,4403,2021-04-07,543
2875,2272,2022-10-20,317
2876,574,2023-04-21,373
2877,3155,2019-09-29,452
2878,4043,2022-02-07,604
2879,2578,2021-02-19,125
2880,2837,2020-12-14,558
2881,4185,2021-09-03,672
2882,4357,2019-10-01,400
2883,572,2021-02-04,601
2884,395,2019-12-19,550
2885,1754,2019-09-26,292
2886,198,2020-12-25,721
2887,2848,2021-07-26,398
2888,3683,2021-04-20,585
2889,613,2020-01-03,402
2890,3316,2022-09-08,230
2891,3545,2022-06-22,674
2892,4161,2022-07-01,435
2893,680,2023-01-10,458
2894,581,2022-08-18,554
2895,600,2020-10-19,395
2896,3119,2020-03-12,532
2897,2453,2022-10-03,369
2898,1612,2020-02-16,184
2899,3375,2022-11-27,338
2900,3796,2020-05-18,633
2901,4184,2020-03-10,227
2902,3362,2023-06-23,743
2903,1940,2023-01-19,486
