account_id,requested_date,date_issued,ready_date,delivery_date,check_number_from,check_number_to
27251,2022-08-01,2022-08-11,2022-08-13,2022-08-18,104880,104890
29179,2023-05-28,2023-06-07,2023-06-09,2023-06-14,105792,105802
20213,2022-08-19,2022-08-29,2022-08-31,2022-09-05,105454,105464
21150,2023-03-20,2023-03-30,2023-04-01,2023-04-06,111018,111028
5533,2023-06-01,2023-06-11,2023-06-13,2023-06-18,110718,110738
2501,2023-03-15,2023-03-25,2023-03-27,2023-04-01,104204,104254
1664,2022-11-20,2022-11-30,2022-12-02,2022-12-07,108268,108278
7186,2022-06-09,2022-06-19,2022-06-21,2022-06-26,107925,107945
20992,2022-03-29,2022-04-08,2022-04-10,2022-04-15,109425,109455
8322,2022-12-01,2022-12-11,2022-12-13,2022-12-18,104163,104193
14873,2023-04-14,2023-04-24,2023-04-26,2023-05-01,110631,110661
20654,2022-07-10,2022-07-20,2022-07-22,2022-07-27,108816,108836
27603,2023-02-11,2023-02-21,2023-02-23,2023-02-28,109196,109206
23754,2022-07-28,2022-08-07,2022-08-09,2022-08-14,105541,105551
20416,2023-03-16,2023-03-26,2023-03-28,2023-04-02,111068,111078
2845,2023-01-07,2023-01-17,2023-01-19,2023-01-24,103580,103610
19569,2022-10-25,2022-11-04,2022-11-06,2022-11-11,107390,107420
20392,2023-03-19,2023-03-29,2023-03-31,2023-04-05,107752,107802
13249,2022-10-07,2022-10-17,2022-10-19,2022-10-24,107611,107661
17793,2023-01-20,2023-01-30,2023-02-01,2023-02-06,105665,105685
29680,2022-03-10,2022-03-20,2022-03-22,2022-03-27,108103,108123
31146,2023-04-28,2023-05-08,2023-05-10,2023-05-15,101602,101652
13278,2022-12-22,2023-01-01,2023-01-03,2023-01-08,101138,101188
14685,2022-12-01,2022-12-11,2022-12-13,2022-12-18,100905,100955
6595,2022-12-14,2022-12-24,2022-12-26,2022-12-31,110466,110476
357,2022-05-11,2022-05-21,2022-05-23,2022-05-28,106459,106479
18986,2022-03-13,2022-03-23,2022-03-25,2022-03-30,100378,100428
4404,2022-03-06,2022-03-16,2022-03-18,2022-03-23,108877,108907
22295,2022-10-20,2022-10-30,2022-11-01,2022-11-06,105212,105232
24446,2022-08-23,2022-09-02,2022-09-04,2022-09-09,107416,107426
18015,2022-11-24,2022-12-04,2022-12-06,2022-12-11,109405,109425
663,2022-10-30,2022-11-09,2022-11-11,2022-11-16,107949,107969
32290,2022-05-15,2022-05-25,2022-05-27,2022-06-01,110727,110777
31085,2023-04-02,2023-04-12,2023-04-14,2023-04-19,104993,105013
693,2022-02-16,2022-02-26,2022-02-28,2022-03-05,102613,102633
18343,2022-07-15,2022-07-25,2022-07-27,2022-08-01,104556,104576
29660,2022-02-26,2022-03-08,2022-03-10,2022-03-15,100668,100718
8996,2022-09-18,2022-09-28,2022-09-30,2022-10-05,101994,102014
33314,2023-01-21,2023-01-31,2023-02-02,2023-02-07,104780,104810
17175,2022-10-27,2022-11-06,2022-11-08,2022-11-13,102941,102991
14106,2022-10-11,2022-10-21,2022-10-23,2022-10-28,101187,101217
9021,2022-04-01,2022-04-11,2022-04-13,2022-04-18,104472,104482
11093,2022-02-19,2022-03-01,2022-03-03,2022-03-08,102797,102847
22971,2022-03-02,2022-03-12,2022-03-14,2022-03-19,109445,109495
26122,2022-06-24,2022-07-04,2022-07-06,2022-07-11,109127,109147
4465,2022-02-19,2022-03-01,2022-03-03,2022-03-08,104405,104415
25411,2023-02-02,2023-02-12,2023-02-14,2023-02-19,108494,108504
33100,2022-08-03,2022-08-13,2022-08-15,2022-08-20,103056,103066
1488,2022-08-03,2022-08-13,2022-08-15,2022-08-20,108834,108884
3451,2023-05-09,2023-05-19,2023-05-21,2023-05-26,108268,108278
10263,2022-12-27,2023-01-06,2023-01-08,2023-01-13,102224,102274
16096,2023-04-18,2023-04-28,2023-04-30,2023-05-05,102507,102557
17975,2022-09-24,2022-10-04,2022-10-06,2022-10-11,105980,105990
7325,2023-02-08,2023-02-18,2023-02-20,2023-02-25,103944,103994
31457,2022-06-01,2022-06-11,2022-06-13,2022-06-18,101018,101038
25796,2022-06-25,2022-07-05,2022-07-07,2022-07-12,105899,105929
15090,2023-01-12,2023-01-22,2023-01-24,2023-01-29,105642,105662
26960,2022-07-18,2022-07-28,2022-07-30,2022-08-04,110765,110775
29372,2022-03-13,2022-03-23,2022-03-25,2022-03-30,110785,110835
10133,2023-04-17,2023-04-27,2023-04-29,2023-05-04,111207,111237
24624,2022-09-21,2022-10-01,2022-10-03,2022-10-08,110278,110308
13815,2022-05-06,2022-05-16,2022-05-18,2022-05-23,101999,102049
31845,2022-10-07,2022-10-17,2022-10-19,2022-10-24,107826,107836
10510,2022-05-09,2022-05-19,2022-05-21,2022-05-26,107064,107114
29326,2022-09-16,2022-09-26,2022-09-28,2022-10-03,110477,110487
6677,2022-08-09,2022-08-19,2022-08-21,2022-08-26,105528,105578
3664,2022-12-06,2022-12-16,2022-12-18,2022-12-23,100269,100289
6484,2022-10-13,2022-10-23,2022-10-25,2022-10-30,107668,107698
25766,2023-06-01,2023-06-11,2023-06-13,2023-06-18,102458,102478
33158,2022-09-01,2022-09-11,2022-09-13,2022-09-18,100822,100852
16375,2023-01-28,2023-02-07,2023-02-09,2023-02-14,105528,105548
4982,2023-04-25,2023-05-05,2023-05-07,2023-05-12,104690,104700
29158,2023-04-16,2023-04-26,2023-04-28,2023-05-03,102779,102809
23784,2022-09-30,2022-10-10,2022-10-12,2022-10-17,109594,109604
8499,2022-10-16,2022-10-26,2022-10-28,2022-11-02,102368,102378
13101,2023-03-11,2023-03-21,2023-03-23,2023-03-28,101931,101941
1759,2023-03-05,2023-03-15,2023-03-17,2023-03-22,105781,105801
1168,2022-03-10,2022-03-20,2022-03-22,2022-03-27,106316,106326
21887,2023-01-10,2023-01-20,2023-01-22,2023-01-27,102090,102140
3370,2022-07-19,2022-07-29,2022-07-31,2022-08-05,102507,102537
8028,2022-08-01,2022-08-11,2022-08-13,2022-08-18,101641,101691
24039,2022-06-29,2022-07-09,2022-07-11,2022-07-16,108486,108506
1922,2022-10-31,2022-11-10,2022-11-12,2022-11-17,103440,103490
19397,2022-12-30,2023-01-09,2023-01-11,2023-01-16,107891,107941
17907,2023-03-18,2023-03-28,2023-03-30,2023-04-04,101715,101735
19792,2022-08-11,2022-08-21,2022-08-23,2022-08-28,101025,101035
22434,2022-05-24,2022-06-03,2022-06-05,2022-06-10,105124,105174
15296,2023-04-17,2023-04-27,2023-04-29,2023-05-04,103008,103018
33293,2022-05-25,2022-06-04,2022-06-06,2022-06-11,104901,104911
13343,2022-03-09,2022-03-19,2022-03-21,2022-03-26,103409,103459
27781,2023-04-13,2023-04-23,2023-04-25,2023-04-30,104900,104910
584,2022-07-15,2022-07-25,2022-07-27,2022-08-01,109169,109219
17318,2022-02-17,2022-02-27,2022-03-01,2022-03-06,102665,102695
22699,2023-03-10,2023-03-20,2023-03-22,2023-03-27,106409,106439
2054,2022-04-07,2022-04-17,2022-04-19,2022-04-24,105418,105448
31586,2023-01-07,2023-01-17,2023-01-19,2023-01-24,109152,109172
17054,2022-04-16,2022-04-26,2022-04-28,2022-05-03,110781,110791
18440,2022-09-25,2022-10-05,2022-10-07,2022-10-12,104434,104464
13743,2022-07-01,2022-07-11,2022-07-13,2022-07-18,103886,103896
13128,2022-10-20,2022-10-30,2022-11-01,2022-11-06,107956,107986
20506,2022-04-05,2022-04-15,2022-04-17,2022-04-22,103183,103213
13305,2022-09-25,2022-10-05,2022-10-07,2022-10-12,110734,110754
24850,2022-10-19,2022-10-29,2022-10-31,2022-11-05,106437,106487
18211,2022-07-29,2022-08-08,2022-08-10,2022-08-15,101157,101207
2825,2022-10-03,2022-10-13,2022-10-15,2022-10-20,108183,108193
16942,2022-10-13,2022-10-23,2022-10-25,2022-10-30,110094,110124
17248,2023-03-11,2023-03-21,2023-03-23,2023-03-28,102465,102485
29664,2022-11-08,2022-11-18,2022-11-20,2022-11-25,109015,109065
13204,2022-09-18,2022-09-28,2022-09-30,2022-10-05,100459,100509
5729,2023-03-02,2023-03-12,2023-03-14,2023-03-19,104809,104819
32581,2022-02-18,2022-02-28,2022-03-02,2022-03-07,102085,102135
13337,2022-02-28,2022-03-10,2022-03-12,2022-03-17,103080,103130
28195,2022-12-06,2022-12-16,2022-12-18,2022-12-23,106225,106255
14889,2022-05-30,2022-06-09,2022-06-11,2022-06-16,100866,100876
28546,2023-02-12,2023-02-22,2023-02-24,2023-03-01,105546,105556
24574,2022-06-02,2022-06-12,2022-06-14,2022-06-19,108819,108869
5653,2022-10-20,2022-10-30,2022-11-01,2022-11-06,109345,109375
9245,2022-10-05,2022-10-15,2022-10-17,2022-10-22,100442,100462
17620,2022-06-16,2022-06-26,2022-06-28,2022-07-03,109988,110018
24718,2023-04-02,2023-04-12,2023-04-14,2023-04-19,109998,110028
15962,2023-03-30,2023-04-09,2023-04-11,2023-04-16,100661,100671
25359,2022-09-13,2022-09-23,2022-09-25,2022-09-30,105932,105962
6090,2022-10-02,2022-10-12,2022-10-14,2022-10-19,109393,109403
5161,2022-10-16,2022-10-26,2022-10-28,2022-11-02,107346,107366
17595,2023-03-21,2023-03-31,2023-04-02,2023-04-07,109160,109190
14061,2022-10-25,2022-11-04,2022-11-06,2022-11-11,109785,109835
26845,2022-11-16,2022-11-26,2022-11-28,2022-12-03,105700,105750
14914,2022-11-22,2022-12-02,2022-12-04,2022-12-09,107007,107027
4933,2023-03-18,2023-03-28,2023-03-30,2023-04-04,110648,110698
16917,2022-06-14,2022-06-24,2022-06-26,2022-07-01,105485,105495
24707,2022-07-12,2022-07-22,2022-07-24,2022-07-29,109307,109317
14477,2022-11-29,2022-12-09,2022-12-11,2022-12-16,109850,109900
10157,2022-04-11,2022-04-21,2022-04-23,2022-04-28,101663,101713
20182,2022-11-14,2022-11-24,2022-11-26,2022-12-01,101749,101799
2477,2023-03-26,2023-04-05,2023-04-07,2023-04-12,101087,101097
22121,2023-05-09,2023-05-19,2023-05-21,2023-05-26,102756,102766
19994,2022-11-27,2022-12-07,2022-12-09,2022-12-14,106171,106191
2307,2023-05-11,2023-05-21,2023-05-23,2023-05-28,108371,108401
12482,2023-02-01,2023-02-11,2023-02-13,2023-02-18,109727,109737
17848,2022-10-21,2022-10-31,2022-11-02,2022-11-07,105921,105931
27928,2022-05-26,2022-06-05,2022-06-07,2022-06-12,103628,103638
6759,2022-05-02,2022-05-12,2022-05-14,2022-05-19,108197,108247
260,2022-06-05,2022-06-15,2022-06-17,2022-06-22,110925,110955
9083,2022-08-19,2022-08-29,2022-08-31,2022-09-05,106305,106355
1474,2022-09-02,2022-09-12,2022-09-14,2022-09-19,106254,106304
6363,2022-05-01,2022-05-11,2022-05-13,2022-05-18,106230,106260
3476,2022-09-13,2022-09-23,2022-09-25,2022-09-30,106702,106722
18054,2022-06-08,2022-06-18,2022-06-20,2022-06-25,110309,110339
30897,2022-03-29,2022-04-08,2022-04-10,2022-04-15,108961,108991
15976,2022-04-09,2022-04-19,2022-04-21,2022-04-26,104745,104795
15481,2023-04-01,2023-04-11,2023-04-13,2023-04-18,104515,104535
4010,2023-01-07,2023-01-17,2023-01-19,2023-01-24,105237,105267
32663,2023-04-27,2023-05-07,2023-05-09,2023-05-14,109180,109230
11563,2022-07-22,2022-08-01,2022-08-03,2022-08-08,108007,108057
29939,2023-01-04,2023-01-14,2023-01-16,2023-01-21,108115,108125
31406,2022-08-05,2022-08-15,2022-08-17,2022-08-22,105123,105143
20209,2022-08-29,2022-09-08,2022-09-10,2022-09-15,110547,110557
8096,2022-11-26,2022-12-06,2022-12-08,2022-12-13,100252,100272
1779,2022-09-17,2022-09-27,2022-09-29,2022-10-04,101423,101473
16866,2022-04-27,2022-05-07,2022-05-09,2022-05-14,105967,105977
12254,2022-08-13,2022-08-23,2022-08-25,2022-08-30,103009,103019
20162,2022-12-24,2023-01-03,2023-01-05,2023-01-10,109806,109816
8726,2022-05-20,2022-05-30,2022-06-01,2022-06-06,108890,108920
19009,2022-11-25,2022-12-05,2022-12-07,2022-12-12,102686,102716
21945,2023-04-03,2023-04-13,2023-04-15,2023-04-20,110722,110742
17048,2022-10-14,2022-10-24,2022-10-26,2022-10-31,108254,108264
20756,2023-03-30,2023-04-09,2023-04-11,2023-04-16,109020,109070
24274,2022-04-24,2022-05-04,2022-05-06,2022-05-11,110185,110205
23374,2022-03-08,2022-03-18,2022-03-20,2022-03-25,101337,101347
22316,2023-01-09,2023-01-19,2023-01-21,2023-01-26,102094,102144
28541,2023-05-13,2023-05-23,2023-05-25,2023-05-30,106467,106477
14926,2022-10-12,2022-10-22,2022-10-24,2022-10-29,110056,110076
8205,2022-07-10,2022-07-20,2022-07-22,2022-07-27,109209,109219
14263,2022-08-09,2022-08-19,2022-08-21,2022-08-26,107027,107077
15746,2022-12-15,2022-12-25,2022-12-27,2023-01-01,104347,104397
22359,2023-04-04,2023-04-14,2023-04-16,2023-04-21,110170,110220
4704,2023-02-12,2023-02-22,2023-02-24,2023-03-01,103823,103833
12354,2022-06-16,2022-06-26,2022-06-28,2022-07-03,100853,100883
30566,2022-04-15,2022-04-25,2022-04-27,2022-05-02,103762,103782
18097,2022-04-30,2022-05-10,2022-05-12,2022-05-17,103938,103968
30647,2023-04-23,2023-05-03,2023-05-05,2023-05-10,101712,101742
2046,2022-05-14,2022-05-24,2022-05-26,2022-05-31,108965,108975
21618,2023-04-02,2023-04-12,2023-04-14,2023-04-19,107117,107127
27076,2022-02-09,2022-02-19,2022-02-21,2022-02-26,109656,109666
1171,2022-11-26,2022-12-06,2022-12-08,2022-12-13,108469,108519
20256,2023-05-13,2023-05-23,2023-05-25,2023-05-30,102568,102588
18545,2022-11-12,2022-11-22,2022-11-24,2022-11-29,106084,106114
23031,2022-11-11,2022-11-21,2022-11-23,2022-11-28,104603,104623
33055,2023-03-09,2023-03-19,2023-03-21,2023-03-26,110878,110928
14278,2022-03-10,2022-03-20,2022-03-22,2022-03-27,110728,110758
15873,2022-09-04,2022-09-14,2022-09-16,2022-09-21,108597,108647
11204,2023-04-21,2023-05-01,2023-05-03,2023-05-08,103230,103280
10025,2022-11-12,2022-11-22,2022-11-24,2022-11-29,105243,105253
19023,2022-03-11,2022-03-21,2022-03-23,2022-03-28,100396,100406
7854,2022-08-16,2022-08-26,2022-08-28,2022-09-02,101436,101446
7823,2023-02-09,2023-02-19,2023-02-21,2023-02-26,105815,105835
16705,2022-09-18,2022-09-28,2022-09-30,2022-10-05,105204,105224
26508,2023-05-31,2023-06-10,2023-06-12,2023-06-17,109130,109180
13086,2022-10-06,2022-10-16,2022-10-18,2022-10-23,108525,108535
6146,2022-08-12,2022-08-22,2022-08-24,2022-08-29,110892,110922
1041,2022-10-12,2022-10-22,2022-10-24,2022-10-29,106470,106490
9681,2022-04-24,2022-05-04,2022-05-06,2022-05-11,106867,106897
19402,2022-08-01,2022-08-11,2022-08-13,2022-08-18,108077,108127
18177,2022-07-10,2022-07-20,2022-07-22,2022-07-27,108897,108927
29501,2022-02-28,2022-03-10,2022-03-12,2022-03-17,103599,103629
29441,2022-04-23,2022-05-03,2022-05-05,2022-05-10,101674,101694
3251,2022-12-07,2022-12-17,2022-12-19,2022-12-24,103925,103975
10225,2023-01-05,2023-01-15,2023-01-17,2023-01-22,102363,102393
26305,2022-10-19,2022-10-29,2022-10-31,2022-11-05,110737,110787
16331,2022-12-02,2022-12-12,2022-12-14,2022-12-19,110676,110726
858,2022-06-30,2022-07-10,2022-07-12,2022-07-17,101437,101457
16562,2023-03-27,2023-04-06,2023-04-08,2023-04-13,103388,103408
17239,2022-04-26,2022-05-06,2022-05-08,2022-05-13,104295,104345
12089,2023-02-05,2023-02-15,2023-02-17,2023-02-22,106339,106359
983,2022-10-20,2022-10-30,2022-11-01,2022-11-06,106956,106976
7334,2022-07-30,2022-08-09,2022-08-11,2022-08-16,103241,103291
29308,2022-05-04,2022-05-14,2022-05-16,2022-05-21,109176,109186
27171,2023-02-20,2023-03-02,2023-03-04,2023-03-09,102073,102093
10161,2023-03-05,2023-03-15,2023-03-17,2023-03-22,106107,106137
2131,2023-04-11,2023-04-21,2023-04-23,2023-04-28,108580,108590
31935,2022-09-24,2022-10-04,2022-10-06,2022-10-11,102978,102988
10585,2022-03-21,2022-03-31,2022-04-02,2022-04-07,107571,107591
17290,2022-03-05,2022-03-15,2022-03-17,2022-03-22,102043,102073
10645,2022-02-24,2022-03-06,2022-03-08,2022-03-13,106251,106261
21779,2022-04-20,2022-04-30,2022-05-02,2022-05-07,107623,107653
13497,2022-09-07,2022-09-17,2022-09-19,2022-09-24,107438,107448
16494,2022-05-25,2022-06-04,2022-06-06,2022-06-11,104974,105024
4867,2022-08-10,2022-08-20,2022-08-22,2022-08-27,105667,105687
9955,2023-04-06,2023-04-16,2023-04-18,2023-04-23,104367,104417
31375,2022-09-08,2022-09-18,2022-09-20,2022-09-25,104304,104354
16344,2022-06-01,2022-06-11,2022-06-13,2022-06-18,107803,107853
32454,2022-12-25,2023-01-04,2023-01-06,2023-01-11,107545,107595
7742,2022-09-06,2022-09-16,2022-09-18,2022-09-23,106710,106730
27601,2022-02-28,2022-03-10,2022-03-12,2022-03-17,106748,106768
11564,2022-06-19,2022-06-29,2022-07-01,2022-07-06,103176,103186
20976,2022-03-17,2022-03-27,2022-03-29,2022-04-03,109285,109305
7879,2022-08-07,2022-08-17,2022-08-19,2022-08-24,111214,111234
32090,2022-12-17,2022-12-27,2022-12-29,2023-01-03,110760,110810
12656,2022-04-03,2022-04-13,2022-04-15,2022-04-20,106411,106461
32839,2022-08-04,2022-08-14,2022-08-16,2022-08-21,108454,108504
18630,2022-09-03,2022-09-13,2022-09-15,2022-09-20,101229,101279
26883,2022-06-07,2022-06-17,2022-06-19,2022-06-24,107728,107778
2555,2022-05-01,2022-05-11,2022-05-13,2022-05-18,109007,109017
17045,2022-08-04,2022-08-14,2022-08-16,2022-08-21,100416,100446
8222,2022-03-04,2022-03-14,2022-03-16,2022-03-21,103809,103829
4798,2023-02-03,2023-02-13,2023-02-15,2023-02-20,103448,103458
3264,2022-12-16,2022-12-26,2022-12-28,2023-01-02,100687,100737
26107,2022-08-28,2022-09-07,2022-09-09,2022-09-14,107838,107868
14321,2022-12-27,2023-01-06,2023-01-08,2023-01-13,111224,111274
1553,2022-03-07,2022-03-17,2022-03-19,2022-03-24,100558,100578
25226,2022-10-07,2022-10-17,2022-10-19,2022-10-24,101322,101352
9156,2023-02-27,2023-03-09,2023-03-11,2023-03-16,105608,105658
10706,2023-01-18,2023-01-28,2023-01-30,2023-02-04,100749,100769
26053,2022-06-30,2022-07-10,2022-07-12,2022-07-17,105347,105357
30585,2023-03-24,2023-04-03,2023-04-05,2023-04-10,105615,105665
24015,2022-04-22,2022-05-02,2022-05-04,2022-05-09,109312,109362
9018,2022-03-06,2022-03-16,2022-03-18,2022-03-23,104704,104734
26574,2022-06-22,2022-07-02,2022-07-04,2022-07-09,101858,101908
19405,2022-05-20,2022-05-30,2022-06-01,2022-06-06,109012,109062
13825,2022-07-21,2022-07-31,2022-08-02,2022-08-07,101620,101640
18845,2022-02-12,2022-02-22,2022-02-24,2022-03-01,109116,109136
32033,2022-03-14,2022-03-24,2022-03-26,2022-03-31,100668,100688
8019,2022-09-11,2022-09-21,2022-09-23,2022-09-28,102488,102508
14105,2022-03-28,2022-04-07,2022-04-09,2022-04-14,111008,111018
1302,2022-04-10,2022-04-20,2022-04-22,2022-04-27,104155,104175
14476,2022-09-02,2022-09-12,2022-09-14,2022-09-19,106494,106524
13747,2023-02-05,2023-02-15,2023-02-17,2023-02-22,100375,100385
24505,2022-03-29,2022-04-08,2022-04-10,2022-04-15,101759,101809
12626,2022-05-17,2022-05-27,2022-05-29,2022-06-03,104818,104848
25706,2023-05-04,2023-05-14,2023-05-16,2023-05-21,100648,100698
6252,2022-05-19,2022-05-29,2022-05-31,2022-06-05,103154,103174
25117,2022-07-18,2022-07-28,2022-07-30,2022-08-04,110564,110594
3123,2022-10-08,2022-10-18,2022-10-20,2022-10-25,103756,103776
27655,2022-03-31,2022-04-10,2022-04-12,2022-04-17,104868,104888
10303,2023-02-22,2023-03-04,2023-03-06,2023-03-11,102675,102725
3902,2022-02-17,2022-02-27,2022-03-01,2022-03-06,110117,110147
28358,2022-06-18,2022-06-28,2022-06-30,2022-07-05,107568,107618
10051,2023-03-23,2023-04-02,2023-04-04,2023-04-09,106639,106689
25856,2022-09-26,2022-10-06,2022-10-08,2022-10-13,102483,102493
22487,2022-05-15,2022-05-25,2022-05-27,2022-06-01,108437,108457
15424,2023-05-14,2023-05-24,2023-05-26,2023-05-31,110508,110518
1882,2022-02-14,2022-02-24,2022-02-26,2022-03-03,102178,102188
24524,2022-07-20,2022-07-30,2022-08-01,2022-08-06,109237,109257
7655,2022-04-25,2022-05-05,2022-05-07,2022-05-12,109132,109142
4806,2023-04-07,2023-04-17,2023-04-19,2023-04-24,109923,109973
29628,2022-11-28,2022-12-08,2022-12-10,2022-12-15,101380,101410
29143,2022-10-10,2022-10-20,2022-10-22,2022-10-27,102252,102302
7803,2022-09-02,2022-09-12,2022-09-14,2022-09-19,101344,101364
30007,2022-08-29,2022-09-08,2022-09-10,2022-09-15,101486,101506
31345,2022-02-14,2022-02-24,2022-02-26,2022-03-03,104036,104046
27518,2022-12-08,2022-12-18,2022-12-20,2022-12-25,107273,107283
32363,2022-08-15,2022-08-25,2022-08-27,2022-09-01,109779,109789
22728,2022-04-12,2022-04-22,2022-04-24,2022-04-29,102931,102961
18407,2022-08-30,2022-09-09,2022-09-11,2022-09-16,101954,101974
31800,2022-07-22,2022-08-01,2022-08-03,2022-08-08,104511,104561
19246,2022-12-19,2022-12-29,2022-12-31,2023-01-05,108900,108930
18271,2022-11-28,2022-12-08,2022-12-10,2022-12-15,101508,101558
12945,2022-05-17,2022-05-27,2022-05-29,2022-06-03,107630,107640
21171,2023-02-17,2023-02-27,2023-03-01,2023-03-06,108794,108844
19642,2022-04-12,2022-04-22,2022-04-24,2022-04-29,106316,106366
4820,2022-11-01,2022-11-11,2022-11-13,2022-11-18,110881,110891
13297,2022-11-13,2022-11-23,2022-11-25,2022-11-30,110651,110661
9531,2023-05-31,2023-06-10,2023-06-12,2023-06-17,108585,108605
20540,2022-11-23,2022-12-03,2022-12-05,2022-12-10,110631,110651
22063,2023-04-09,2023-04-19,2023-04-21,2023-04-26,109714,109764
15967,2023-05-06,2023-05-16,2023-05-18,2023-05-23,108549,108559
20642,2023-03-22,2023-04-01,2023-04-03,2023-04-08,105305,105355
31548,2023-05-01,2023-05-11,2023-05-13,2023-05-18,102923,102973
12432,2022-05-17,2022-05-27,2022-05-29,2022-06-03,100269,100319
12450,2022-04-02,2022-04-12,2022-04-14,2022-04-19,100518,100568
2961,2022-02-10,2022-02-20,2022-02-22,2022-02-27,103550,103560
33167,2022-07-13,2022-07-23,2022-07-25,2022-07-30,111278,111328
27713,2022-08-24,2022-09-03,2022-09-05,2022-09-10,106975,106985
27514,2022-12-04,2022-12-14,2022-12-16,2022-12-21,109474,109524
24114,2022-04-25,2022-05-05,2022-05-07,2022-05-12,103946,103956
14093,2023-01-25,2023-02-04,2023-02-06,2023-02-11,105972,106022
33075,2022-09-20,2022-09-30,2022-10-02,2022-10-07,102792,102812
338,2022-02-20,2022-03-02,2022-03-04,2022-03-09,109379,109429
93,2022-03-26,2022-04-05,2022-04-07,2022-04-12,109574,109604
32576,2022-10-04,2022-10-14,2022-10-16,2022-10-21,106900,106950
29344,2022-05-19,2022-05-29,2022-05-31,2022-06-05,100874,100924
3992,2022-06-13,2022-06-23,2022-06-25,2022-06-30,109404,109414
32512,2022-06-19,2022-06-29,2022-07-01,2022-07-06,100575,100595
14620,2022-11-25,2022-12-05,2022-12-07,2022-12-12,108846,108856
21231,2022-08-10,2022-08-20,2022-08-22,2022-08-27,108281,108301
20188,2022-05-31,2022-06-10,2022-06-12,2022-06-17,106533,106563
1452,2022-10-06,2022-10-16,2022-10-18,2022-10-23,101684,101694
4593,2022-08-30,2022-09-09,2022-09-11,2022-09-16,110316,110336
12604,2023-02-17,2023-02-27,2023-03-01,2023-03-06,103883,103893
29858,2023-02-22,2023-03-04,2023-03-06,2023-03-11,101561,101591
2104,2022-03-14,2022-03-24,2022-03-26,2022-03-31,108353,108383
1003,2023-04-16,2023-04-26,2023-04-28,2023-05-03,102951,102981
10292,2022-02-07,2022-02-17,2022-02-19,2022-02-24,107942,107972
17634,2022-03-14,2022-03-24,2022-03-26,2022-03-31,104475,104505
23724,2022-05-23,2022-06-02,2022-06-04,2022-06-09,104483,104503
28084,2022-04-10,2022-04-20,2022-04-22,2022-04-27,105575,105625
29443,2023-01-05,2023-01-15,2023-01-17,2023-01-22,104760,104770
19834,2022-04-26,2022-05-06,2022-05-08,2022-05-13,108112,108132
12960,2023-04-06,2023-04-16,2023-04-18,2023-04-23,103324,103374
4074,2023-02-01,2023-02-11,2023-02-13,2023-02-18,100661,100711
26230,2022-04-17,2022-04-27,2022-04-29,2022-05-04,102059,102089
29281,2023-01-21,2023-01-31,2023-02-02,2023-02-07,104338,104348
20992,2023-05-06,2023-05-16,2023-05-18,2023-05-23,110442,110452
4624,2022-03-05,2022-03-15,2022-03-17,2022-03-22,100763,100813
10304,2022-03-14,2022-03-24,2022-03-26,2022-03-31,110411,110441
25726,2022-11-14,2022-11-24,2022-11-26,2022-12-01,100568,100618
22185,2022-06-07,2022-06-17,2022-06-19,2022-06-24,107612,107662
24499,2022-11-15,2022-11-25,2022-11-27,2022-12-02,102577,102607
28622,2022-06-30,2022-07-10,2022-07-12,2022-07-17,102179,102209
17991,2023-01-26,2023-02-05,2023-02-07,2023-02-12,104444,104494
29209,2022-02-15,2022-02-25,2022-02-27,2022-03-04,111093,111103
15594,2023-02-17,2023-02-27,2023-03-01,2023-03-06,104115,104145
1109,2023-01-13,2023-01-23,2023-01-25,2023-01-30,102087,102107
27877,2022-03-05,2022-03-15,2022-03-17,2022-03-22,102699,102729
30873,2023-02-16,2023-02-26,2023-02-28,2023-03-05,109701,109731
24916,2023-02-19,2023-03-01,2023-03-03,2023-03-08,107957,107987
28233,2022-02-17,2022-02-27,2022-03-01,2022-03-06,104653,104683
22510,2022-12-02,2022-12-12,2022-12-14,2022-12-19,109760,109770
25014,2022-08-06,2022-08-16,2022-08-18,2022-08-23,103734,103784
1626,2022-05-13,2022-05-23,2022-05-25,2022-05-30,101601,101621
7690,2022-04-13,2022-04-23,2022-04-25,2022-04-30,110929,110979
22907,2022-03-15,2022-03-25,2022-03-27,2022-04-01,103171,103191
2037,2022-09-20,2022-09-30,2022-10-02,2022-10-07,110575,110585
16772,2023-03-24,2023-04-03,2023-04-05,2023-04-10,104411,104421
21598,2022-12-15,2022-12-25,2022-12-27,2023-01-01,110161,110211
5255,2022-05-06,2022-05-16,2022-05-18,2022-05-23,100284,100314
18952,2022-11-26,2022-12-06,2022-12-08,2022-12-13,101725,101775
14890,2022-11-20,2022-11-30,2022-12-02,2022-12-07,109253,109303
4526,2022-08-24,2022-09-03,2022-09-05,2022-09-10,106621,106651
30691,2022-08-07,2022-08-17,2022-08-19,2022-08-24,105501,105521
5815,2023-01-09,2023-01-19,2023-01-21,2023-01-26,106706,106756
17018,2022-02-24,2022-03-06,2022-03-08,2022-03-13,110448,110468
12651,2023-04-24,2023-05-04,2023-05-06,2023-05-11,102351,102361
21134,2022-02-11,2022-02-21,2022-02-23,2022-02-28,103394,103444
18263,2022-08-08,2022-08-18,2022-08-20,2022-08-25,100257,100267
15594,2022-04-30,2022-05-10,2022-05-12,2022-05-17,109667,109687
21645,2022-02-16,2022-02-26,2022-02-28,2022-03-05,110052,110082
