account_exception_id,account_id,employee_id,exception_date,exception_status,exception_type,description
3550,13236,12716,2023-05-08,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3551,21348,256,2022-11-05,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3552,10845,22880,2022-04-24,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3553,20161,13745,2020-05-19,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3554,23666,28785,2020-01-08,Under investigation,Overdrawn account,Account balance dropped below zero
3555,14562,5210,2020-01-22,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3556,26397,18025,2022-12-31,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3557,3634,6011,2022-06-06,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3558,9908,26485,2021-05-08,In progress,Overdrawn account,Account balance dropped below zero
3559,21726,24198,2020-08-24,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3560,5192,18033,2021-03-29,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3561,25748,5716,2019-11-24,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3562,2484,23093,2022-11-28,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3563,10023,473,2021-12-17,In progress,Overdrawn account,Account balance dropped below zero
3564,18437,23590,2021-08-21,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3565,24685,13784,2020-03-18,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3566,5575,11684,2020-07-14,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3567,1437,2970,2019-10-28,Under investigation,Overdrawn account,Account balance dropped below zero
3568,12733,21392,2020-08-17,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3569,1021,28016,2022-08-11,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3570,6882,8295,2022-11-29,Under investigation,Overdrawn account,Account balance dropped below zero
3571,28803,25166,2022-08-13,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3572,19070,21344,2020-04-04,In progress,Overdrawn account,Account balance dropped below zero
3573,27856,19316,2020-09-16,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3574,4160,4777,2020-04-07,Resolved,Overdrawn account,Account balance dropped below zero
3575,12638,7308,2021-02-19,Resolved,Overdrawn account,Account balance dropped below zero
3576,6150,6335,2019-08-18,Under investigation,Overdrawn account,Account balance dropped below zero
3577,13889,13039,2023-02-28,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3578,22292,15164,2021-07-24,In progress,Overdrawn account,Account balance dropped below zero
3579,17456,23115,2021-02-14,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3580,4909,26444,2020-10-19,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3581,25395,20669,2023-02-28,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3582,11129,15985,2021-07-29,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3583,13792,20233,2022-06-23,Under investigation,Overdrawn account,Account balance dropped below zero
3584,4566,19016,2022-02-24,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3585,25452,11114,2019-07-20,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3586,11227,6789,2022-01-10,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3587,15626,3063,2021-01-26,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3588,1241,25516,2022-01-10,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3589,7208,12507,2022-01-31,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3590,14814,22316,2020-11-01,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3591,24845,1855,2022-02-27,Under investigation,Overdrawn account,Account balance dropped below zero
3592,11309,24982,2023-06-01,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3593,9828,17044,2020-10-11,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3594,23608,5886,2020-05-13,Under investigation,Overdrawn account,Account balance dropped below zero
3595,28635,8252,2023-01-25,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3596,24520,4639,2022-07-21,Under investigation,Overdrawn account,Account balance dropped below zero
3597,2145,423,2021-04-10,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3598,26604,25415,2021-11-26,Resolved,Overdrawn account,Account balance dropped below zero
3599,24922,14894,2022-05-25,Under investigation,Overdrawn account,Account balance dropped below zero
3600,11697,20111,2021-04-23,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3601,12354,27463,2019-12-01,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3602,18975,3035,2020-04-10,In progress,Overdrawn account,Account balance dropped below zero
3603,17118,24189,2023-02-07,Under investigation,Overdrawn account,Account balance dropped below zero
3604,171,3116,2020-08-06,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3605,23150,7104,2021-08-02,In progress,Overdrawn account,Account balance dropped below zero
3606,13735,17522,2021-12-23,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3607,6645,24917,2021-02-07,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3608,2617,7308,2019-07-08,Under investigation,Overdrawn account,Account balance dropped below zero
3609,5887,14970,2021-09-07,Resolved,Overdrawn account,Account balance dropped below zero
3610,26863,15726,2021-06-27,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3611,5035,18515,2022-06-29,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3612,21040,26372,2019-07-04,In progress,Overdrawn account,Account balance dropped below zero
3613,9486,28019,2023-02-07,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3614,11262,6425,2022-12-23,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3615,19701,18644,2021-09-03,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3616,19589,1909,2022-04-27,Resolved,Overdrawn account,Account balance dropped below zero
3617,12752,17616,2022-08-10,Resolved,Overdrawn account,Account balance dropped below zero
3618,27075,9685,2020-07-16,Resolved,Overdrawn account,Account balance dropped below zero
3619,2172,14757,2020-09-09,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3620,15859,20916,2021-01-18,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3621,25836,18121,2019-08-28,In progress,Overdrawn account,Account balance dropped below zero
3622,14070,28563,2023-03-22,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3623,19525,25747,2019-09-03,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3624,6635,17861,2019-08-01,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3625,27779,27256,2021-05-12,Under investigation,Overdrawn account,Account balance dropped below zero
3626,4045,28695,2023-06-14,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3627,11319,9988,2020-11-09,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3628,22567,17953,2022-04-13,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3629,24710,14854,2021-03-17,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3630,23483,27771,2019-08-12,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3631,22850,17676,2021-04-23,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3632,5408,1314,2023-04-03,Resolved,Overdrawn account,Account balance dropped below zero
3633,28374,27017,2022-09-27,Resolved,Overdrawn account,Account balance dropped below zero
3634,15737,27923,2019-12-03,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3635,24758,18403,2022-07-03,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3636,9094,4818,2022-11-20,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3637,25516,9194,2023-01-21,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3638,21116,25394,2022-04-16,Under investigation,Overdrawn account,Account balance dropped below zero
3639,19195,13618,2019-08-14,Under investigation,Overdrawn account,Account balance dropped below zero
3640,27152,8539,2019-12-21,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3641,22210,4120,2022-10-23,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3642,22134,25084,2022-01-21,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3643,5284,20311,2022-03-16,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3644,25281,7864,2021-04-24,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3645,28555,19432,2020-06-01,Resolved,Overdrawn account,Account balance dropped below zero
3646,6767,12622,2020-11-30,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3647,15746,4480,2019-08-13,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3648,15654,27582,2020-12-07,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3649,14665,26506,2021-08-29,Under investigation,Overdrawn account,Account balance dropped below zero
3650,23730,26160,2022-01-12,Under investigation,Overdrawn account,Account balance dropped below zero
3651,18144,6542,2020-04-05,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3652,17473,4247,2023-01-09,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3653,11215,8703,2022-09-04,Under investigation,Overdrawn account,Account balance dropped below zero
3654,6957,8839,2021-10-22,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3655,23264,21317,2022-12-03,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3656,13950,12965,2021-09-04,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3657,25202,9998,2021-08-07,Under investigation,Overdrawn account,Account balance dropped below zero
3658,569,15415,2023-04-20,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3659,12640,19478,2021-07-24,Resolved,Overdrawn account,Account balance dropped below zero
3660,20546,2761,2022-06-07,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3661,16399,10239,2023-01-04,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3662,2546,21048,2022-03-12,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3663,16507,4585,2020-11-19,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3664,13525,14415,2022-05-23,In progress,Overdrawn account,Account balance dropped below zero
3665,27145,8311,2021-01-12,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3666,24411,22922,2021-01-07,In progress,Overdrawn account,Account balance dropped below zero
3667,18378,21995,2023-02-27,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3668,8228,16382,2021-11-03,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3669,21526,18575,2022-11-13,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3670,20291,10328,2019-07-05,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3671,26958,18380,2023-01-15,Resolved,Overdrawn account,Account balance dropped below zero
3672,17602,23902,2023-03-12,In progress,Overdrawn account,Account balance dropped below zero
3673,22078,23457,2021-09-15,In progress,Overdrawn account,Account balance dropped below zero
3674,22505,20159,2021-08-05,Resolved,Overdrawn account,Account balance dropped below zero
3675,8047,24466,2021-10-04,Under investigation,Overdrawn account,Account balance dropped below zero
3676,17538,12815,2020-03-27,Resolved,Overdrawn account,Account balance dropped below zero
3677,8707,1447,2022-12-01,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3678,9452,24292,2020-01-26,Under investigation,Overdrawn account,Account balance dropped below zero
3679,5820,26109,2022-03-09,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3680,23783,7936,2023-03-04,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3681,4671,5871,2021-07-28,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3682,12973,27803,2021-12-29,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3683,11123,21643,2023-04-26,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3684,18380,18520,2019-08-13,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3685,16635,18897,2023-05-07,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3686,10968,3061,2023-02-27,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3687,23215,1611,2020-08-04,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3688,9666,12236,2022-12-13,Under investigation,Overdrawn account,Account balance dropped below zero
3689,19575,7868,2019-08-02,In progress,Overdrawn account,Account balance dropped below zero
3690,19356,13329,2019-11-13,Under investigation,Overdrawn account,Account balance dropped below zero
3691,27036,11697,2019-07-28,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3692,21906,22857,2021-10-25,In progress,Overdrawn account,Account balance dropped below zero
3693,4694,18547,2022-09-24,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3694,9389,4453,2020-12-16,Under investigation,Overdrawn account,Account balance dropped below zero
3695,4300,204,2020-02-15,Resolved,Overdrawn account,Account balance dropped below zero
3696,9340,26962,2021-10-23,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3697,1181,16393,2019-12-17,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3698,1029,19916,2020-01-05,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3699,11788,3389,2022-08-05,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3700,3344,28335,2021-08-19,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3701,18665,5269,2019-07-26,Resolved,Overdrawn account,Account balance dropped below zero
3702,25624,13827,2023-06-19,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3703,1597,1998,2022-10-27,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3704,22765,2616,2021-11-27,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3705,19859,26563,2020-09-22,Under investigation,Overdrawn account,Account balance dropped below zero
3706,19835,21496,2022-01-15,In progress,Overdrawn account,Account balance dropped below zero
3707,13885,24178,2019-11-14,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3708,4531,28904,2021-10-15,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3709,7676,5448,2022-11-04,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3710,15613,26806,2022-11-11,Resolved,Overdrawn account,Account balance dropped below zero
3711,25205,17442,2020-04-04,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3712,1569,4211,2019-08-30,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3713,18065,25889,2022-09-10,In progress,Overdrawn account,Account balance dropped below zero
3714,28862,20847,2023-01-17,Resolved,Overdrawn account,Account balance dropped below zero
3715,12535,7617,2021-04-26,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3716,3176,11220,2020-07-04,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3717,391,24364,2022-03-20,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3718,19576,12205,2023-03-16,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3719,20916,6456,2021-03-04,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3720,9567,21687,2021-05-22,Under investigation,Overdrawn account,Account balance dropped below zero
3721,7207,20697,2022-02-04,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3722,2335,10317,2022-03-31,In progress,Overdrawn account,Account balance dropped below zero
3723,12218,17500,2020-03-28,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3724,10156,22046,2022-10-24,Resolved,Overdrawn account,Account balance dropped below zero
3725,16793,6639,2019-10-20,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3726,11281,15687,2020-10-13,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3727,18678,6994,2020-10-19,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3728,5144,27862,2021-09-16,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3729,28989,27907,2021-11-13,Under investigation,Overdrawn account,Account balance dropped below zero
3730,11889,14761,2022-06-30,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3731,27251,15345,2022-07-29,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3732,25883,7432,2020-07-15,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3733,2657,17019,2020-06-15,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3734,3899,20995,2020-10-22,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3735,9513,18302,2019-11-23,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3736,27302,11197,2021-06-01,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3737,27607,18806,2020-02-18,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3738,12499,25093,2021-11-29,Resolved,Overdrawn account,Account balance dropped below zero
3739,8486,19111,2021-12-27,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3740,3968,3472,2022-03-25,Under investigation,Overdrawn account,Account balance dropped below zero
3741,4462,9973,2022-01-16,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3742,26913,15952,2020-12-10,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3743,21395,15219,2020-04-22,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3744,7706,4115,2020-09-09,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3745,18344,1001,2020-06-24,Under investigation,Overdrawn account,Account balance dropped below zero
3746,14404,28817,2020-01-12,In progress,Overdrawn account,Account balance dropped below zero
3747,6235,6422,2022-03-28,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3748,16199,19665,2022-04-09,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3749,15014,6733,2021-12-10,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3750,26967,2508,2021-01-11,Under investigation,Overdrawn account,Account balance dropped below zero
3751,20642,8594,2020-04-24,In progress,Overdrawn account,Account balance dropped below zero
3752,19245,9019,2020-10-11,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3753,28455,8989,2022-02-09,Under investigation,Overdrawn account,Account balance dropped below zero
3754,4051,26384,2022-08-22,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3755,5486,10465,2021-09-23,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3756,25594,7266,2021-07-27,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3757,10547,21876,2021-02-25,In progress,Overdrawn account,Account balance dropped below zero
3758,17245,1054,2021-05-30,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3759,25547,20686,2021-08-06,In progress,Overdrawn account,Account balance dropped below zero
3760,23446,18980,2021-02-11,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3761,17744,18197,2022-12-02,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3762,4218,10908,2020-12-08,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3763,25760,27763,2019-09-07,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3764,26556,20071,2021-12-09,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3765,14385,25112,2022-09-11,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3766,26841,9870,2022-06-29,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3767,9576,192,2020-06-03,In progress,Overdrawn account,Account balance dropped below zero
3768,15576,10316,2022-06-28,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3769,2362,26455,2022-10-08,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3770,2715,24610,2022-07-12,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3771,6222,17500,2023-06-24,Resolved,Overdrawn account,Account balance dropped below zero
3772,10225,12984,2021-12-26,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3773,15877,2395,2020-05-26,Under investigation,Overdrawn account,Account balance dropped below zero
3774,9657,22997,2021-10-01,Resolved,Overdrawn account,Account balance dropped below zero
3775,6833,23128,2021-04-15,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3776,21471,11161,2020-11-03,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3777,3578,19233,2023-01-09,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3778,1926,8387,2021-01-19,Resolved,Overdrawn account,Account balance dropped below zero
3779,16786,718,2020-09-04,In progress,Overdrawn account,Account balance dropped below zero
3780,10297,14941,2021-12-21,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3781,564,12589,2019-12-23,Under investigation,Overdrawn account,Account balance dropped below zero
3782,14666,16795,2021-09-02,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3783,13265,20368,2019-09-22,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3784,27010,20176,2020-03-23,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3785,22500,25599,2022-11-18,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3786,16065,3085,2019-09-18,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3787,19429,22529,2020-03-10,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3788,22376,3557,2022-08-01,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3789,17720,16126,2022-10-25,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3790,17526,11129,2020-08-14,In progress,Overdrawn account,Account balance dropped below zero
3791,11467,9619,2020-08-30,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3792,27457,15512,2020-08-21,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3793,20587,2703,2021-12-28,Under investigation,Overdrawn account,Account balance dropped below zero
3794,28435,20998,2021-05-07,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3795,13219,15382,2023-02-15,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3796,26360,9817,2020-10-27,In progress,Overdrawn account,Account balance dropped below zero
3797,8640,16335,2021-08-02,In progress,Overdrawn account,Account balance dropped below zero
3798,18983,8841,2021-07-10,In progress,Overdrawn account,Account balance dropped below zero
3799,20588,8417,2023-01-03,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3800,13854,14099,2020-06-01,Resolved,Overdrawn account,Account balance dropped below zero
3801,14559,13679,2020-08-15,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3802,19439,19412,2022-05-10,In progress,Overdrawn account,Account balance dropped below zero
3803,13417,24486,2021-03-03,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3804,18271,17181,2021-08-22,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3805,62,5095,2022-03-05,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3806,16517,28854,2020-11-15,In progress,Overdrawn account,Account balance dropped below zero
3807,8471,7062,2020-12-15,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3808,6591,13951,2019-09-04,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3809,1848,22119,2022-03-28,Under investigation,Overdrawn account,Account balance dropped below zero
3810,1816,10525,2022-12-03,Under investigation,Overdrawn account,Account balance dropped below zero
3811,1089,6956,2022-09-02,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3812,17065,13512,2020-07-03,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3813,20840,1687,2020-02-28,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3814,8409,27705,2021-12-21,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3815,23479,12990,2019-11-12,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3816,6834,869,2020-06-01,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3817,26332,28920,2020-10-20,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3818,18689,24837,2020-11-17,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3819,6018,15569,2021-10-25,In progress,Overdrawn account,Account balance dropped below zero
3820,7961,21805,2021-06-14,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3821,25596,10389,2023-05-27,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3822,15268,7872,2021-07-24,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3823,4571,356,2022-06-19,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3824,3642,8276,2022-04-29,Under investigation,Overdrawn account,Account balance dropped below zero
3825,15964,26612,2020-02-19,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3826,21030,603,2021-08-16,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3827,14534,4259,2020-02-07,In progress,Overdrawn account,Account balance dropped below zero
3828,27784,23427,2021-02-11,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3829,5593,1847,2021-06-26,In progress,Overdrawn account,Account balance dropped below zero
3830,25935,2885,2022-09-21,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3831,3827,253,2022-03-20,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3832,22745,28403,2020-08-21,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3833,17196,16892,2021-06-16,In progress,Overdrawn account,Account balance dropped below zero
3834,12360,13358,2020-10-15,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3835,3379,11460,2022-05-26,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3836,23245,26114,2020-07-12,In progress,Overdrawn account,Account balance dropped below zero
3837,1085,2202,2022-07-28,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3838,24004,19780,2019-10-06,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3839,16885,21030,2020-02-14,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3840,24482,6592,2021-06-01,Resolved,Overdrawn account,Account balance dropped below zero
3841,13408,26335,2020-11-16,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3842,12369,20620,2019-12-29,In progress,Overdrawn account,Account balance dropped below zero
3843,17249,10863,2022-08-05,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3844,18949,6984,2020-05-18,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3845,27542,28651,2023-03-09,Under investigation,Overdrawn account,Account balance dropped below zero
3846,11378,1183,2021-12-03,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3847,11312,24958,2019-07-23,Under investigation,Overdrawn account,Account balance dropped below zero
3848,8388,24981,2021-06-15,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3849,19115,12830,2022-03-22,Resolved,Overdrawn account,Account balance dropped below zero
3850,18222,27693,2020-11-26,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3851,1417,12676,2021-10-16,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3852,17768,1085,2020-10-03,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3853,6253,1672,2019-12-01,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3854,19088,10535,2021-10-17,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3855,19412,12999,2021-09-29,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3856,28373,12919,2021-05-13,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3857,17367,26083,2019-07-10,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3858,25134,4056,2021-12-05,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3859,28673,19445,2022-08-07,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3860,22078,1947,2022-11-13,In progress,Overdrawn account,Account balance dropped below zero
3861,12053,13229,2021-03-12,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
3862,6901,1227,2021-09-22,In progress,Overdrawn account,Account balance dropped below zero
3863,13467,27797,2021-11-15,In progress,Unauthorized transaction,Suspicious transaction detected on the account
3864,17170,18005,2021-01-15,In progress,Account freeze,Account temporarily frozen due to suspected fraud
3865,15375,6895,2021-02-14,Resolved,Overdrawn account,Account balance dropped below zero
3866,28784,17432,2023-06-11,In progress,Overdrawn account,Account balance dropped below zero
3867,13036,2048,2021-08-31,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
3868,14220,21384,2022-04-20,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
3869,18651,11177,2021-07-05,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
3870,26220,12346,2021-11-22,In progress,Unauthorized transaction,Suspicious transaction detected on the account
