account_application_id,application_status,applied_date,application_type_id,account_application_state
58735,Denied,2021-01-13,1,Mississippi
58736,Denied,2021-02-19,1,New Mexico
58737,Completed,2021-07-05,3,Oklahoma
58738,Completed,2021-12-26,3,West Virginia
58739,Completed,2020-12-30,3,Massachusetts
58740,Denied,2022-10-23,2,Rhode Island
58741,Completed,2021-03-11,3,Montana
58742,Incomplete,2020-12-12,2,Connecticut
58743,Incomplete,2021-04-28,2,Pennsylvania
58744,Incomplete,2021-04-21,2,Arizona
58745,Incomplete,2022-07-28,1,Massachusetts
58746,Denied,2021-10-08,1,Massachusetts
58747,Completed,2022-10-13,3,California
58748,Completed,2023-05-04,1,Michigan
58749,Denied,2020-07-02,1,New Hampshire
58750,Denied,2021-01-01,1,Kansas
58751,Incomplete,2021-04-22,2,Indiana
58752,Denied,2022-07-12,1,New Mexico
58753,Denied,2023-05-30,1,Texas
58754,Incomplete,2021-07-24,2,Vermont
58755,Completed,2021-09-12,2,New York
58756,Completed,2023-04-11,1,Mississippi
58757,Denied,2022-11-09,1,New Hampshire
58758,Completed,2021-03-02,1,Ohio
58759,Completed,2023-05-11,2,Georgia
58760,Incomplete,2021-09-11,1,North Carolina
58761,Denied,2021-09-02,2,Indiana
58762,Completed,2020-08-29,1,Minnesota
58763,Denied,2021-07-25,1,Utah
58764,Incomplete,2023-02-01,1,Connecticut
58765,Incomplete,2023-05-30,1,Idaho
58766,Incomplete,2023-04-15,2,Connecticut
58767,Denied,2023-06-09,3,Massachusetts
58768,Denied,2021-08-15,3,Colorado
58769,Completed,2023-02-23,1,Oregon
58770,Completed,2020-06-24,3,Maine
58771,Completed,2021-10-11,1,Hawaii
58772,Completed,2022-11-06,1,Missouri
58773,Completed,2021-11-08,1,Alabama
58774,Completed,2022-02-23,2,Arkansas
58775,Denied,2020-09-01,2,Louisiana
58776,Denied,2022-08-18,2,Colorado
58777,Completed,2023-01-05,2,Massachusetts
58778,Completed,2020-09-26,1,Michigan
58779,Completed,2022-06-16,1,Arizona
58780,Completed,2023-01-20,3,California
58781,Denied,2022-04-02,1,Missouri
58782,Completed,2023-03-19,3,Vermont
58783,Incomplete,2023-01-19,3,New Mexico
58784,Incomplete,2023-06-20,1,Florida
58785,Denied,2020-07-12,1,North Dakota
58786,Completed,2022-05-15,2,Connecticut
58787,Denied,2020-09-28,3,Connecticut
58788,Denied,2022-02-13,3,Kansas
58789,Completed,2020-07-07,3,Minnesota
58790,Completed,2022-04-21,3,Indiana
58791,Denied,2021-09-20,2,Nevada
58792,Denied,2021-05-23,1,Wyoming
58793,Incomplete,2021-02-12,3,Illinois
58794,Incomplete,2023-06-20,2,North Dakota
58795,Denied,2022-11-24,3,Iowa
58796,Incomplete,2020-11-23,2,Arizona
58797,Completed,2021-09-12,3,Alaska
58798,Incomplete,2022-04-01,2,Rhode Island
58799,Incomplete,2020-06-30,2,Georgia
58800,Denied,2022-02-20,1,West Virginia
58801,Incomplete,2022-11-03,2,Colorado
58802,Denied,2023-05-03,2,Iowa
58803,Completed,2022-05-17,3,Maryland
58804,Denied,2021-04-04,3,Washington
58805,Incomplete,2021-02-21,3,South Dakota
58806,Incomplete,2020-07-17,2,New Jersey
58807,Completed,2021-08-15,1,Washington
58808,Incomplete,2022-12-23,3,Georgia
58809,Incomplete,2023-06-05,1,Utah
58810,Incomplete,2022-07-28,1,Connecticut
58811,Incomplete,2023-06-10,1,Nebraska
58812,Denied,2021-09-21,1,Maryland
58813,Completed,2021-08-08,1,Louisiana
58814,Denied,2020-07-26,3,Nebraska
58815,Completed,2020-07-17,1,Montana
58816,Completed,2020-12-12,1,New York
58817,Denied,2022-11-21,2,Colorado
58818,Completed,2020-12-18,2,Minnesota
58819,Incomplete,2021-07-22,1,Missouri
58820,Completed,2021-04-30,1,Wyoming
58821,Completed,2021-12-26,3,South Carolina
58822,Completed,2021-12-28,3,Iowa
58823,Denied,2021-04-14,1,New Jersey
58824,Denied,2022-08-16,1,New Hampshire
58825,Completed,2020-10-03,1,West Virginia
58826,Completed,2021-07-27,2,Virginia
58827,Denied,2022-04-20,3,New Mexico
58828,Completed,2020-09-15,1,New Hampshire
58829,Incomplete,2022-07-12,3,Nevada
58830,Incomplete,2021-10-24,1,Arkansas
58831,Completed,2022-09-19,2,Missouri
58832,Completed,2021-11-23,1,Ohio
58833,Denied,2021-09-10,2,Oregon
58834,Denied,2021-08-07,2,Kansas
58835,Incomplete,2023-01-28,3,Ohio
58836,Denied,2020-08-17,3,Hawaii
58837,Incomplete,2022-03-16,1,Hawaii
58838,Incomplete,2021-02-02,2,New York
58839,Completed,2021-03-03,2,Delaware
58840,Incomplete,2021-11-22,3,Montana
58841,Completed,2023-04-09,2,Montana
58842,Denied,2023-05-18,2,Wyoming
58843,Incomplete,2022-07-06,3,Kentucky
58844,Denied,2022-03-01,2,North Carolina
58845,Denied,2021-06-02,2,New Hampshire
58846,Incomplete,2021-05-06,1,Virginia
58847,Completed,2023-04-09,2,Indiana
58848,Incomplete,2021-03-21,1,Colorado
58849,Completed,2022-04-28,3,Iowa
58850,Denied,2023-04-10,2,Oregon
58851,Denied,2023-02-21,2,Ohio
58852,Denied,2020-12-21,1,Georgia
58853,Denied,2021-12-12,1,Alaska
58854,Completed,2022-10-22,2,Pennsylvania
58855,Incomplete,2022-10-14,3,Montana
58856,Completed,2021-04-17,3,North Carolina
58857,Incomplete,2022-11-13,3,Illinois
58858,Completed,2020-06-25,3,Washington
58859,Denied,2021-01-09,1,North Carolina
58860,Denied,2022-01-14,2,Texas
58861,Completed,2021-06-30,3,Illinois
58862,Completed,2022-02-22,2,New Jersey
58863,Incomplete,2021-06-06,3,Virginia
58864,Incomplete,2022-04-28,3,North Carolina
58865,Denied,2021-03-19,1,Arizona
58866,Incomplete,2021-08-11,2,North Carolina
58867,Completed,2021-10-31,3,Pennsylvania
58868,Incomplete,2021-05-15,2,North Carolina
58869,Denied,2022-03-12,3,New Mexico
58870,Denied,2021-07-23,3,Indiana
58871,Incomplete,2023-03-17,1,North Carolina
58872,Incomplete,2021-09-14,1,New York
58873,Completed,2022-11-22,1,Tennessee
58874,Completed,2023-04-03,2,Colorado
58875,Incomplete,2022-03-25,2,South Dakota
58876,Completed,2022-04-06,1,New Mexico
58877,Completed,2022-05-20,2,Wisconsin
58878,Denied,2021-11-06,2,Ohio
58879,Denied,2021-02-25,1,Wyoming
58880,Completed,2022-12-30,1,Rhode Island
58881,Denied,2023-06-17,2,Montana
58882,Denied,2022-03-21,1,Texas
58883,Denied,2022-12-10,1,Kansas
58884,Denied,2021-11-19,1,Florida
58885,Incomplete,2022-03-06,2,Colorado
58886,Denied,2022-03-15,3,New Jersey
58887,Completed,2021-11-10,1,New York
58888,Denied,2023-04-07,2,New Jersey
58889,Denied,2021-01-08,3,Ohio
58890,Denied,2021-08-21,2,Alabama
58891,Incomplete,2021-08-29,3,Utah
58892,Incomplete,2023-02-28,3,Oklahoma
58893,Denied,2021-04-15,1,Oklahoma
58894,Incomplete,2021-04-04,3,Colorado
58895,Completed,2023-06-06,3,Kentucky
58896,Denied,2023-05-18,2,Kentucky
58897,Completed,2020-11-03,1,Maine
58898,Incomplete,2021-08-09,1,Maryland
58899,Completed,2022-10-25,3,Connecticut
58900,Denied,2023-05-05,3,Idaho
58901,Completed,2021-12-23,1,Nevada
58902,Denied,2023-01-14,3,Washington
58903,Incomplete,2021-12-25,1,Pennsylvania
58904,Denied,2023-05-12,1,Pennsylvania
58905,Denied,2022-01-01,1,Hawaii
58906,Incomplete,2021-07-04,1,Maine
58907,Denied,2022-05-01,2,Ohio
58908,Completed,2023-01-13,3,Idaho
58909,Completed,2022-10-18,2,California
58910,Denied,2020-10-01,3,New Hampshire
58911,Completed,2021-03-31,2,Hawaii
58912,Incomplete,2022-12-02,3,Indiana
58913,Completed,2021-03-30,2,Michigan
58914,Incomplete,2023-05-03,1,Kentucky
58915,Completed,2021-09-14,2,Kentucky
58916,Denied,2022-12-08,2,Kansas
58917,Denied,2022-05-20,3,New Mexico
58918,Denied,2023-04-13,1,Louisiana
58919,Completed,2021-04-30,1,Colorado
58920,Completed,2022-01-04,2,Massachusetts
58921,Denied,2022-03-15,1,South Carolina
58922,Denied,2022-07-30,3,Louisiana
58923,Incomplete,2023-01-17,3,Connecticut
58924,Incomplete,2022-06-17,1,Mississippi
58925,Denied,2020-06-26,1,South Carolina
58926,Incomplete,2023-05-29,1,Michigan
58927,Denied,2022-06-25,2,Illinois
58928,Incomplete,2022-03-09,3,Wisconsin
58929,Completed,2021-07-04,2,Wyoming
58930,Incomplete,2021-05-23,1,Tennessee
58931,Completed,2023-04-05,1,Oklahoma
58932,Denied,2023-01-14,3,North Dakota
58933,Denied,2022-12-03,1,Pennsylvania
58934,Denied,2022-04-12,3,Iowa
58935,Denied,2021-08-05,3,Arkansas
58936,Denied,2022-01-17,2,Utah
58937,Denied,2020-08-27,2,Utah
58938,Incomplete,2020-08-25,3,Arkansas
58939,Completed,2022-12-18,2,Pennsylvania
58940,Incomplete,2023-02-05,2,New Hampshire
58941,Incomplete,2022-01-06,1,Illinois
58942,Incomplete,2023-01-01,2,Florida
58943,Incomplete,2020-12-16,2,Louisiana
58944,Denied,2020-08-16,2,Maine
58945,Denied,2022-09-09,2,Hawaii
58946,Completed,2020-06-24,1,Tennessee
58947,Completed,2022-09-27,2,New Hampshire
58948,Incomplete,2021-12-21,2,Minnesota
58949,Denied,2022-11-10,3,North Carolina
58950,Incomplete,2023-05-14,1,Virginia
58951,Denied,2023-05-21,1,Wisconsin
58952,Completed,2021-03-31,3,South Dakota
58953,Denied,2023-03-22,1,Missouri
58954,Completed,2020-10-01,2,Colorado
58955,Completed,2021-08-04,3,Rhode Island
58956,Incomplete,2021-07-08,2,West Virginia
58957,Completed,2022-03-05,3,Pennsylvania
58958,Completed,2020-10-16,2,North Dakota
58959,Completed,2020-09-28,3,Connecticut
58960,Completed,2020-08-25,2,Colorado
58961,Denied,2020-08-06,2,Massachusetts
58962,Completed,2020-08-28,2,West Virginia
58963,Completed,2020-07-16,3,Kentucky
58964,Completed,2021-04-12,3,Iowa
58965,Denied,2022-08-06,2,Arizona
58966,Denied,2020-12-30,3,Texas
58967,Completed,2021-12-30,3,Iowa
58968,Incomplete,2023-04-11,1,California
58969,Completed,2021-12-26,1,Ohio
58970,Completed,2020-10-30,1,Hawaii
58971,Completed,2022-09-12,2,Alabama
58972,Incomplete,2022-02-14,1,Missouri
58973,Completed,2022-04-21,2,Louisiana
58974,Denied,2021-05-10,3,North Dakota
58975,Denied,2021-06-30,2,Maryland
58976,Completed,2021-01-21,1,West Virginia
58977,Incomplete,2023-05-22,2,Georgia
58978,Completed,2020-11-28,3,Missouri
58979,Denied,2022-07-26,3,Indiana
58980,Completed,2023-05-10,2,Wyoming
58981,Incomplete,2020-10-26,2,Illinois
58982,Completed,2022-03-23,1,Colorado
58983,Denied,2022-03-31,1,Kansas
58984,Completed,2023-04-30,3,Alabama
58985,Incomplete,2021-10-28,3,Mississippi
58986,Completed,2022-10-13,1,New Mexico
58987,Incomplete,2022-12-28,2,West Virginia
58988,Completed,2022-11-24,2,South Carolina
58989,Denied,2021-10-09,3,Minnesota
58990,Incomplete,2023-01-07,1,Florida
58991,Incomplete,2021-08-11,1,Maryland
58992,Denied,2022-06-28,1,Massachusetts
58993,Incomplete,2023-06-18,1,South Dakota
58994,Incomplete,2023-04-12,1,Texas
58995,Completed,2022-09-25,1,Texas
58996,Denied,2022-03-11,2,Georgia
58997,Incomplete,2023-03-29,1,Massachusetts
58998,Completed,2021-01-18,1,Oklahoma
58999,Incomplete,2020-08-05,1,Nebraska
59000,Completed,2022-06-20,2,New York
59001,Completed,2020-09-02,1,Arizona
59002,Completed,2021-09-30,3,Missouri
59003,Denied,2020-09-13,3,West Virginia
59004,Denied,2023-02-09,1,New Jersey
59005,Incomplete,2023-01-23,1,New Mexico
59006,Completed,2020-08-05,3,Washington
59007,Completed,2022-01-23,2,Idaho
59008,Completed,2023-01-07,2,Idaho
59009,Completed,2021-08-22,1,Arizona
59010,Denied,2020-10-29,3,Rhode Island
59011,Denied,2022-01-20,3,Tennessee
59012,Completed,2021-06-06,2,Texas
59013,Denied,2022-12-25,3,Alaska
59014,Incomplete,2022-02-17,2,Ohio
59015,Incomplete,2022-06-05,3,North Carolina
59016,Incomplete,2022-10-19,1,Arizona
59017,Incomplete,2022-12-13,3,North Dakota
59018,Incomplete,2022-07-06,3,Wisconsin
59019,Completed,2023-02-10,1,Arizona
59020,Denied,2021-09-23,1,Montana
59021,Completed,2023-05-04,2,Hawaii
59022,Incomplete,2020-07-13,1,Nebraska
59023,Denied,2022-10-19,1,Washington
59024,Completed,2021-10-19,2,New Hampshire
59025,Incomplete,2020-09-20,3,New Jersey
59026,Incomplete,2021-02-16,2,Wisconsin
59027,Denied,2020-12-03,3,Minnesota
59028,Completed,2022-01-31,2,Maryland
59029,Incomplete,2021-11-30,2,Arkansas
59030,Denied,2021-04-14,3,Tennessee
59031,Incomplete,2021-10-12,3,Rhode Island
59032,Incomplete,2021-06-18,2,Idaho
59033,Completed,2022-06-05,2,Wyoming
59034,Incomplete,2020-07-11,2,South Dakota
59035,Denied,2021-12-11,1,New Hampshire
59036,Incomplete,2020-07-02,1,Indiana
59037,Denied,2022-11-24,1,Oregon
59038,Incomplete,2023-03-26,2,Kentucky
59039,Denied,2022-07-24,3,Oklahoma
59040,Incomplete,2021-08-02,3,New Jersey
59041,Completed,2021-08-25,3,Florida
59042,Denied,2020-12-21,3,Tennessee
59043,Denied,2021-07-04,3,Delaware
59044,Denied,2021-03-07,3,Washington
59045,Completed,2020-07-09,2,Maine
59046,Denied,2023-03-29,2,Indiana
59047,Completed,2022-06-23,2,New Mexico
59048,Denied,2022-07-06,3,Louisiana
59049,Completed,2021-03-27,3,Vermont
59050,Incomplete,2020-07-27,2,Connecticut
59051,Completed,2022-05-23,1,Michigan
59052,Denied,2023-05-17,2,California
59053,Denied,2020-10-24,3,Vermont
59054,Incomplete,2021-02-12,3,Tennessee
59055,Completed,2020-07-02,1,Minnesota
59056,Incomplete,2020-11-15,3,Delaware
59057,Incomplete,2022-04-28,2,Tennessee
59058,Incomplete,2023-06-08,2,Alaska
59059,Completed,2020-11-22,3,Minnesota
59060,Incomplete,2021-01-29,1,Nevada
59061,Incomplete,2021-08-05,3,Kentucky
59062,Completed,2023-05-14,1,South Dakota
59063,Completed,2020-08-09,1,South Dakota
59064,Completed,2022-06-08,3,Georgia
59065,Denied,2020-10-20,3,Virginia
59066,Incomplete,2022-06-09,3,New York
59067,Completed,2021-10-17,1,Colorado
59068,Denied,2021-02-16,2,Florida
59069,Completed,2022-10-25,2,Colorado
59070,Completed,2021-05-23,1,Wyoming
59071,Denied,2021-03-12,3,Kansas
59072,Incomplete,2020-11-01,3,Michigan
59073,Denied,2020-09-11,3,Illinois
59074,Completed,2022-01-03,3,Rhode Island
59075,Incomplete,2021-04-02,1,North Carolina
59076,Denied,2021-04-02,2,Virginia
59077,Completed,2021-04-24,2,Alabama
59078,Denied,2021-01-23,3,Illinois
59079,Completed,2020-07-20,2,Nebraska
59080,Denied,2020-07-13,1,Idaho
59081,Completed,2021-07-24,3,Nebraska
59082,Completed,2022-04-03,2,Oregon
59083,Denied,2023-01-22,3,South Dakota
59084,Incomplete,2022-12-23,1,Montana
59085,Completed,2021-03-22,2,Wisconsin
59086,Incomplete,2022-07-19,3,Michigan
59087,Incomplete,2023-03-02,3,Minnesota
59088,Denied,2021-11-04,3,Pennsylvania
59089,Completed,2023-03-16,2,South Dakota
59090,Completed,2020-07-20,2,Pennsylvania
59091,Incomplete,2021-02-27,1,Washington
59092,Denied,2022-12-06,3,Kentucky
59093,Denied,2021-07-04,2,Indiana
59094,Incomplete,2021-12-09,2,Arkansas
59095,Completed,2022-07-31,2,New Mexico
59096,Incomplete,2020-08-01,2,Kentucky
59097,Completed,2022-09-30,1,Oklahoma
59098,Denied,2023-06-12,1,Idaho
59099,Denied,2020-07-26,3,Kansas
59100,Incomplete,2020-08-02,1,Rhode Island
59101,Incomplete,2021-12-21,1,Arkansas
59102,Completed,2020-11-02,1,South Carolina
59103,Incomplete,2022-09-30,3,Alaska
59104,Incomplete,2021-02-02,2,Connecticut
59105,Completed,2021-01-15,2,Washington
59106,Denied,2021-03-10,3,Utah
59107,Completed,2022-07-13,3,Texas
59108,Incomplete,2023-04-14,2,New York
59109,Completed,2021-06-22,3,Tennessee
59110,Incomplete,2021-02-06,1,Nebraska
59111,Incomplete,2022-09-08,3,Texas
59112,Incomplete,2021-09-18,2,Wisconsin
59113,Denied,2022-01-29,1,Wisconsin
59114,Denied,2022-03-01,1,Kentucky
59115,Completed,2021-09-16,1,Mississippi
59116,Completed,2021-02-15,2,Utah
59117,Completed,2021-03-11,2,Idaho
59118,Completed,2022-03-01,2,Alabama
59119,Incomplete,2022-12-20,1,South Dakota
59120,Denied,2022-02-16,3,South Dakota
59121,Completed,2021-05-24,3,Texas
59122,Completed,2021-12-19,1,North Dakota
59123,Completed,2022-08-26,1,Wisconsin
59124,Completed,2020-11-27,2,Pennsylvania
59125,Denied,2023-01-02,1,Illinois
59126,Incomplete,2021-06-14,2,North Dakota
59127,Denied,2022-12-01,2,New York
59128,Completed,2021-04-03,1,Mississippi
59129,Completed,2020-12-20,2,Mississippi
59130,Incomplete,2022-04-18,3,Arkansas
59131,Denied,2022-05-24,3,West Virginia
59132,Denied,2023-03-12,2,Pennsylvania
59133,Completed,2022-05-17,1,Kansas
59134,Completed,2021-07-29,1,Alabama
59135,Incomplete,2023-05-15,2,Virginia
59136,Incomplete,2022-06-01,3,Hawaii
59137,Completed,2022-11-02,1,North Dakota
59138,Denied,2022-11-13,3,Utah
59139,Completed,2023-04-11,3,Mississippi
59140,Completed,2020-08-07,1,New York
59141,Completed,2021-07-04,3,Wisconsin
59142,Incomplete,2022-09-30,2,Minnesota
59143,Incomplete,2022-02-19,3,Indiana
59144,Incomplete,2021-08-06,2,South Dakota
59145,Incomplete,2023-02-27,3,Nebraska
59146,Denied,2021-11-06,2,Alaska
59147,Denied,2021-05-24,1,Vermont
59148,Incomplete,2021-03-15,1,Ohio
59149,Incomplete,2022-05-02,2,New Mexico
59150,Incomplete,2021-02-26,1,North Dakota
59151,Completed,2021-10-15,2,Rhode Island
59152,Incomplete,2022-05-19,3,Georgia
59153,Incomplete,2022-05-09,1,South Carolina
59154,Incomplete,2022-06-26,1,West Virginia
59155,Completed,2020-08-25,2,Virginia
59156,Completed,2022-09-27,2,Massachusetts
59157,Incomplete,2021-06-24,3,Minnesota
59158,Incomplete,2020-09-11,3,Michigan
59159,Incomplete,2022-11-10,2,Idaho
59160,Denied,2020-10-03,3,Oregon
59161,Completed,2020-12-31,2,North Carolina
59162,Denied,2021-04-01,1,Pennsylvania
59163,Completed,2022-05-04,1,Wisconsin
59164,Completed,2023-04-09,3,Pennsylvania
59165,Incomplete,2020-08-01,3,New Mexico
59166,Completed,2022-04-02,2,New Hampshire
59167,Incomplete,2021-05-15,1,Rhode Island
59168,Incomplete,2021-07-21,1,Mississippi
59169,Incomplete,2022-03-17,2,Colorado
59170,Incomplete,2022-01-31,1,Mississippi
59171,Completed,2023-02-17,2,Hawaii
59172,Completed,2022-07-02,1,Massachusetts
59173,Completed,2023-05-11,2,West Virginia
59174,Completed,2022-09-25,2,Idaho
59175,Denied,2023-03-05,2,Tennessee
59176,Incomplete,2021-06-27,2,Missouri
59177,Completed,2021-04-24,3,Illinois
59178,Denied,2021-12-13,3,West Virginia
59179,Completed,2023-03-23,1,Nevada
59180,Denied,2023-01-25,1,Georgia
59181,Completed,2022-04-23,2,Alaska
59182,Denied,2023-03-10,1,Virginia
59183,Completed,2023-04-24,2,Arkansas
59184,Completed,2022-08-05,2,Louisiana
59185,Completed,2022-03-28,1,Minnesota
59186,Denied,2021-12-30,1,Iowa
59187,Incomplete,2021-11-10,3,Virginia
59188,Completed,2023-02-06,2,Virginia
59189,Incomplete,2021-10-27,3,Ohio
59190,Completed,2022-05-02,3,New Jersey
59191,Denied,2022-09-11,3,Tennessee
59192,Completed,2021-10-10,2,Maryland
59193,Denied,2021-11-22,2,Georgia
59194,Denied,2022-11-13,1,Florida
59195,Completed,2023-05-20,3,Massachusetts
59196,Completed,2020-11-01,2,Oregon
59197,Completed,2021-07-28,1,Georgia
59198,Completed,2023-04-24,1,Florida
59199,Incomplete,2021-11-19,2,Indiana
59200,Incomplete,2021-09-30,1,New Jersey
59201,Completed,2021-10-15,2,Wyoming
59202,Incomplete,2021-12-27,3,Maryland
59203,Incomplete,2021-08-21,2,Massachusetts
59204,Denied,2020-10-10,1,Arkansas
59205,Incomplete,2021-06-24,1,Nebraska
59206,Completed,2020-09-15,2,West Virginia
59207,Completed,2022-11-08,2,Montana
59208,Completed,2022-08-09,3,Montana
59209,Denied,2020-10-02,1,Alabama
59210,Denied,2021-08-13,2,Vermont
59211,Incomplete,2022-06-16,3,Illinois
59212,Completed,2022-06-01,2,Maryland
59213,Completed,2021-09-19,1,California
59214,Denied,2021-12-08,2,Mississippi
59215,Completed,2022-01-29,3,Missouri
59216,Denied,2021-05-26,1,Arkansas
59217,Denied,2020-11-08,3,Vermont
59218,Denied,2022-07-25,3,Louisiana
59219,Incomplete,2022-10-10,2,Arizona
59220,Completed,2022-08-24,1,Hawaii
59221,Denied,2022-05-05,2,Iowa
59222,Denied,2023-02-06,3,Wyoming
59223,Denied,2022-10-27,1,Ohio
59224,Denied,2022-02-20,3,Alabama
59225,Denied,2022-08-05,3,Kansas
59226,Completed,2020-08-24,1,Washington
59227,Incomplete,2022-02-02,2,Nebraska
59228,Incomplete,2023-05-25,2,New York
59229,Completed,2021-10-13,3,Alabama
59230,Denied,2023-01-05,2,Utah
59231,Incomplete,2021-04-11,1,Maine
59232,Incomplete,2022-04-22,2,Kansas
59233,Denied,2022-05-12,1,Mississippi
59234,Completed,2022-12-27,1,Illinois
59235,Completed,2022-02-13,1,Nevada
59236,Completed,2021-11-27,3,Texas
59237,Completed,2021-03-14,2,Delaware
59238,Denied,2022-02-04,2,Montana
59239,Completed,2020-10-24,3,Kansas
59240,Completed,2020-08-15,1,Alaska
59241,Completed,2020-10-29,1,Alaska
59242,Completed,2022-08-02,2,North Dakota
59243,Denied,2021-01-31,1,Ohio
59244,Denied,2021-10-19,2,Oregon
59245,Completed,2022-11-25,1,Hawaii
59246,Denied,2020-12-23,1,New Hampshire
59247,Incomplete,2020-08-31,2,Vermont
59248,Incomplete,2020-09-08,1,Texas
59249,Denied,2023-05-18,3,Maryland
59250,Completed,2021-12-08,2,South Carolina
59251,Denied,2023-04-14,3,Texas
59252,Incomplete,2021-09-23,1,Alabama
59253,Completed,2022-02-08,1,Mississippi
59254,Incomplete,2022-09-20,1,Massachusetts
59255,Completed,2022-09-02,3,Utah
59256,Incomplete,2020-07-14,3,Colorado
59257,Completed,2022-09-03,1,North Carolina
59258,Completed,2021-10-14,3,Alabama
59259,Denied,2021-11-12,3,Hawaii
59260,Completed,2021-04-11,1,Nevada
59261,Incomplete,2021-05-14,1,Texas
59262,Denied,2021-04-08,2,Oklahoma
59263,Completed,2022-05-03,1,Missouri
59264,Denied,2022-10-28,1,Georgia
59265,Incomplete,2020-08-26,1,Kentucky
59266,Completed,2020-12-07,3,Oklahoma
59267,Denied,2022-02-12,3,Wyoming
59268,Completed,2020-08-10,3,Montana
59269,Incomplete,2022-11-30,1,Alaska
59270,Incomplete,2022-11-25,1,New Mexico
59271,Completed,2023-03-07,1,Montana
59272,Denied,2021-03-20,3,Pennsylvania
59273,Completed,2020-08-15,2,Louisiana
59274,Incomplete,2021-12-01,2,Washington
59275,Incomplete,2021-08-02,1,West Virginia
59276,Completed,2021-11-04,1,Wyoming
59277,Completed,2020-11-06,3,Kansas
59278,Denied,2022-07-29,1,Kansas
59279,Denied,2023-01-27,2,Illinois
59280,Denied,2021-09-23,1,Hawaii
59281,Completed,2020-10-27,1,New Hampshire
59282,Incomplete,2023-04-06,2,Alaska
59283,Denied,2022-11-26,3,Delaware
59284,Completed,2021-07-19,2,Illinois
59285,Completed,2022-03-20,1,New Mexico
59286,Denied,2021-04-13,1,Montana
59287,Incomplete,2023-04-20,3,New Jersey
59288,Incomplete,2022-09-21,2,Ohio
59289,Denied,2022-01-01,2,Wyoming
59290,Completed,2022-05-05,1,Wisconsin
59291,Denied,2023-06-07,2,North Carolina
59292,Incomplete,2023-01-07,1,Alaska
59293,Incomplete,2022-10-08,3,Michigan
59294,Completed,2022-02-09,2,Alaska
59295,Denied,2022-12-13,3,Louisiana
59296,Incomplete,2021-01-09,2,Ohio
59297,Completed,2023-01-07,2,Florida
59298,Completed,2023-05-15,1,Oklahoma
59299,Denied,2021-09-08,3,Missouri
59300,Denied,2022-05-31,2,South Carolina
59301,Completed,2022-04-30,1,West Virginia
59302,Completed,2021-06-05,3,Wisconsin
59303,Completed,2023-03-30,3,Nevada
59304,Incomplete,2021-01-25,3,Alabama
59305,Incomplete,2021-11-20,3,Alaska
59306,Denied,2022-10-10,3,Vermont
59307,Completed,2020-12-13,3,New Mexico
59308,Denied,2022-02-16,2,South Dakota
59309,Completed,2021-08-14,2,Delaware
59310,Completed,2021-02-24,1,North Carolina
59311,Denied,2021-06-13,1,Missouri
59312,Denied,2021-10-02,1,Utah
59313,Denied,2022-05-14,3,Arizona
59314,Denied,2023-01-04,3,Illinois
59315,Incomplete,2020-06-28,3,Indiana
59316,Completed,2020-07-25,3,Washington
59317,Incomplete,2020-08-04,2,South Dakota
59318,Completed,2020-07-10,3,Arkansas
59319,Incomplete,2021-01-04,1,Maryland
59320,Completed,2022-09-13,3,Alabama
59321,Incomplete,2022-12-07,3,Arizona
59322,Denied,2022-04-06,1,New York
59323,Denied,2021-04-09,1,Maine
59324,Denied,2023-06-17,2,Florida
59325,Completed,2022-05-03,1,Oregon
59326,Denied,2023-06-02,2,Alabama
59327,Incomplete,2020-09-03,2,Michigan
59328,Incomplete,2021-01-19,1,North Dakota
59329,Completed,2022-11-20,3,Kentucky
59330,Completed,2020-08-11,3,West Virginia
59331,Completed,2020-11-15,1,Alabama
59332,Denied,2021-06-06,2,Montana
59333,Completed,2023-03-18,2,New Jersey
59334,Denied,2023-06-07,1,Alabama
59335,Denied,2022-10-10,2,Rhode Island
59336,Incomplete,2021-07-27,3,California
59337,Denied,2021-08-31,2,Kansas
59338,Completed,2022-04-22,3,Colorado
59339,Completed,2022-05-01,3,Tennessee
59340,Incomplete,2020-09-02,2,Arkansas
59341,Denied,2021-03-19,3,Indiana
59342,Denied,2021-09-29,3,Illinois
59343,Denied,2023-03-07,2,Wyoming
59344,Completed,2021-08-28,2,New Mexico
59345,Incomplete,2020-11-16,1,New Mexico
59346,Denied,2020-12-29,1,West Virginia
59347,Denied,2020-09-26,3,Wyoming
59348,Completed,2020-10-15,2,Pennsylvania
59349,Denied,2022-11-26,2,New York
59350,Denied,2023-04-14,3,Mississippi
59351,Denied,2021-03-28,3,Texas
59352,Incomplete,2022-06-10,1,Idaho
59353,Completed,2022-08-15,3,South Dakota
59354,Incomplete,2020-08-27,2,Montana
59355,Completed,2022-06-05,1,Virginia
59356,Completed,2020-12-19,2,North Dakota
59357,Completed,2021-07-01,3,Rhode Island
59358,Denied,2020-10-04,2,Iowa
59359,Denied,2020-08-11,1,Kentucky
59360,Incomplete,2020-09-09,2,Oklahoma
59361,Incomplete,2022-04-08,1,Oregon
59362,Completed,2021-08-27,1,Wisconsin
59363,Completed,2022-07-02,2,Texas
59364,Denied,2020-06-23,3,Michigan
59365,Denied,2022-12-07,3,Kansas
59366,Denied,2023-05-29,2,Arizona
59367,Denied,2022-01-31,3,Mississippi
59368,Denied,2020-11-29,1,Arizona
