asset_id,asset_type,purchase_date,purchase_cost,current_cost
2502,IT Software,2023-03-03,17875,18302
2503,Land,2022-12-23,142673,551340
2504,Equipment,2017-01-23,7175,3248
2505,Equipment,2013-10-20,8993,1447
2506,Land,2015-07-10,137711,473203
2507,Vehicle,2021-09-12,37982,5193
2508,Land,2021-09-16,403465,890524
2509,IT Software,2022-10-29,3645,4082
2510,IT Software,2014-05-01,1039,1491
2511,Building,2013-09-18,920781,1015442
2512,Building,2020-09-28,417998,461124
2513,Equipment,2013-12-27,5191,3195
2514,Vehicle,2019-03-06,22490,9876
2515,Land,2020-08-10,449601,824093
2516,Vehicle,2015-09-05,21277,6144
2517,Land,2018-09-24,373539,574683
2518,Building,2020-07-10,292667,368487
2519,Equipment,2022-08-26,8744,3150
2520,Building,2018-05-05,193541,283460
2521,Building,2023-03-17,577584,621456
2522,Vehicle,2020-04-21,14967,9595
2523,Building,2018-06-20,456280,483166
2524,Land,2019-12-24,367189,833354
2525,Equipment,2022-09-26,5074,3134
2526,IT Software,2021-11-27,10371,10949
2527,Building,2019-08-13,854574,948696
2528,Equipment,2020-01-05,6095,2717
2529,IT Software,2016-11-27,17606,18378
2530,Land,2020-04-29,288445,569891
2531,Vehicle,2021-03-06,27572,5364
2532,IT Software,2016-11-13,8822,9238
2533,IT Software,2016-01-17,9083,9428
2534,Equipment,2015-03-04,6800,3161
2535,Vehicle,2016-10-13,27233,7609
2536,Equipment,2018-03-19,6396,2785
2537,Building,2018-07-21,172111,223109
2538,Equipment,2019-11-15,9906,3264
2539,Equipment,2021-06-16,8626,3797
2540,Land,2016-04-13,277415,557297
2541,IT Software,2014-10-31,6228,6844
2542,IT Software,2014-07-28,8594,9356
2543,Building,2021-10-09,668813,718630
2544,Land,2016-04-16,467506,749319
2545,Equipment,2022-06-21,9436,4713
2546,Equipment,2015-01-23,6754,1111
2547,Building,2019-05-11,517697,562133
2548,Vehicle,2013-11-09,26807,5443
2549,IT Software,2018-10-10,5817,6367
2550,IT Software,2020-08-24,19996,20411
2551,Land,2020-11-06,110256,302335
2552,Vehicle,2015-09-30,35179,9313
2553,Building,2019-01-16,855593,889240
2554,Equipment,2014-02-09,8846,3991
2555,Vehicle,2015-07-01,15618,7723
2556,Building,2014-02-12,464440,476392
2557,Building,2018-04-20,260543,304460
2558,Vehicle,2017-04-23,12053,9867
2559,Vehicle,2017-11-05,44083,7815
2560,Land,2015-04-24,197945,400523
2561,Building,2019-02-13,103657,126849
2562,Equipment,2017-08-08,6887,4340
2563,IT Software,2017-01-10,13496,13623
2564,Equipment,2019-01-21,8138,2329
2565,Building,2018-06-18,265300,353357
2566,IT Software,2017-02-26,5811,6291
2567,Land,2023-01-30,392799,810536
2568,Land,2020-07-24,153990,290093
2569,Building,2018-01-26,422310,487195
2570,Vehicle,2021-04-16,42349,8121
2571,Equipment,2017-08-19,8676,2521
2572,IT Software,2019-10-12,13571,13620
2573,Building,2022-12-02,969053,1039124
2574,IT Software,2020-03-15,5224,5239
2575,IT Software,2016-12-20,14573,15470
2576,Vehicle,2020-08-13,46551,8444
2577,IT Software,2017-12-22,2707,3294
2578,Equipment,2015-03-13,8129,3577
2579,Vehicle,2016-12-28,38582,8736
2580,Building,2021-02-28,462888,485873
2581,Building,2016-01-13,830838,908483
2582,Equipment,2023-01-18,6260,3849
2583,IT Software,2016-09-10,3569,3996
2584,Land,2013-07-22,459878,679680
2585,IT Software,2019-02-08,13309,13949
2586,Equipment,2022-05-26,8309,1485
2587,Building,2020-03-09,939924,963378
2588,Vehicle,2016-05-24,33084,8113
2589,Building,2016-09-10,104419,140388
2590,IT Software,2017-01-30,10025,10798
2591,IT Software,2018-04-07,8637,8919
2592,Equipment,2014-03-14,6042,4960
2593,Equipment,2021-03-15,6164,3259
2594,Equipment,2016-02-09,5615,1707
2595,IT Software,2014-07-27,3743,3985
2596,Land,2015-06-13,113073,516398
2597,Land,2020-10-14,231268,604080
2598,Land,2018-08-21,180259,329313
2599,Equipment,2019-08-15,8069,4175
2600,Building,2021-06-13,937564,966679
2601,Land,2015-04-06,426252,916771
2602,Building,2015-03-11,656725,668930
2603,Land,2016-05-26,109189,299921
2604,Equipment,2015-11-19,7933,3922
2605,Building,2020-08-09,919951,1017855
2606,Vehicle,2015-12-16,39617,7835
2607,Vehicle,2019-12-18,29113,8621
2608,IT Software,2023-02-07,5522,5747
2609,Vehicle,2019-02-15,27515,5606
2610,Building,2017-02-03,958546,1034195
2611,Vehicle,2018-11-30,28642,9284
2612,IT Software,2023-01-13,4333,4786
2613,IT Software,2022-02-23,12066,12853
2614,Equipment,2016-10-01,9413,3166
2615,Vehicle,2016-11-30,24379,6728
2616,Equipment,2014-10-14,8482,3485
2617,Building,2023-02-03,987361,1026397
2618,Land,2019-06-07,357331,739544
2619,Vehicle,2021-03-10,30980,7098
2620,Land,2014-05-04,355204,797902
2621,Land,2021-10-08,111517,271791
2622,Land,2020-07-21,370487,489621
2623,Land,2022-11-27,204726,648342
2624,IT Software,2023-07-14,17669,18412
2625,Vehicle,2019-07-02,47527,7463
2626,Land,2014-12-13,455011,711083
2627,Land,2018-05-20,384826,758860
2628,Building,2018-05-28,465741,558948
2629,IT Software,2021-11-20,1673,1705
2630,IT Software,2022-10-29,3712,4686
2631,Vehicle,2022-07-30,28046,9465
2632,Building,2014-06-04,339450,433169
2633,Land,2017-12-03,482287,793823
2634,Vehicle,2017-01-28,46059,8949
2635,Vehicle,2021-02-10,28286,8754
2636,IT Software,2016-06-22,9790,10220
2637,Vehicle,2019-08-23,47597,9984
2638,IT Software,2018-04-09,6764,7292
2639,Land,2016-12-10,371369,781646
2640,Land,2019-10-15,185108,671022
2641,Building,2015-07-04,806191,870926
2642,Vehicle,2018-02-20,27663,5298
2643,Equipment,2020-02-25,7680,3521
2644,Land,2018-04-28,152344,527833
2645,Vehicle,2021-09-11,48716,8051
2646,Vehicle,2015-12-04,13381,8854
2647,Building,2014-01-12,954757,968842
2648,Vehicle,2016-09-11,38974,6846
2649,Building,2018-03-14,597117,681579
2650,IT Software,2015-07-01,7753,7973
2651,Land,2015-04-22,202394,686248
2652,Land,2020-05-30,442532,661603
2653,Vehicle,2021-11-20,20079,8017
2654,Land,2015-12-20,426594,799614
2655,Vehicle,2019-11-13,31057,8567
2656,Equipment,2023-03-07,5742,1987
2657,Equipment,2016-11-29,8665,4673
2658,Land,2022-06-14,212382,360787
2659,Land,2022-06-06,213192,363574
2660,Land,2015-03-31,366905,758490
2661,Equipment,2016-05-26,6072,3971
2662,Building,2018-05-15,135774,171810
2663,Land,2014-03-13,395504,861827
2664,Building,2021-02-25,486261,505061
2665,Land,2015-09-14,385151,606344
2666,Building,2014-05-14,906080,996289
2667,Building,2017-11-28,296586,346445
2668,Building,2020-09-12,403074,490546
2669,Equipment,2014-06-24,8101,2295
2670,Building,2017-05-19,866559,903336
2671,Vehicle,2016-04-01,40542,7464
2672,Land,2017-09-18,403659,776150
2673,IT Software,2019-02-10,19024,19397
2674,Land,2023-05-19,296442,725594
2675,Land,2018-10-19,102488,441992
2676,IT Software,2020-11-20,11506,11604
2677,Vehicle,2023-03-24,36564,6449
2678,IT Software,2023-01-25,8713,9375
2679,Building,2022-03-30,310998,376284
2680,Land,2018-10-01,104074,247929
2681,IT Software,2020-03-13,5221,5948
2682,Land,2019-10-11,214840,447590
2683,IT Software,2020-06-22,10254,11211
2684,Equipment,2015-06-20,8068,2968
2685,Land,2020-03-02,333855,612208
2686,Land,2017-07-10,234669,475279
2687,Land,2017-09-26,316134,693716
2688,IT Software,2021-08-21,17028,17275
2689,IT Software,2019-06-04,10546,10999
2690,IT Software,2019-06-15,6922,7777
2691,Land,2022-07-01,117406,528048
2692,IT Software,2018-05-10,3876,4317
2693,Equipment,2021-08-25,7665,2317
2694,Vehicle,2021-02-14,46879,7752
2695,Vehicle,2023-04-05,41988,8523
2696,Equipment,2017-08-07,9429,1238
2697,IT Software,2018-01-08,5199,5980
2698,Land,2016-12-07,108000,269082
2699,Vehicle,2014-12-08,18808,7034
2700,Equipment,2021-06-12,7065,3230
2701,Equipment,2016-11-09,8886,3353
2702,Vehicle,2020-10-05,25534,6144
2703,Land,2021-07-08,371547,820147
2704,Land,2017-04-13,303492,770987
2705,IT Software,2015-03-14,9549,10258
2706,Vehicle,2019-10-28,31407,6348
2707,Land,2021-10-07,210124,599491
2708,Land,2021-09-06,232214,350436
2709,Building,2019-06-05,943974,985547
2710,Land,2021-07-12,192329,423545
2711,Land,2014-11-13,155929,429636
2712,IT Software,2020-11-10,1174,1302
2713,IT Software,2021-06-22,18088,18352
2714,Equipment,2015-09-18,5309,1855
2715,Vehicle,2018-06-18,10191,5560
2716,IT Software,2023-06-23,14737,15067
2717,Land,2013-09-22,196173,663349
2718,Equipment,2019-11-25,8267,2555
2719,Equipment,2021-07-21,5901,4570
2720,Land,2023-03-04,135753,317603
2721,Vehicle,2023-03-11,48015,8556
2722,IT Software,2021-09-21,10746,11617
2723,Building,2013-09-09,398339,494605
2724,Land,2023-04-14,269835,383750
2725,Land,2021-08-17,423436,692058
2726,Building,2020-03-29,714255,806504
2727,Vehicle,2014-12-24,14911,6939
2728,Vehicle,2018-05-12,29612,8766
2729,Vehicle,2013-08-07,19900,9485
2730,Land,2020-06-13,474700,963086
2731,Vehicle,2016-12-14,42898,8112
2732,IT Software,2016-08-30,16024,16417
2733,Equipment,2018-10-14,6605,3165
2734,IT Software,2021-05-26,17954,18912
2735,Equipment,2020-08-03,6616,4648
2736,Equipment,2018-10-07,8903,2055
2737,Vehicle,2016-05-28,12919,8005
2738,Land,2015-06-23,177131,353865
2739,Land,2021-01-01,169255,595136
2740,Equipment,2020-10-02,9934,4799
2741,Land,2016-05-23,237734,345307
2742,IT Software,2018-12-09,13424,13881
2743,Vehicle,2020-02-29,23174,7983
2744,Equipment,2019-04-02,8976,3958
2745,Equipment,2016-02-05,8207,3164
2746,Vehicle,2019-08-22,47504,6209
2747,Vehicle,2015-10-21,30795,8770
2748,Land,2015-02-13,467456,798500
2749,Vehicle,2022-06-05,48554,8531
2750,Vehicle,2016-01-22,25362,7726
2751,Building,2021-12-08,566140,618475
2752,IT Software,2016-10-03,14295,14480
2753,Land,2018-06-22,450870,566178
2754,Vehicle,2020-01-30,28005,7499
2755,Vehicle,2017-12-07,19656,8647
2756,IT Software,2019-10-04,12298,13293
2757,IT Software,2015-01-31,8892,9480
2758,Land,2018-01-09,422193,717027
2759,Equipment,2013-07-29,9492,3408
2760,Land,2020-10-15,472225,811316
2761,Vehicle,2016-07-27,36184,8135
2762,Building,2016-03-19,795695,847913
2763,Land,2016-09-23,492493,869164
2764,Equipment,2014-09-09,5383,3845
2765,Equipment,2017-02-25,8720,1926
2766,Building,2017-05-24,685815,745465
2767,IT Software,2017-02-09,3687,4249
2768,Equipment,2017-03-26,6840,1938
2769,Vehicle,2017-10-21,10531,8854
2770,Land,2020-11-29,489370,655366
2771,Equipment,2021-07-12,6636,4884
2772,IT Software,2015-06-25,2466,2818
2773,Building,2022-02-26,928932,975572
2774,Vehicle,2019-05-27,21504,8711
2775,Vehicle,2014-07-23,35085,5506
2776,Land,2020-08-30,271388,529317
2777,Vehicle,2017-04-19,24098,8605
2778,Building,2023-06-05,695798,793607
2779,Building,2022-08-04,517669,570246
2780,Land,2016-09-21,447969,834006
2781,Building,2017-02-13,879781,938810
2782,Vehicle,2018-05-04,21618,6677
2783,Equipment,2022-08-26,8914,2754
2784,Building,2023-03-04,805611,866881
2785,Equipment,2019-11-29,8208,4646
2786,Equipment,2019-08-23,5957,2328
2787,IT Software,2014-05-31,8658,9315
2788,Equipment,2014-08-08,5425,4104
2789,Vehicle,2018-09-11,32097,6167
2790,Building,2018-10-17,183803,217069
2791,Building,2019-12-09,666899,761528
2792,Vehicle,2017-04-30,42634,5292
2793,Building,2018-08-01,958855,989095
2794,Building,2021-06-25,206662,277272
2795,Land,2015-01-17,279446,648241
2796,Land,2016-11-26,149551,346249
2797,Equipment,2020-02-16,8365,2582
2798,Building,2017-12-02,523686,611955
2799,Land,2021-11-30,300438,437334
2800,Equipment,2021-07-11,6227,4974
2801,IT Software,2014-03-18,10443,10814
2802,IT Software,2015-02-03,12874,13186
2803,IT Software,2022-11-28,19755,19763
2804,IT Software,2018-10-18,9494,9681
2805,Building,2021-02-09,335716,392687
2806,Building,2018-06-24,426305,439491
2807,IT Software,2020-10-14,12665,13219
2808,IT Software,2014-05-14,17520,17524
2809,Land,2021-09-29,478189,764802
2810,Building,2015-06-18,906272,998683
2811,Land,2017-03-30,314782,659852
2812,Building,2016-05-21,996343,1076229
2813,Land,2020-08-23,300118,750653
2814,Vehicle,2017-08-25,31624,7884
2815,Land,2015-01-31,415941,845322
2816,Vehicle,2020-02-06,25834,8508
2817,Vehicle,2019-09-22,24005,5386
2818,Vehicle,2023-07-12,42565,6532
2819,Land,2022-08-23,392620,585499
2820,Land,2014-12-04,277396,689485
2821,Vehicle,2021-09-24,27226,5091
2822,Equipment,2017-02-28,7140,2673
2823,Vehicle,2019-10-21,31066,7941
2824,Land,2023-05-27,238802,634371
2825,Equipment,2014-02-03,5813,2450
2826,Building,2014-02-19,499845,522210
2827,Equipment,2016-09-21,6958,4639
2828,Vehicle,2015-03-15,48675,8365
2829,IT Software,2022-08-08,4823,5412
2830,Equipment,2018-06-21,5617,3526
2831,Equipment,2015-05-13,8940,1070
2832,Vehicle,2021-01-17,45772,9100
2833,Equipment,2019-02-16,5204,4260
2834,IT Software,2013-11-18,14120,14600
2835,Equipment,2023-01-18,7927,2274
2836,Land,2022-09-06,481296,966688
2837,Vehicle,2017-05-21,31097,5712
2838,IT Software,2020-03-22,14844,15179
2839,Vehicle,2021-09-27,33489,7538
2840,Equipment,2022-09-04,9020,4874
2841,Land,2014-02-22,236701,561817
2842,Equipment,2021-03-21,5770,3674
2843,Equipment,2020-10-29,7379,2126
2844,Building,2014-01-19,467723,539100
2845,Building,2021-11-12,681282,719691
2846,Building,2014-01-15,463040,550614
2847,Equipment,2015-09-20,9547,1533
2848,IT Software,2019-03-28,14781,15133
2849,Building,2013-12-08,306739,338008
2850,IT Software,2019-06-05,1873,1900
2851,Land,2022-06-17,370301,562180
2852,Building,2018-08-22,576861,652481
2853,IT Software,2015-07-30,6193,6806
2854,Vehicle,2015-09-02,15570,6427
2855,Building,2014-08-11,573190,665546
2856,Vehicle,2018-06-26,32218,7603
2857,Building,2021-03-26,849677,914902
2858,Land,2022-03-19,105791,221967
2859,Land,2014-08-03,224648,413231
2860,Land,2022-12-20,223990,406946
2861,IT Software,2022-06-09,16212,17130
2862,Building,2014-12-03,550388,607631
2863,Vehicle,2019-03-03,37207,7370
2864,Land,2018-03-23,134110,388007
2865,IT Software,2022-09-20,14533,14756
2866,Land,2022-07-27,374582,749753
2867,IT Software,2019-02-08,11002,11845
2868,Vehicle,2018-07-08,21278,6321
2869,Vehicle,2022-01-03,24093,6157
2870,Vehicle,2016-12-18,38664,5371
2871,IT Software,2017-11-14,4678,5342
2872,Building,2023-01-28,692610,746398
2873,Building,2017-04-27,168615,186249
2874,Building,2015-06-03,259069,312070
2875,Land,2020-02-11,242991,473570
2876,Vehicle,2021-11-19,31069,5058
2877,Equipment,2022-09-11,8869,1563
2878,Equipment,2017-03-08,6609,1421
2879,Land,2019-05-20,433930,696415
2880,Vehicle,2021-07-15,33943,9118
2881,IT Software,2022-03-23,18281,19162
2882,IT Software,2018-02-18,5448,5798
2883,Vehicle,2019-10-22,18682,8399
2884,Equipment,2022-10-10,5048,2105
2885,IT Software,2015-02-11,1722,2049
2886,Vehicle,2015-09-19,22190,6983
2887,Building,2018-01-20,549346,621802
2888,Building,2018-11-13,251264,273192
2889,Equipment,2023-03-07,7466,4464
2890,Land,2022-10-24,213893,388904
2891,Land,2023-01-23,146951,473498
2892,Land,2019-11-10,498225,676313
2893,Vehicle,2013-12-04,38305,6312
2894,Vehicle,2022-09-27,44790,7026
2895,Equipment,2021-08-18,6473,4872
2896,Land,2022-10-08,202247,629330
2897,Equipment,2018-07-01,9844,2596
2898,Vehicle,2014-08-17,44105,7546
2899,Land,2020-05-29,296718,594102
2900,Building,2018-08-09,112154,138388
2901,Building,2015-11-09,505488,572709
2902,Equipment,2016-02-17,5012,2731
2903,IT Software,2015-04-27,5117,5120
2904,Land,2022-03-21,260768,422732
2905,Vehicle,2016-09-22,37009,5265
2906,Vehicle,2022-04-12,13599,9675
2907,Equipment,2016-02-22,9015,4550
2908,Building,2017-06-17,855494,908484
2909,IT Software,2018-03-08,16874,17491
2910,IT Software,2019-06-05,12667,12994
2911,IT Software,2021-06-08,1685,2263
2912,IT Software,2020-02-22,13275,14170
2913,Equipment,2014-08-22,7344,3219
2914,Land,2018-04-22,336739,503740
2915,IT Software,2017-03-21,8753,9430
2916,Land,2014-07-07,376707,648736
2917,Equipment,2016-07-07,9861,2292
2918,IT Software,2014-09-03,11482,11784
2919,IT Software,2021-03-07,11297,12067
2920,Building,2022-04-02,844077,927620
2921,Building,2014-01-25,314076,340755
2922,IT Software,2015-06-18,4535,4858
2923,Building,2019-11-26,494632,536696
2924,Building,2016-11-20,670019,768121
2925,IT Software,2015-08-12,6876,7465
2926,IT Software,2022-03-14,9646,10319
2927,Equipment,2022-09-11,5093,1455
2928,Building,2021-08-08,489364,526057
2929,Building,2016-09-14,600767,661946
2930,Equipment,2019-12-16,7412,2385
2931,Land,2016-07-31,388132,715864
2932,Building,2013-10-25,715010,780049
2933,Equipment,2021-10-10,9941,4242
2934,Vehicle,2022-04-17,24408,7543
2935,Land,2015-07-15,155611,304141
2936,Equipment,2015-05-09,9647,4189
2937,Equipment,2016-01-06,8205,3425
2938,Vehicle,2018-05-23,30421,7939
2939,Building,2022-06-17,924050,1002110
2940,Vehicle,2022-01-08,24854,7069
2941,Vehicle,2014-03-22,41832,6481
2942,IT Software,2014-05-01,9590,10588
2943,Land,2023-03-11,490297,700132
2944,Vehicle,2016-03-28,32509,7209
2945,Vehicle,2014-09-25,46298,9767
2946,Vehicle,2015-08-26,42192,8487
2947,IT Software,2022-12-27,10941,11027
2948,IT Software,2015-01-23,11933,11966
2949,Vehicle,2023-03-11,27528,6992
2950,Building,2022-01-13,617668,689489
2951,Equipment,2017-11-30,5277,1780
2952,Equipment,2019-08-23,5694,2663
2953,IT Software,2017-05-06,1971,2545
2954,Equipment,2020-03-08,7564,1039
2955,Vehicle,2021-10-01,30609,7341
2956,Building,2015-08-21,747015,797572
2957,Building,2021-03-16,767515,832004
2958,IT Software,2015-01-01,2343,2988
2959,Building,2022-05-16,553196,636048
2960,Vehicle,2016-12-07,46916,6788
2961,Land,2014-11-11,404712,688898
2962,Land,2017-05-01,462921,959369
2963,IT Software,2014-05-30,18070,18963
2964,IT Software,2016-07-19,5012,5213
2965,Equipment,2017-12-11,5428,4312
2966,Vehicle,2020-02-10,11699,8548
2967,Land,2019-02-15,285929,624085
2968,Land,2019-06-26,354522,753412
2969,Equipment,2022-01-07,7360,4499
2970,IT Software,2013-11-20,8138,9097
2971,Vehicle,2023-06-05,36219,9871
2972,Vehicle,2015-03-11,15670,5448
2973,Land,2017-08-25,422187,745007
2974,Vehicle,2017-03-07,48448,5838
2975,Building,2021-09-29,896290,937859
2976,Building,2016-05-14,317187,329050
2977,Land,2018-06-08,412514,533650
2978,IT Software,2020-12-26,5869,6671
2979,Building,2014-02-28,486176,536186
2980,Land,2020-06-22,260532,633452
2981,Land,2019-08-07,261689,573973
2982,Equipment,2013-07-24,9329,2381
2983,Land,2019-09-04,416388,875408
2984,Land,2022-01-19,374047,855132
2985,Equipment,2014-03-14,6607,1923
2986,Land,2017-01-25,125586,521996
2987,Vehicle,2017-01-05,12258,8523
2988,Land,2018-04-18,159473,621703
2989,IT Software,2023-03-20,12631,13529
2990,Vehicle,2020-07-23,48239,8101
2991,Land,2014-02-15,376328,742515
2992,Land,2023-06-02,284282,449803
2993,IT Software,2013-09-24,12595,12730
2994,Building,2013-12-03,680298,762384
2995,Land,2021-05-16,403586,526837
2996,Vehicle,2016-12-07,41204,9824
2997,Building,2019-01-19,861877,893825
2998,Vehicle,2021-11-12,23296,9651
2999,Equipment,2019-04-20,6557,2028
3000,Vehicle,2018-07-28,37673,5548
3001,Building,2015-01-10,232600,283977
3002,Vehicle,2020-04-29,40841,9092
3003,Land,2014-07-12,494259,758063
3004,Land,2014-07-13,191866,393159
3005,IT Software,2015-11-20,14740,15349
3006,Equipment,2016-12-13,9176,3731
3007,Equipment,2016-06-26,7140,1629
3008,Vehicle,2015-01-03,12758,6387
3009,Vehicle,2018-11-08,10119,8549
3010,Land,2014-10-16,498467,777078
3011,Building,2016-06-10,956128,1030036
3012,Land,2023-01-28,336599,830324
3013,Equipment,2018-08-26,5520,1797
3014,Vehicle,2019-09-09,18895,9336
3015,Land,2015-08-03,104559,250872
3016,IT Software,2020-04-18,2962,3527
3017,Land,2023-02-12,283084,722839
3018,Building,2015-12-17,465174,505334
3019,Land,2016-04-02,367271,835873
3020,Equipment,2018-05-24,6618,4951
3021,Vehicle,2015-12-13,14811,6730
3022,Land,2014-06-03,198649,464722
3023,IT Software,2017-05-25,2290,3064
3024,IT Software,2015-06-24,14669,15629
3025,Land,2016-10-24,346729,612340
3026,Building,2015-03-22,411264,493391
3027,Land,2015-11-19,104833,297942
3028,Building,2016-11-08,164511,202057
3029,Building,2021-02-15,304089,330942
3030,Land,2022-03-08,353805,692914
3031,Building,2017-07-08,153351,215074
3032,IT Software,2019-03-31,14100,14106
3033,Land,2015-06-04,359512,551921
3034,Vehicle,2020-05-05,44188,5268
3035,IT Software,2020-09-11,4990,5841
3036,IT Software,2022-08-06,1471,2226
3037,IT Software,2019-02-01,3526,4209
3038,Vehicle,2021-07-18,36942,7429
3039,Vehicle,2014-03-06,25559,5699
3040,Land,2016-07-16,268542,732358
3041,Building,2023-07-04,219672,316136
3042,Vehicle,2017-05-23,27130,5328
3043,Land,2017-11-22,337312,604298
3044,Land,2015-11-04,105381,264061
3045,Vehicle,2021-08-19,37709,5407
3046,Vehicle,2023-03-16,22135,6517
3047,Building,2021-12-01,100421,144695
3048,Building,2019-10-11,665876,741444
3049,Vehicle,2017-05-05,46742,9603
3050,Land,2017-07-23,281822,675574
3051,Land,2021-12-31,371629,475220
3052,IT Software,2018-05-26,14412,15070
3053,Equipment,2021-07-22,8292,2231
3054,Building,2020-04-02,755501,791377
3055,Vehicle,2017-07-23,39647,6140
3056,Vehicle,2016-01-21,15213,5824
3057,Equipment,2020-11-29,8798,4652
3058,Land,2016-11-10,413240,853498
3059,Land,2016-07-28,166568,289045
3060,IT Software,2016-04-16,9567,9797
3061,Building,2013-10-22,776075,847276
3062,Equipment,2021-11-17,9972,2464
3063,Vehicle,2020-08-28,23823,8150
3064,Land,2021-12-10,204715,421244
3065,Vehicle,2020-11-16,34989,6818
3066,Land,2023-06-26,421810,823523
3067,Building,2015-05-16,513010,605353
3068,Vehicle,2015-08-23,33319,6263
3069,Equipment,2017-04-13,9898,1457
3070,Equipment,2020-08-19,7248,2389
3071,Vehicle,2019-03-14,11882,6274
3072,Vehicle,2017-12-12,49465,7031
3073,Land,2019-10-07,461359,719924
3074,Land,2013-08-03,445194,691126
3075,Land,2013-11-04,201560,406382
3076,Building,2016-04-01,326213,397368
3077,Land,2013-10-26,307657,773681
3078,Equipment,2016-03-06,5542,2412
3079,Vehicle,2013-08-04,32624,7170
3080,IT Software,2019-06-27,18099,18255
3081,Vehicle,2023-06-23,14844,5275
3082,Vehicle,2020-10-06,36901,7749
3083,Equipment,2021-05-23,6573,4789
3084,Vehicle,2021-09-03,11495,9393
3085,Land,2019-05-07,237332,701976
3086,Building,2021-06-24,165302,258077
3087,IT Software,2014-02-13,5779,6406
3088,Equipment,2022-06-11,5207,2765
3089,Vehicle,2016-05-31,11324,7300
3090,IT Software,2020-09-12,8142,8253
3091,IT Software,2021-12-10,16942,17468
3092,Equipment,2019-02-03,9239,1561
3093,Building,2021-11-18,283385,309758
3094,Equipment,2021-10-16,9574,4504
3095,Land,2015-03-29,384535,687197
3096,Vehicle,2014-03-17,12501,8649
3097,Building,2019-09-10,222627,264005
3098,IT Software,2014-09-21,12124,12331
3099,Vehicle,2020-12-25,32713,8036
3100,Land,2020-07-10,336153,567926
3101,Equipment,2017-08-08,7147,1639
3102,Land,2021-01-11,253246,711148
3103,IT Software,2023-04-05,14185,15017
3104,Land,2022-09-20,458966,839583
3105,Building,2019-04-09,738125,811368
3106,IT Software,2015-07-12,4507,5157
3107,IT Software,2015-08-23,10324,11124
3108,Building,2022-07-01,102967,174006
3109,Building,2019-05-06,188051,207720
3110,Vehicle,2016-02-11,26271,6837
3111,Equipment,2014-09-10,9385,1200
3112,Vehicle,2017-12-18,12709,8477
3113,Equipment,2019-03-14,6717,1151
3114,Building,2016-12-03,984534,1076039
3115,Vehicle,2018-05-27,13986,6897
3116,IT Software,2022-10-22,18601,19182
3117,IT Software,2016-03-07,11427,12260
3118,IT Software,2022-09-10,3341,3675
3119,Building,2014-04-01,623111,702529
3120,Building,2014-09-07,379720,444765
3121,Land,2015-06-07,262697,757722
3122,Equipment,2018-02-10,7624,4379
3123,IT Software,2014-02-14,17127,17314
3124,Building,2015-05-09,701748,725791
3125,Building,2014-03-08,720846,738226
3126,Vehicle,2021-08-10,47418,5994
3127,Vehicle,2021-08-11,44594,8911
3128,Land,2017-01-16,435597,932922
3129,IT Software,2021-12-06,17424,18221
3130,IT Software,2014-09-28,6614,6925
3131,Vehicle,2020-02-23,48796,6200
3132,Equipment,2020-11-04,7543,2952
3133,Equipment,2022-08-26,5231,1420
3134,Building,2017-08-21,444916,472409
3135,Equipment,2016-11-29,6475,3506
3136,Building,2013-10-25,957187,1021680
3137,IT Software,2020-08-03,17281,18135
3138,Land,2017-02-03,258746,514744
3139,Equipment,2019-12-21,9899,2997
3140,Land,2014-05-28,100683,512663
3141,Building,2017-05-27,516126,531352
3142,Land,2014-03-23,302215,599478
3143,Building,2017-06-17,526389,599708
3144,IT Software,2015-06-23,4386,5022
3145,Vehicle,2020-12-09,35165,5188
3146,IT Software,2020-11-19,14377,15102
3147,Land,2019-09-12,247441,510821
3148,Vehicle,2023-02-08,15464,8460
3149,Building,2019-02-03,492070,577498
3150,IT Software,2015-02-03,12746,13702
3151,Land,2017-03-26,310197,597231
3152,Building,2015-04-20,636902,730984
3153,Equipment,2022-06-25,7235,3162
3154,Equipment,2021-04-25,5905,3622
3155,Vehicle,2014-05-26,36208,7797
3156,Building,2023-02-25,362374,407389
3157,Equipment,2023-05-16,6697,1849
3158,Building,2019-12-18,425757,502299
3159,IT Software,2014-08-08,10824,11343
3160,Land,2022-04-07,459172,947853
3161,Land,2019-02-07,119849,375956
3162,Land,2022-11-01,199658,349185
3163,Land,2021-06-02,311901,704021
3164,IT Software,2019-04-19,11734,11822
3165,Equipment,2014-11-22,8318,4721
3166,Building,2021-04-23,695489,725629
3167,Building,2020-05-14,145805,167577
3168,Building,2016-01-28,780245,831217
3169,Land,2017-06-04,269139,564607
3170,IT Software,2021-11-14,10480,10539
3171,Land,2022-12-01,287575,432546
3172,IT Software,2020-08-25,14479,14704
3173,Land,2020-01-27,368311,469567
3174,Land,2021-12-05,395015,547195
3175,IT Software,2019-01-10,5049,5953
3176,IT Software,2018-06-24,15144,15511
3177,Vehicle,2016-11-16,49208,6083
3178,Building,2023-03-28,999014,1042822
3179,Vehicle,2019-06-28,41446,8460
3180,Land,2015-08-11,114880,393127
3181,Equipment,2014-07-22,9489,3909
3182,IT Software,2021-01-21,4922,5037
3183,Land,2013-10-03,162443,339583
3184,Land,2014-08-02,470036,780258
3185,IT Software,2015-04-15,6574,6960
3186,IT Software,2022-12-25,9125,9191
