expense_id,expense_date,expense_amount,description,department_id
4440,2022-06-11,8237,expense related to employee recruitment,8
4441,2020-07-16,2149,expense related to mergers and acquisitions,3
4442,2019-12-29,7793,expense related to internal controls,6
4443,2019-09-29,6950,expense related to savings account,1
4444,2020-12-25,9034,expense related to capital market operations,3
4445,2023-06-14,5463,expense related to market research,9
4446,2022-03-13,6747,expense related to financial planning,4
4447,2021-12-04,2168,expense related to technology upgrades,5
4448,2021-02-23,9192,expense related to treasury activities,7
4449,2022-04-21,6733,expense related to savings account,1
4450,2020-02-29,6917,expense related to performance management,8
4451,2021-07-28,6902,expense related to personalized advisory services for affluent customers,4
4452,2022-09-15,7421,expense related to treasury activities,7
4453,2023-05-07,2219,expense related to internal controls,6
4454,2021-11-18,8638,expense related to investment management,4
4455,2022-10-29,6891,expense related to customer acquisition strategies,9
4456,2021-11-07,1292,expense related to training and development,8
4457,2020-11-05,4921,expense related to technology upgrades,5
4458,2022-08-09,2058,expense related to technology upgrades,5
4459,2020-04-11,5535,expense related to cash management for businesses,2
4460,2022-05-20,3048,expense related to marketing campaigns,9
4461,2019-08-14,4375,expense related to performance management,8
4462,2020-07-22,4848,expense related to capital market operations,3
4463,2022-11-09,3348,expense related to mergers and acquisitions,3
4464,2019-11-24,9898,expense related to marketing campaigns,9
4465,2022-10-25,5491,expense related to checking account,1
4466,2022-10-16,8329,expense related to cybersecurity measures,5
4467,2021-11-06,3514,expense related to capital market operations,3
4468,2022-03-14,6535,expense related to employee recruitment,8
4469,2020-10-20,6844,expense related to savings account,1
4470,2019-12-12,4699,expense related to back-office operations,5
4471,2020-07-15,4261,expense related to internal controls,6
4472,2022-11-24,6215,expense related to back-office operations,5
4473,2021-11-05,3894,expense related to trade finance,2
4474,2019-10-21,6006,expense related to treasury activities,7
4475,2022-09-23,6805,expense related to internal controls,6
4476,2022-08-25,4305,expense related to mergers and acquisitions,3
4477,2022-09-15,6111,expense related to financial planning,4
4478,2020-06-05,5119,expense related to back-office operations,5
4479,2022-12-15,1015,expense related to liquidity management,7
4480,2022-05-27,8256,expense related to performance management,8
4481,2021-06-02,5215,expense related to cybersecurity measures,5
4482,2021-12-03,8453,expense related to liquidity management,7
4483,2023-04-29,8871,expense related to credit cards,1
4484,2022-07-30,5137,expense related to personalized advisory services for affluent customers,4
4485,2021-05-02,1993,expense related to capital market operations,3
4486,2020-12-29,6576,expense related to checking account,1
4487,2023-03-28,5773,expense related to personalized advisory services for affluent customers,4
4488,2022-04-10,7583,expense related to liquidity management,7
4489,2019-11-02,2440,expense related to personalized advisory services for affluent customers,4
4490,2020-10-03,2249,expense related to mergers and acquisitions,3
4491,2021-02-12,6197,expense related to cybersecurity measures,5
4492,2022-08-07,8813,expense related to savings account,1
4493,2021-08-05,1070,expense related to training and development,8
4494,2019-07-30,1422,expense related to personalized advisory services for affluent customers,4
4495,2023-05-08,8819,expense related to cybersecurity measures,5
4496,2021-07-27,3654,expense related to financial planning,4
4497,2022-10-02,8041,expense related to risk assessment,6
4498,2023-04-17,1338,expense related to capital market operations,3
4499,2021-06-11,6742,expense related to checking account,1
4500,2021-07-22,8489,expense related to checking account,1
4501,2020-03-21,8900,expense related to checking account,1
4502,2023-01-06,4220,expense related to performance management,8
4503,2020-09-04,1697,expense related to liquidity management,7
4504,2021-05-01,1301,expense related to treasury activities,7
4505,2023-01-30,2419,expense related to technology upgrades,5
4506,2020-03-09,4915,expense related to treasury activities,7
4507,2021-06-26,7488,expense related to commercial loans,2
4508,2022-10-03,6873,expense related to internal controls,6
4509,2019-10-11,4644,expense related to market research,9
4510,2019-09-01,7521,expense related to checking account,1
4511,2023-01-12,9021,expense related to trade finance,2
4512,2023-01-18,3973,expense related to cybersecurity measures,5
4513,2021-06-10,1613,expense related to treasury activities,7
4514,2022-03-05,4583,expense related to marketing campaigns,9
4515,2019-07-18,4801,expense related to internal controls,6
4516,2022-09-24,1516,expense related to liquidity management,7
4517,2022-08-19,5701,expense related to employee recruitment,8
4518,2022-10-26,1812,expense related to savings account,1
4519,2022-12-17,9828,expense related to training and development,8
4520,2020-01-19,8495,expense related to market research,9
4521,2023-05-10,5054,expense related to commercial loans,2
4522,2020-05-29,1338,expense related to treasury activities,7
4523,2022-10-01,5189,expense related to trade finance,2
4524,2019-11-01,5176,expense related to technology upgrades,5
4525,2022-10-13,3593,expense related to capital market operations,3
4526,2019-08-07,3661,expense related to risk assessment,6
4527,2021-05-03,4117,expense related to customer acquisition strategies,9
4528,2022-07-12,5174,expense related to internal controls,6
4529,2020-09-07,9753,expense related to marketing campaigns,9
4530,2022-02-16,7516,expense related to mergers and acquisitions,3
4531,2021-11-25,7184,expense related to employee recruitment,8
4532,2022-03-03,1798,expense related to personalized advisory services for affluent customers,4
4533,2023-03-04,3391,expense related to investment management,4
4534,2023-03-06,4967,expense related to financial planning,4
4535,2022-04-23,3046,expense related to trading operations,7
4536,2021-04-21,9038,expense related to savings account,1
4537,2019-11-01,7531,expense related to performance management,8
4538,2023-03-01,3073,expense related to capital market operations,3
4539,2023-06-06,1077,expense related to financial planning,4
4540,2020-05-02,3930,expense related to trade finance,2
4541,2023-05-03,7154,expense related to checking account,1
4542,2022-11-01,4049,expense related to cash management for businesses,2
4543,2020-01-27,7565,expense related to performance management,8
4544,2023-04-04,9358,expense related to financial planning,4
4545,2022-03-31,5248,expense related to financial planning,4
4546,2023-06-28,1733,expense related to market research,9
4547,2020-12-06,9269,expense related to checking account,1
4548,2020-09-13,1997,expense related to credit cards,1
4549,2020-11-01,2452,expense related to personalized advisory services for affluent customers,4
4550,2021-03-22,8776,expense related to training and development,8
4551,2020-08-03,6252,expense related to treasury activities,7
4552,2021-11-18,5930,expense related to personalized advisory services for affluent customers,4
4553,2022-04-23,6474,expense related to risk assessment,6
4554,2022-07-12,5739,expense related to investment management,4
4555,2020-05-01,7757,expense related to cybersecurity measures,5
4556,2019-08-24,9589,expense related to mergers and acquisitions,3
4557,2019-07-29,6478,expense related to capital market operations,3
4558,2022-10-26,4961,expense related to performance management,8
4559,2022-06-13,4497,expense related to performance management,8
4560,2022-09-10,2631,expense related to market research,9
4561,2023-07-01,6637,expense related to capital market operations,3
4562,2020-06-01,5801,expense related to technology upgrades,5
4563,2022-03-02,3576,expense related to cash management for businesses,2
4564,2020-05-29,3226,expense related to performance management,8
4565,2021-08-23,9832,expense related to checking account,1
4566,2022-01-22,8702,expense related to cybersecurity measures,5
4567,2022-04-24,5751,expense related to mergers and acquisitions,3
4568,2023-04-04,1137,expense related to employee recruitment,8
4569,2019-10-31,4623,expense related to technology upgrades,5
4570,2020-10-20,9614,expense related to market research,9
4571,2022-11-19,6574,expense related to market research,9
4572,2019-07-11,1753,expense related to employee recruitment,8
4573,2020-11-03,5279,expense related to mergers and acquisitions,3
4574,2021-06-13,5996,expense related to risk assessment,6
4575,2021-09-21,7999,expense related to mergers and acquisitions,3
4576,2021-02-08,4785,expense related to market research,9
4577,2020-02-07,7982,expense related to financial planning,4
4578,2021-10-22,2807,expense related to liquidity management,7
4579,2020-09-14,5110,expense related to cash management for businesses,2
4580,2023-04-15,1103,expense related to liquidity management,7
4581,2022-08-14,5192,expense related to marketing campaigns,9
4582,2021-08-13,4352,expense related to cybersecurity measures,5
4583,2021-01-08,4441,expense related to liquidity management,7
4584,2020-02-12,1737,expense related to back-office operations,5
4585,2022-02-06,5102,expense related to credit cards,1
4586,2020-10-09,1419,expense related to performance management,8
4587,2023-04-21,5659,expense related to checking account,1
4588,2021-04-19,9035,expense related to capital market operations,3
4589,2021-09-06,8911,expense related to compliance monitoring,6
4590,2023-02-19,6646,expense related to financial planning,4
4591,2019-09-25,5201,expense related to marketing campaigns,9
4592,2023-01-10,1442,expense related to market research,9
4593,2021-07-31,1510,expense related to back-office operations,5
4594,2023-02-06,3991,expense related to liquidity management,7
4595,2023-05-07,2464,expense related to savings account,1
4596,2022-04-29,9836,expense related to liquidity management,7
4597,2021-04-07,3794,expense related to mergers and acquisitions,3
4598,2022-10-09,4322,expense related to compliance monitoring,6
4599,2021-03-27,5825,expense related to technology upgrades,5
4600,2020-12-31,3543,expense related to back-office operations,5
4601,2021-01-05,7438,expense related to financial planning,4
4602,2022-10-02,5286,expense related to risk assessment,6
4603,2021-01-04,2415,expense related to savings account,1
4604,2022-07-15,6369,expense related to trade finance,2
4605,2021-07-19,8018,expense related to trading operations,7
4606,2022-06-16,6151,expense related to credit cards,1
4607,2023-06-20,4649,expense related to technology upgrades,5
4608,2019-11-05,6735,expense related to mergers and acquisitions,3
4609,2020-01-08,2996,expense related to back-office operations,5
4610,2022-10-30,5491,expense related to marketing campaigns,9
4611,2023-01-23,2716,expense related to capital market operations,3
4612,2023-05-25,5345,expense related to back-office operations,5
4613,2020-08-19,1659,expense related to checking account,1
4614,2022-11-12,4728,expense related to checking account,1
4615,2019-10-17,8270,expense related to liquidity management,7
4616,2022-01-08,2261,expense related to liquidity management,7
4617,2022-02-12,5438,expense related to customer acquisition strategies,9
4618,2021-10-09,1496,expense related to internal controls,6
4619,2021-07-26,1005,expense related to cash management for businesses,2
4620,2020-06-01,1241,expense related to credit cards,1
4621,2022-01-18,1130,expense related to employee recruitment,8
4622,2019-07-09,2547,expense related to back-office operations,5
4623,2020-02-03,3636,expense related to technology upgrades,5
4624,2022-06-28,7965,expense related to cybersecurity measures,5
4625,2022-07-25,9767,expense related to trade finance,2
4626,2021-09-19,9616,expense related to trading operations,7
4627,2023-03-25,5177,expense related to investment management,4
4628,2023-07-02,9252,expense related to training and development,8
4629,2019-07-06,1955,expense related to risk assessment,6
4630,2023-01-20,8931,expense related to risk assessment,6
4631,2019-07-31,6492,expense related to marketing campaigns,9
4632,2020-03-03,6516,expense related to capital market operations,3
4633,2021-11-28,3510,expense related to trade finance,2
4634,2019-12-08,5283,expense related to mergers and acquisitions,3
4635,2021-11-18,1960,expense related to savings account,1
4636,2022-12-29,1156,expense related to cybersecurity measures,5
4637,2021-07-25,1241,expense related to financial planning,4
4638,2023-02-04,3463,expense related to capital market operations,3
4639,2021-12-04,5698,expense related to financial planning,4
4640,2022-11-01,5408,expense related to trading operations,7
4641,2021-09-30,9784,expense related to compliance monitoring,6
4642,2023-02-19,5104,expense related to market research,9
4643,2022-10-24,2780,expense related to capital market operations,3
4644,2023-02-17,2933,expense related to marketing campaigns,9
4645,2019-10-30,2102,expense related to credit cards,1
4646,2021-08-12,8976,expense related to financial planning,4
4647,2023-03-19,6801,expense related to financial planning,4
4648,2021-12-08,1750,expense related to cybersecurity measures,5
4649,2019-09-10,1771,expense related to risk assessment,6
4650,2022-09-19,4666,expense related to financial planning,4
4651,2020-08-21,5153,expense related to cash management for businesses,2
4652,2022-02-08,7333,expense related to market research,9
4653,2023-05-14,5340,expense related to risk assessment,6
4654,2022-12-26,7001,expense related to cybersecurity measures,5
4655,2021-09-27,6848,expense related to back-office operations,5
4656,2020-12-01,1166,expense related to personalized advisory services for affluent customers,4
4657,2022-08-26,2680,expense related to cybersecurity measures,5
4658,2023-02-04,2001,expense related to cash management for businesses,2
4659,2022-07-30,9034,expense related to compliance monitoring,6
4660,2020-07-10,4292,expense related to mergers and acquisitions,3
4661,2020-09-20,5436,expense related to financial planning,4
4662,2023-04-13,1915,expense related to risk assessment,6
4663,2021-06-17,3879,expense related to marketing campaigns,9
4664,2021-12-20,6945,expense related to mergers and acquisitions,3
4665,2020-03-15,2618,expense related to personalized advisory services for affluent customers,4
4666,2021-09-01,2206,expense related to treasury activities,7
4667,2020-12-02,5075,expense related to trade finance,2
4668,2023-05-18,5886,expense related to trading operations,7
4669,2019-09-30,4798,expense related to liquidity management,7
4670,2022-12-03,8607,expense related to investment management,4
4671,2022-03-28,8067,expense related to internal controls,6
4672,2020-03-17,5170,expense related to compliance monitoring,6
4673,2019-08-31,7925,expense related to performance management,8
4674,2019-07-26,4505,expense related to personalized advisory services for affluent customers,4
4675,2023-02-08,1876,expense related to credit cards,1
4676,2023-04-04,3981,expense related to training and development,8
4677,2019-12-15,2367,expense related to mergers and acquisitions,3
4678,2021-01-20,6434,expense related to financial planning,4
4679,2020-02-06,5857,expense related to mergers and acquisitions,3
4680,2023-01-05,7099,expense related to risk assessment,6
4681,2021-04-14,7370,expense related to training and development,8
4682,2022-06-20,6870,expense related to risk assessment,6
4683,2019-11-10,4780,expense related to trading operations,7
4684,2019-11-03,4575,expense related to capital market operations,3
4685,2022-08-18,9632,expense related to financial planning,4
4686,2020-04-07,6648,expense related to credit cards,1
4687,2020-06-21,4654,expense related to market research,9
4688,2022-02-02,2925,expense related to customer acquisition strategies,9
4689,2020-06-02,4393,expense related to financial planning,4
4690,2020-03-31,5805,expense related to market research,9
4691,2019-10-25,8710,expense related to compliance monitoring,6
4692,2022-03-04,4198,expense related to internal controls,6
4693,2022-05-28,4081,expense related to credit cards,1
4694,2022-02-24,1311,expense related to compliance monitoring,6
4695,2019-11-27,4627,expense related to liquidity management,7
4696,2020-08-19,4132,expense related to risk assessment,6
4697,2019-11-04,1649,expense related to personalized advisory services for affluent customers,4
4698,2020-09-06,5274,expense related to cash management for businesses,2
4699,2020-09-26,3935,expense related to treasury activities,7
4700,2021-03-16,2995,expense related to market research,9
4701,2021-06-17,6994,expense related to checking account,1
4702,2022-12-25,5319,expense related to commercial loans,2
4703,2023-05-18,2192,expense related to capital market operations,3
4704,2020-06-13,7117,expense related to trading operations,7
4705,2020-06-22,1370,expense related to investment management,4
4706,2021-11-25,1014,expense related to savings account,1
4707,2021-12-28,3316,expense related to trading operations,7
4708,2022-12-16,8286,expense related to capital market operations,3
4709,2020-05-20,8905,expense related to risk assessment,6
4710,2020-09-05,7898,expense related to performance management,8
4711,2019-12-09,3004,expense related to mergers and acquisitions,3
4712,2022-12-11,3151,expense related to treasury activities,7
4713,2020-09-19,2018,expense related to marketing campaigns,9
4714,2022-08-26,1559,expense related to risk assessment,6
4715,2022-04-12,4576,expense related to cybersecurity measures,5
4716,2022-03-25,2526,expense related to market research,9
4717,2020-04-23,7765,expense related to back-office operations,5
4718,2023-07-04,9727,expense related to capital market operations,3
4719,2019-09-13,6067,expense related to credit cards,1
4720,2019-07-16,3399,expense related to market research,9
4721,2023-04-25,1282,expense related to savings account,1
4722,2021-08-19,9609,expense related to technology upgrades,5
4723,2023-03-08,7544,expense related to savings account,1
4724,2019-09-09,5697,expense related to internal controls,6
4725,2020-12-22,4572,expense related to capital market operations,3
4726,2020-03-27,2023,expense related to internal controls,6
4727,2022-08-04,3777,expense related to training and development,8
4728,2020-04-08,4922,expense related to internal controls,6
4729,2021-04-22,3493,expense related to technology upgrades,5
4730,2023-04-10,7126,expense related to savings account,1
4731,2022-07-05,2406,expense related to compliance monitoring,6
4732,2019-11-27,1601,expense related to training and development,8
4733,2022-11-05,2780,expense related to internal controls,6
4734,2022-03-19,5318,expense related to treasury activities,7
4735,2020-06-05,4721,expense related to checking account,1
4736,2021-10-22,2356,expense related to financial planning,4
4737,2021-11-03,7311,expense related to commercial loans,2
4738,2021-01-24,2638,expense related to back-office operations,5
4739,2020-08-28,4660,expense related to market research,9
4740,2022-06-04,6403,expense related to customer acquisition strategies,9
4741,2023-04-16,1394,expense related to capital market operations,3
4742,2022-08-03,7960,expense related to employee recruitment,8
4743,2020-03-13,1865,expense related to marketing campaigns,9
4744,2022-10-12,8835,expense related to performance management,8
4745,2021-10-21,6623,expense related to financial planning,4
4746,2022-05-20,6797,expense related to checking account,1
4747,2020-08-09,1521,expense related to personalized advisory services for affluent customers,4
4748,2023-06-21,6680,expense related to risk assessment,6
4749,2021-04-17,9717,expense related to trading operations,7
4750,2021-01-05,5936,expense related to customer acquisition strategies,9
4751,2020-12-18,1861,expense related to trading operations,7
4752,2023-06-17,9222,expense related to trade finance,2
4753,2023-06-13,8777,expense related to risk assessment,6
4754,2020-02-27,1476,expense related to commercial loans,2
4755,2023-02-01,6142,expense related to marketing campaigns,9
4756,2023-01-25,8712,expense related to risk assessment,6
4757,2022-01-10,7489,expense related to checking account,1
4758,2021-05-20,4783,expense related to credit cards,1
4759,2020-11-01,3593,expense related to back-office operations,5
4760,2022-05-07,5163,expense related to liquidity management,7
4761,2023-03-18,9042,expense related to trading operations,7
4762,2021-10-04,1470,expense related to risk assessment,6
4763,2023-04-09,9625,expense related to capital market operations,3
4764,2023-06-10,8326,expense related to employee recruitment,8
4765,2022-06-06,1725,expense related to trading operations,7
4766,2023-06-01,5520,expense related to credit cards,1
4767,2022-03-11,4530,expense related to checking account,1
4768,2023-05-18,3494,expense related to employee recruitment,8
4769,2023-05-16,4820,expense related to employee recruitment,8
4770,2019-09-22,6906,expense related to training and development,8
4771,2023-06-25,7459,expense related to trading operations,7
4772,2021-07-01,7097,expense related to liquidity management,7
4773,2022-10-24,7679,expense related to treasury activities,7
4774,2020-11-04,1999,expense related to credit cards,1
4775,2021-10-01,8373,expense related to cybersecurity measures,5
4776,2021-10-02,4808,expense related to trading operations,7
4777,2020-11-04,4192,expense related to liquidity management,7
4778,2022-04-14,8923,expense related to commercial loans,2
4779,2021-10-08,9163,expense related to performance management,8
4780,2023-03-12,1151,expense related to checking account,1
4781,2020-04-27,5445,expense related to commercial loans,2
4782,2022-09-19,8773,expense related to mergers and acquisitions,3
4783,2021-03-04,9446,expense related to liquidity management,7
4784,2020-10-08,5937,expense related to compliance monitoring,6
4785,2020-05-20,9846,expense related to internal controls,6
4786,2020-08-04,1620,expense related to mergers and acquisitions,3
4787,2021-03-30,4947,expense related to training and development,8
4788,2023-01-31,8132,expense related to trade finance,2
4789,2022-01-27,6548,expense related to mergers and acquisitions,3
4790,2022-04-05,7788,expense related to employee recruitment,8
4791,2020-03-22,9271,expense related to training and development,8
4792,2020-07-04,4354,expense related to savings account,1
4793,2022-08-01,9418,expense related to training and development,8
4794,2020-11-18,6494,expense related to credit cards,1
4795,2021-04-27,9541,expense related to liquidity management,7
4796,2020-12-26,5832,expense related to personalized advisory services for affluent customers,4
4797,2021-06-26,1976,expense related to compliance monitoring,6
4798,2020-10-07,2858,expense related to checking account,1
4799,2023-04-04,3585,expense related to mergers and acquisitions,3
4800,2020-03-11,5014,expense related to investment management,4
4801,2021-07-07,7281,expense related to compliance monitoring,6
4802,2022-04-08,5062,expense related to cash management for businesses,2
4803,2019-11-22,8199,expense related to mergers and acquisitions,3
4804,2020-07-08,5630,expense related to commercial loans,2
4805,2020-07-01,2105,expense related to compliance monitoring,6
4806,2022-03-10,1524,expense related to credit cards,1
4807,2020-08-11,7555,expense related to investment management,4
4808,2023-06-11,6431,expense related to investment management,4
4809,2021-01-21,9513,expense related to credit cards,1
4810,2019-07-05,8960,expense related to credit cards,1
4811,2022-11-09,5121,expense related to performance management,8
4812,2020-06-15,1208,expense related to technology upgrades,5
4813,2022-07-26,2918,expense related to market research,9
4814,2023-02-05,9745,expense related to training and development,8
4815,2022-09-21,2437,expense related to financial planning,4
4816,2023-03-22,6232,expense related to trading operations,7
4817,2023-06-11,1377,expense related to mergers and acquisitions,3
4818,2020-06-15,1714,expense related to savings account,1
4819,2021-06-07,8683,expense related to cybersecurity measures,5
4820,2019-12-02,2526,expense related to trading operations,7
4821,2021-03-01,7539,expense related to treasury activities,7
4822,2020-02-01,6479,expense related to market research,9
4823,2020-01-07,8311,expense related to trading operations,7
4824,2020-01-24,2197,expense related to internal controls,6
4825,2022-12-07,5878,expense related to internal controls,6
4826,2021-08-05,3558,expense related to personalized advisory services for affluent customers,4
4827,2020-11-14,9417,expense related to customer acquisition strategies,9
4828,2023-06-18,4525,expense related to market research,9
4829,2023-02-18,1888,expense related to cash management for businesses,2
4830,2020-10-31,4345,expense related to internal controls,6
4831,2019-10-09,6093,expense related to internal controls,6
4832,2022-08-23,9634,expense related to financial planning,4
4833,2020-07-17,6960,expense related to capital market operations,3
4834,2019-08-19,9032,expense related to liquidity management,7
4835,2020-08-26,4779,expense related to checking account,1
4836,2019-07-09,3532,expense related to financial planning,4
4837,2021-01-17,8583,expense related to mergers and acquisitions,3
4838,2023-05-27,5397,expense related to liquidity management,7
4839,2021-09-27,8838,expense related to mergers and acquisitions,3
4840,2019-10-01,5099,expense related to investment management,4
4841,2020-10-17,5506,expense related to trade finance,2
4842,2022-09-29,8508,expense related to trade finance,2
4843,2020-02-14,2592,expense related to customer acquisition strategies,9
4844,2020-07-12,7764,expense related to market research,9
4845,2020-03-12,1133,expense related to trading operations,7
4846,2021-05-30,6496,expense related to financial planning,4
4847,2021-06-25,6196,expense related to internal controls,6
4848,2022-06-15,1641,expense related to risk assessment,6
4849,2021-12-26,8025,expense related to checking account,1
4850,2022-10-09,8998,expense related to financial planning,4
4851,2020-08-24,7636,expense related to training and development,8
4852,2021-09-05,2956,expense related to trading operations,7
4853,2020-05-22,2621,expense related to capital market operations,3
4854,2022-01-16,5432,expense related to employee recruitment,8
4855,2019-11-07,3822,expense related to customer acquisition strategies,9
4856,2020-06-06,8849,expense related to capital market operations,3
4857,2022-02-26,4004,expense related to commercial loans,2
4858,2020-05-26,6909,expense related to financial planning,4
4859,2020-08-25,8660,expense related to trading operations,7
4860,2019-07-29,8468,expense related to marketing campaigns,9
4861,2022-03-28,6300,expense related to performance management,8
4862,2019-08-08,8058,expense related to treasury activities,7
4863,2019-10-09,6862,expense related to customer acquisition strategies,9
4864,2022-06-09,7272,expense related to cybersecurity measures,5
4865,2022-01-09,8303,expense related to capital market operations,3
4866,2019-11-27,7218,expense related to performance management,8
4867,2022-11-18,2081,expense related to commercial loans,2
4868,2021-02-24,1997,expense related to liquidity management,7
4869,2022-10-07,3741,expense related to credit cards,1
4870,2021-09-14,7007,expense related to trade finance,2
4871,2022-07-24,9481,expense related to liquidity management,7
4872,2022-10-03,9256,expense related to trading operations,7
4873,2021-12-18,7882,expense related to liquidity management,7
4874,2023-07-01,6298,expense related to savings account,1
4875,2020-09-30,6102,expense related to trade finance,2
4876,2020-05-18,7974,expense related to mergers and acquisitions,3
4877,2021-03-24,2521,expense related to treasury activities,7
4878,2021-07-08,9702,expense related to marketing campaigns,9
4879,2023-05-15,8086,expense related to compliance monitoring,6
4880,2023-04-01,4523,expense related to cash management for businesses,2
4881,2021-08-24,1638,expense related to trading operations,7
4882,2019-12-25,7029,expense related to checking account,1
4883,2019-09-14,7979,expense related to compliance monitoring,6
4884,2021-01-14,3564,expense related to checking account,1
4885,2021-04-15,5977,expense related to savings account,1
4886,2020-09-30,6383,expense related to market research,9
4887,2020-05-30,1513,expense related to cash management for businesses,2
4888,2020-05-12,7087,expense related to employee recruitment,8
4889,2023-06-08,1539,expense related to back-office operations,5
4890,2020-08-25,4759,expense related to commercial loans,2
4891,2020-07-16,5783,expense related to capital market operations,3
4892,2021-04-19,1277,expense related to trading operations,7
4893,2020-11-27,7134,expense related to risk assessment,6
4894,2020-09-25,4329,expense related to back-office operations,5
4895,2021-05-29,8479,expense related to savings account,1
4896,2020-03-10,9684,expense related to risk assessment,6
4897,2019-07-07,7854,expense related to liquidity management,7
4898,2019-09-14,9983,expense related to personalized advisory services for affluent customers,4
4899,2021-02-16,1127,expense related to training and development,8
4900,2021-12-17,4192,expense related to marketing campaigns,9
4901,2020-04-18,9394,expense related to savings account,1
4902,2021-06-10,2935,expense related to trading operations,7
4903,2023-05-28,2076,expense related to training and development,8
4904,2021-01-29,4581,expense related to cash management for businesses,2
4905,2022-03-11,5328,expense related to savings account,1
4906,2023-02-18,1275,expense related to employee recruitment,8
4907,2022-12-30,1544,expense related to compliance monitoring,6
4908,2022-01-29,2818,expense related to cash management for businesses,2
4909,2020-09-14,4970,expense related to treasury activities,7
4910,2020-11-20,7501,expense related to internal controls,6
4911,2019-10-11,2975,expense related to risk assessment,6
4912,2020-11-12,4201,expense related to technology upgrades,5
4913,2022-05-28,8264,expense related to savings account,1
4914,2020-09-24,4001,expense related to training and development,8
4915,2021-06-02,5263,expense related to training and development,8
4916,2019-10-25,4764,expense related to employee recruitment,8
4917,2021-05-28,1801,expense related to personalized advisory services for affluent customers,4
4918,2021-02-07,2325,expense related to internal controls,6
4919,2021-02-22,8749,expense related to employee recruitment,8
4920,2022-10-15,6416,expense related to liquidity management,7
4921,2020-09-05,8024,expense related to investment management,4
4922,2021-06-30,5656,expense related to treasury activities,7
4923,2023-02-09,2895,expense related to treasury activities,7
4924,2021-02-17,7670,expense related to liquidity management,7
4925,2022-08-26,3117,expense related to credit cards,1
4926,2022-04-14,2052,expense related to liquidity management,7
4927,2020-01-02,7251,expense related to back-office operations,5
4928,2021-10-24,1649,expense related to technology upgrades,5
4929,2021-12-21,4417,expense related to credit cards,1
4930,2020-06-02,3040,expense related to performance management,8
4931,2022-10-08,5492,expense related to cash management for businesses,2
4932,2020-08-10,9643,expense related to employee recruitment,8
4933,2023-04-17,5107,expense related to back-office operations,5
4934,2023-02-12,1257,expense related to technology upgrades,5
4935,2023-03-23,3750,expense related to investment management,4
4936,2020-08-04,8913,expense related to cash management for businesses,2
4937,2020-11-05,1249,expense related to performance management,8
4938,2019-07-16,3782,expense related to trade finance,2
4939,2020-01-23,7173,expense related to compliance monitoring,6
4940,2021-05-25,8794,expense related to customer acquisition strategies,9
4941,2022-04-04,8967,expense related to compliance monitoring,6
4942,2021-05-16,5373,expense related to training and development,8
4943,2022-08-23,7027,expense related to personalized advisory services for affluent customers,4
4944,2019-07-16,9518,expense related to performance management,8
4945,2020-06-04,6586,expense related to performance management,8
4946,2020-04-20,3686,expense related to savings account,1
4947,2021-05-18,7908,expense related to technology upgrades,5
4948,2019-12-24,7589,expense related to credit cards,1
4949,2023-06-10,5931,expense related to internal controls,6
4950,2023-04-27,1096,expense related to credit cards,1
4951,2021-02-07,9533,expense related to internal controls,6
4952,2021-08-11,8513,expense related to employee recruitment,8
4953,2021-04-22,4069,expense related to employee recruitment,8
4954,2021-07-25,2283,expense related to mergers and acquisitions,3
4955,2023-05-27,9562,expense related to capital market operations,3
4956,2022-03-14,1960,expense related to credit cards,1
4957,2020-06-27,4217,expense related to cybersecurity measures,5
4958,2022-04-13,4557,expense related to trading operations,7
4959,2023-05-22,7277,expense related to internal controls,6
4960,2022-05-16,2882,expense related to cash management for businesses,2
4961,2021-07-08,2214,expense related to risk assessment,6
4962,2022-04-04,3038,expense related to training and development,8
4963,2020-09-13,8925,expense related to investment management,4
4964,2022-02-21,3844,expense related to performance management,8
4965,2023-05-28,8246,expense related to trading operations,7
4966,2022-05-09,4056,expense related to training and development,8
4967,2023-04-12,1851,expense related to personalized advisory services for affluent customers,4
4968,2023-01-25,6105,expense related to financial planning,4
4969,2021-08-15,4037,expense related to training and development,8
4970,2019-09-06,5973,expense related to employee recruitment,8
4971,2021-10-26,9402,expense related to mergers and acquisitions,3
4972,2022-08-04,1717,expense related to commercial loans,2
4973,2023-01-28,4165,expense related to compliance monitoring,6
4974,2023-07-03,5234,expense related to internal controls,6
4975,2020-04-05,2016,expense related to personalized advisory services for affluent customers,4
4976,2022-08-10,2192,expense related to capital market operations,3
4977,2021-02-10,6947,expense related to checking account,1
4978,2020-02-02,9373,expense related to checking account,1
4979,2019-09-30,4878,expense related to market research,9
4980,2020-08-10,1583,expense related to customer acquisition strategies,9
4981,2023-06-23,3283,expense related to capital market operations,3
4982,2020-01-08,6281,expense related to training and development,8
4983,2020-06-26,6703,expense related to internal controls,6
4984,2019-10-07,5446,expense related to liquidity management,7
4985,2022-05-03,1942,expense related to technology upgrades,5
4986,2021-08-30,4859,expense related to cash management for businesses,2
4987,2022-05-03,6354,expense related to customer acquisition strategies,9
4988,2021-12-12,5392,expense related to mergers and acquisitions,3
4989,2021-09-29,2616,expense related to risk assessment,6
4990,2020-11-13,4870,expense related to employee recruitment,8
4991,2022-04-26,1564,expense related to commercial loans,2
4992,2022-04-15,8167,expense related to personalized advisory services for affluent customers,4
