account_exception_id,account_id,employee_id,exception_date,exception_status,exception_type,description
1620,23476,19954,2014-12-02,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1621,4442,23331,2010-07-13,In progress,Overdrawn account,Account balance dropped below zero
1622,27023,20240,2018-06-26,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1623,27724,21316,2013-07-14,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1624,18437,618,2019-01-16,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1625,12122,14868,2018-11-14,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1626,19246,1247,2019-02-27,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1627,8480,3284,2012-01-19,Resolved,Overdrawn account,Account balance dropped below zero
1628,15909,11837,2015-12-08,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1629,14951,12726,2019-07-20,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1630,14003,5394,2017-08-25,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1631,26020,24054,2014-11-16,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1632,7083,12193,2009-12-22,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1633,23060,21578,2015-11-18,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1634,2986,15698,2015-10-22,In progress,Overdrawn account,Account balance dropped below zero
1635,23447,7659,2010-12-08,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1636,6374,24356,2016-10-08,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1637,4129,3737,2020-01-06,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1638,28038,16305,2010-02-02,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1639,15104,18735,2011-10-19,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1640,12244,26907,2010-06-24,Resolved,Overdrawn account,Account balance dropped below zero
1641,8808,3493,2014-05-25,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1642,25617,18773,2015-04-15,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1643,6901,12140,2013-01-29,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1644,28611,2045,2018-01-12,Under investigation,Overdrawn account,Account balance dropped below zero
1645,23831,9934,2009-11-04,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1646,14796,20315,2019-05-25,Resolved,Overdrawn account,Account balance dropped below zero
1647,1326,11770,2018-12-07,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1648,25415,7817,2015-12-21,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1649,26526,20443,2015-05-23,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1650,26224,19814,2017-04-25,Resolved,Overdrawn account,Account balance dropped below zero
1651,18039,7762,2016-11-29,Resolved,Overdrawn account,Account balance dropped below zero
1652,20091,23716,2014-02-14,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1653,9027,18791,2012-06-27,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1654,23745,26625,2011-07-03,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1655,15502,16422,2018-07-07,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1656,26104,28470,2012-01-17,Resolved,Overdrawn account,Account balance dropped below zero
1657,21040,11950,2015-07-12,Resolved,Overdrawn account,Account balance dropped below zero
1658,13750,15612,2015-08-27,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1659,21367,9662,2010-05-20,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1660,867,12241,2013-10-13,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1661,26238,7486,2012-10-10,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1662,3810,21993,2018-11-23,Resolved,Overdrawn account,Account balance dropped below zero
1663,9076,1851,2012-10-18,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1664,8181,14195,2011-06-17,Resolved,Overdrawn account,Account balance dropped below zero
1665,1931,23834,2013-12-24,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1666,10432,25499,2010-07-27,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1667,23248,9764,2018-02-08,Under investigation,Overdrawn account,Account balance dropped below zero
1668,16610,7633,2020-02-16,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1669,16659,17247,2015-10-15,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1670,299,19007,2018-01-30,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1671,1878,9826,2017-12-21,In progress,Overdrawn account,Account balance dropped below zero
1672,20891,18050,2010-04-07,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1673,11890,23278,2012-07-24,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1674,21605,7242,2019-11-19,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1675,14279,22635,2018-01-18,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1676,15351,14538,2018-03-13,Under investigation,Overdrawn account,Account balance dropped below zero
1677,23185,2935,2015-02-25,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1678,4284,20134,2015-05-11,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1679,3531,16396,2017-02-04,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1680,6435,817,2014-11-17,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1681,5629,1006,2020-05-24,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1682,16562,28659,2018-07-25,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1683,11440,1920,2016-01-11,Under investigation,Overdrawn account,Account balance dropped below zero
1684,6890,3025,2010-11-27,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1685,28337,16271,2015-04-10,Resolved,Overdrawn account,Account balance dropped below zero
1686,21226,11641,2020-08-08,Under investigation,Overdrawn account,Account balance dropped below zero
1687,25903,3963,2020-02-24,In progress,Overdrawn account,Account balance dropped below zero
1688,22136,13048,2018-08-24,Resolved,Overdrawn account,Account balance dropped below zero
1689,24384,20872,2020-09-04,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1690,18636,8110,2017-02-23,Resolved,Overdrawn account,Account balance dropped below zero
1691,27289,18446,2010-07-27,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1692,23408,4524,2017-05-06,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1693,27507,15060,2012-02-27,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1694,8665,3738,2013-05-31,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1695,5662,20452,2018-03-13,In progress,Overdrawn account,Account balance dropped below zero
1696,9115,23416,2018-12-27,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1697,3643,27825,2012-01-23,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1698,4790,2863,2010-02-04,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1699,8350,26822,2013-04-12,In progress,Overdrawn account,Account balance dropped below zero
1700,24332,339,2015-04-29,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1701,23061,17924,2015-10-27,Resolved,Overdrawn account,Account balance dropped below zero
1702,22964,17177,2018-07-25,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1703,23592,7942,2017-05-20,Under investigation,Overdrawn account,Account balance dropped below zero
1704,4271,16871,2018-08-15,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1705,26240,22951,2010-06-18,Under investigation,Overdrawn account,Account balance dropped below zero
1706,20414,2626,2020-09-09,Under investigation,Overdrawn account,Account balance dropped below zero
1707,3183,5589,2016-07-31,In progress,Overdrawn account,Account balance dropped below zero
1708,12930,24268,2011-08-04,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1709,24623,20023,2012-08-23,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1710,17593,362,2012-06-02,Under investigation,Overdrawn account,Account balance dropped below zero
1711,28504,27007,2020-04-06,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1712,24103,26676,2011-11-04,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1713,11079,4886,2016-03-26,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1714,27177,16619,2013-01-24,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1715,13749,14775,2011-06-11,In progress,Overdrawn account,Account balance dropped below zero
1716,1438,15978,2018-05-29,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1717,304,3692,2012-11-15,In progress,Overdrawn account,Account balance dropped below zero
1718,4210,22983,2011-03-04,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1719,7191,18146,2015-08-21,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1720,28018,25204,2010-08-21,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1721,24137,17,2019-11-28,Under investigation,Overdrawn account,Account balance dropped below zero
1722,7506,23792,2019-05-13,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1723,19935,3868,2014-03-17,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1724,20688,27983,2012-03-04,In progress,Overdrawn account,Account balance dropped below zero
1725,2428,28872,2011-08-16,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1726,2029,5520,2011-01-05,Under investigation,Overdrawn account,Account balance dropped below zero
1727,12840,15074,2010-06-02,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1728,21523,1061,2016-04-16,Under investigation,Overdrawn account,Account balance dropped below zero
1729,1778,16142,2019-11-17,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1730,11503,14285,2011-10-07,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1731,107,24488,2015-02-21,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1732,20640,5976,2019-09-30,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1733,15090,9138,2010-08-02,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1734,9264,23819,2011-11-03,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1735,7870,5136,2014-06-19,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1736,23855,3409,2012-08-23,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1737,26385,15446,2019-06-27,Under investigation,Overdrawn account,Account balance dropped below zero
1738,24183,2992,2014-05-27,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1739,4822,9678,2016-02-24,Under investigation,Overdrawn account,Account balance dropped below zero
1740,14043,19454,2016-01-20,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1741,26347,17734,2016-10-06,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1742,9066,28084,2018-07-03,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1743,5699,21370,2013-10-14,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1744,15362,21673,2018-04-22,Resolved,Overdrawn account,Account balance dropped below zero
1745,22450,13309,2016-07-16,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1746,22026,20019,2017-05-29,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1747,5273,2846,2012-01-26,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1748,18406,16042,2011-03-28,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1749,6856,21266,2017-11-13,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1750,6126,20204,2013-04-21,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1751,18415,2518,2018-05-07,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1752,6993,17784,2020-09-02,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1753,1608,4779,2013-05-17,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1754,2950,13117,2015-12-10,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1755,19306,23296,2012-02-29,In progress,Overdrawn account,Account balance dropped below zero
1756,25486,6918,2017-09-09,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1757,24894,25261,2011-04-17,Resolved,Overdrawn account,Account balance dropped below zero
1758,19569,6441,2019-12-30,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1759,27653,19376,2013-01-13,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1760,6447,7242,2016-02-08,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1761,15213,17968,2018-10-07,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1762,4038,19785,2011-03-22,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1763,19202,23434,2017-05-17,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1764,22869,18106,2016-05-18,Resolved,Overdrawn account,Account balance dropped below zero
1765,13,3072,2012-04-27,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1766,3643,7716,2017-07-25,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1767,21736,27763,2019-12-08,Resolved,Overdrawn account,Account balance dropped below zero
1768,8205,11872,2016-09-05,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1769,3161,17224,2014-07-23,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1770,24657,28078,2016-05-05,In progress,Overdrawn account,Account balance dropped below zero
1771,26878,15610,2019-03-11,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1772,5092,14226,2009-11-12,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1773,7622,28436,2010-07-09,Resolved,Overdrawn account,Account balance dropped below zero
1774,7673,19873,2016-12-16,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1775,10120,24749,2019-06-18,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1776,5261,965,2018-12-10,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1777,8014,15690,2015-02-04,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1778,24720,6839,2016-06-11,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1779,218,1153,2014-01-18,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1780,27304,10814,2017-03-16,Resolved,Overdrawn account,Account balance dropped below zero
1781,25101,5887,2016-05-10,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1782,25877,11862,2020-06-21,Under investigation,Overdrawn account,Account balance dropped below zero
1783,5741,13060,2013-02-18,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1784,23520,23194,2016-02-17,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1785,7346,23055,2017-02-22,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1786,9788,18421,2014-01-11,Resolved,Overdrawn account,Account balance dropped below zero
1787,27007,10064,2012-05-23,Under investigation,Overdrawn account,Account balance dropped below zero
1788,2669,9998,2015-09-10,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1789,2083,19738,2013-11-30,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1790,26320,1143,2016-11-06,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1791,19111,26809,2014-09-24,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1792,23951,7944,2015-06-29,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1793,2725,25295,2017-03-02,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1794,22648,14179,2018-11-24,In progress,Overdrawn account,Account balance dropped below zero
1795,14416,24638,2014-09-12,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1796,5644,28525,2018-02-02,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1797,8583,10526,2018-09-25,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1798,8464,6462,2019-07-03,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1799,692,21845,2017-07-04,Resolved,Overdrawn account,Account balance dropped below zero
1800,18947,9586,2015-12-20,Under investigation,Overdrawn account,Account balance dropped below zero
1801,12620,7745,2019-05-26,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1802,9660,11385,2016-12-24,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1803,18189,5407,2014-09-02,Under investigation,Overdrawn account,Account balance dropped below zero
1804,9392,14152,2013-02-21,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1805,10727,5394,2017-08-04,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1806,4593,20021,2017-05-15,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1807,22691,22362,2011-08-18,Resolved,Overdrawn account,Account balance dropped below zero
1808,10527,12625,2015-04-02,Resolved,Overdrawn account,Account balance dropped below zero
1809,23156,22363,2011-01-18,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1810,19248,10644,2015-04-04,In progress,Overdrawn account,Account balance dropped below zero
1811,13232,16995,2014-02-22,Resolved,Overdrawn account,Account balance dropped below zero
1812,12917,18618,2012-01-29,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1813,9156,13103,2017-08-03,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1814,24155,13443,2017-02-27,Under investigation,Overdrawn account,Account balance dropped below zero
1815,25771,2734,2014-05-27,Under investigation,Overdrawn account,Account balance dropped below zero
1816,6046,20267,2011-06-11,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1817,685,22798,2014-12-03,In progress,Overdrawn account,Account balance dropped below zero
1818,9852,2655,2017-06-12,Resolved,Overdrawn account,Account balance dropped below zero
1819,9843,5102,2010-05-19,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1820,25349,17653,2019-11-24,Resolved,Overdrawn account,Account balance dropped below zero
1821,8263,66,2013-03-27,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1822,4295,28700,2012-06-12,Under investigation,Overdrawn account,Account balance dropped below zero
1823,13607,28515,2014-03-26,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1824,3412,13028,2019-05-06,Under investigation,Overdrawn account,Account balance dropped below zero
1825,20990,7551,2016-05-27,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1826,21811,26506,2019-11-09,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1827,11102,11452,2014-05-01,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1828,12475,9960,2016-08-24,In progress,Overdrawn account,Account balance dropped below zero
1829,13561,17274,2017-07-13,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1830,23240,6005,2016-07-14,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1831,15911,14590,2013-02-07,Resolved,Overdrawn account,Account balance dropped below zero
1832,27109,19486,2012-11-09,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1833,2775,4894,2019-05-02,In progress,Overdrawn account,Account balance dropped below zero
1834,27085,28535,2016-05-14,In progress,Overdrawn account,Account balance dropped below zero
1835,10050,3175,2014-12-06,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1836,26726,7702,2016-11-23,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1837,26665,6423,2013-06-03,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1838,4464,15915,2012-10-30,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1839,7562,9666,2016-09-28,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1840,8862,9293,2011-07-12,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1841,26240,4579,2012-06-04,Resolved,Overdrawn account,Account balance dropped below zero
1842,13947,21675,2018-03-27,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1843,5767,17052,2013-06-17,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1844,7699,16491,2012-12-28,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1845,26132,15905,2016-02-06,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1846,13514,24108,2011-07-26,In progress,Overdrawn account,Account balance dropped below zero
1847,17132,24549,2014-02-11,Under investigation,Overdrawn account,Account balance dropped below zero
1848,13176,12627,2016-10-23,In progress,Overdrawn account,Account balance dropped below zero
1849,18670,16449,2013-09-09,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1850,6898,12610,2018-12-27,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1851,16812,26444,2017-06-29,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1852,3297,18941,2019-01-25,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1853,8431,27218,2018-12-31,In progress,Overdrawn account,Account balance dropped below zero
1854,22587,15241,2018-12-15,In progress,Overdrawn account,Account balance dropped below zero
1855,13452,5409,2015-05-15,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1856,611,17777,2020-03-06,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1857,24048,4852,2011-10-17,In progress,Overdrawn account,Account balance dropped below zero
1858,9566,22144,2019-12-28,Under investigation,Overdrawn account,Account balance dropped below zero
1859,12621,3815,2015-04-19,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1860,16463,14447,2016-01-17,Resolved,Overdrawn account,Account balance dropped below zero
1861,25493,184,2014-09-03,Resolved,Overdrawn account,Account balance dropped below zero
1862,20361,27671,2010-05-30,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1863,6125,22813,2015-03-28,In progress,Overdrawn account,Account balance dropped below zero
1864,2981,28815,2015-08-03,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1865,20211,1218,2012-04-30,Resolved,Overdrawn account,Account balance dropped below zero
1866,23358,15985,2015-11-16,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1867,805,13972,2012-01-02,Under investigation,Overdrawn account,Account balance dropped below zero
1868,27956,13334,2011-07-28,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1869,15211,12760,2014-01-26,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1870,3356,26929,2011-07-05,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1871,5358,25220,2014-10-13,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1872,14923,4138,2014-05-04,Under investigation,Overdrawn account,Account balance dropped below zero
1873,2844,20224,2018-03-12,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1874,6894,14919,2020-04-30,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1875,315,7319,2010-11-12,In progress,Overdrawn account,Account balance dropped below zero
1876,7557,18039,2018-07-23,Resolved,Overdrawn account,Account balance dropped below zero
1877,25332,14347,2016-02-21,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1878,8126,18491,2015-04-23,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1879,1692,20988,2020-08-02,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1880,10351,5480,2013-10-05,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1881,28498,4785,2019-02-08,Resolved,Overdrawn account,Account balance dropped below zero
1882,3748,12070,2019-10-04,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1883,26409,27897,2020-07-17,In progress,Overdrawn account,Account balance dropped below zero
1884,10169,11374,2015-08-20,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1885,26669,139,2012-10-12,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1886,4354,14428,2019-10-26,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1887,13524,13838,2011-07-12,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1888,25106,2809,2010-08-31,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1889,28516,4609,2011-02-19,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1890,26452,25987,2012-08-28,In progress,Overdrawn account,Account balance dropped below zero
1891,10626,19125,2020-04-13,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1892,5816,28600,2012-10-30,In progress,Overdrawn account,Account balance dropped below zero
1893,9074,5530,2011-07-27,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1894,26616,28806,2011-07-25,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1895,4858,9048,2020-07-23,Under investigation,Overdrawn account,Account balance dropped below zero
1896,19526,14909,2017-01-07,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1897,20138,28521,2018-01-12,Resolved,Overdrawn account,Account balance dropped below zero
1898,28037,26240,2019-01-16,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1899,9049,772,2015-09-09,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1900,24505,28354,2012-03-05,Resolved,Overdrawn account,Account balance dropped below zero
1901,12043,26531,2014-11-05,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1902,14346,17132,2019-06-18,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1903,15185,28876,2011-01-17,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1904,22567,12118,2016-04-15,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1905,15410,18146,2010-10-07,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1906,27698,22312,2018-11-13,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1907,17551,24722,2011-10-27,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1908,22895,11235,2010-02-13,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1909,17467,24274,2015-06-01,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1910,25996,24601,2011-05-22,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1911,11882,23782,2012-03-29,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1912,9166,5696,2018-09-27,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1913,20561,7745,2012-05-08,In progress,Overdrawn account,Account balance dropped below zero
1914,5644,25796,2014-05-05,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1915,11167,10608,2015-12-18,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1916,11631,19907,2012-06-26,Resolved,Overdrawn account,Account balance dropped below zero
1917,15174,13094,2011-01-01,Under investigation,Overdrawn account,Account balance dropped below zero
1918,8117,23806,2013-09-05,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1919,22212,28669,2010-09-06,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1920,3867,12899,2012-02-18,Resolved,Overdrawn account,Account balance dropped below zero
1921,6983,7155,2010-09-24,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1922,692,1308,2014-02-20,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1923,23342,13615,2016-11-24,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1924,1894,26883,2018-01-23,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1925,28531,22590,2011-07-09,Under investigation,Overdrawn account,Account balance dropped below zero
1926,839,5400,2017-11-18,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
1927,14208,3496,2017-03-15,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
1928,673,10729,2017-11-22,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1929,21154,15562,2015-08-18,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
1930,870,20351,2014-03-27,Resolved,Overdrawn account,Account balance dropped below zero
1931,25338,25659,2011-01-09,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1932,20036,5343,2017-03-22,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1933,17113,10261,2016-06-24,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1934,3835,12537,2010-04-16,In progress,Unauthorized transaction,Suspicious transaction detected on the account
1935,67,9075,2016-01-10,In progress,Overdrawn account,Account balance dropped below zero
1936,7573,19388,2009-12-20,In progress,Overdrawn account,Account balance dropped below zero
1937,6974,7165,2010-08-16,In progress,Account freeze,Account temporarily frozen due to suspected fraud
1938,22608,27928,2010-08-08,Resolved,Overdrawn account,Account balance dropped below zero
1939,16652,4839,2014-10-24,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
1940,24480,17679,2014-08-02,In progress,Unauthorized transaction,Suspicious transaction detected on the account
