LOAN_APPLICATION_ID,PROPERTY_ID,LOAN_TYPE_ID,LOAN_AMOUNT,CUSTOMER_ID,ACCOUNT_ID,APPLIED_DATE,EMPLOYEE_ID
13373,13373,13,81826.59,17749,13373,2006-08-02,13373
13374,13374,14,78223.79,17734,13374,2012-08-09,13374
13375,13375,15,65350.76,17726,13375,2013-06-06,13375
13376,13376,16,43644.7,17719,13376,2004-01-08,13376
13377,13377,17,55401.3,17764,13377,2009-01-23,13377
13378,13378,18,53465.68,17772,13378,2014-10-02,13378
13379,13379,19,28907.36,17779,13379,2021-11-28,13379
13380,13380,20,43384.3,17759,13380,2014-10-26,13380
13381,13381,21,60462.12,17789,13381,2012-09-26,13381
13382,13382,22,80203.7,17824,13382,2023-01-14,13382
13383,13383,23,47338.37,17826,13383,2020-02-11,13383
13384,13384,24,47855.49,17771,13384,2010-02-25,13384
13385,13385,25,48539.5,17809,13385,2018-09-21,13385
13386,13386,26,87838.45,17806,13386,2022-10-12,13386
13387,13387,27,82496.12,17833,13387,2010-02-24,13387
13388,13388,28,90211.4,17851,13388,2020-06-11,13388
13389,13389,29,30104.12,17863,13389,2005-11-06,13389
13390,13390,30,46740.74,17844,13390,2005-12-11,13390
13391,13391,31,59611.2,17900,13391,2012-12-15,13391
13392,13392,32,62308.23,17893,13392,2011-10-10,13392
13393,13393,33,80630.1,17909,13393,2019-10-25,13393
13394,13394,34,9512.21,17927,13394,2015-04-04,13394
13395,13395,35,23639.24,17905,13395,2011-12-05,13395
13396,13396,36,2206.88,17916,13396,2006-08-15,13396
13397,13397,37,39369.97,17896,13397,2014-07-09,13397
13398,13398,38,87632.83,17945,13398,2019-10-24,13398
13399,13399,39,49443.9,17946,13399,2008-02-10,13399
13400,13400,40,22391.92,17937,13400,2014-11-07,13400
13401,13401,1,37510.87,17958,13401,2021-08-06,13401
13402,13402,2,92892.23,17949,13402,2022-08-13,13402
13403,13403,3,66070.52,17965,13403,2009-12-08,13403
13404,13404,4,63055.11,17972,13404,2020-04-12,13404
13405,13405,5,31564.16,17979,13405,2008-03-03,13405
13406,13406,6,95490.23,17940,13406,2014-12-26,13406
13407,13407,7,43888.56,17978,13407,2010-09-13,13407
13408,13408,8,60686.72,17993,13408,2007-03-09,13408
13409,13409,9,1211.19,17990,13409,2010-09-08,13409
13410,13410,10,50601.51,18015,13410,2016-04-27,13410
13411,13411,11,6728.67,17970,13411,2018-12-19,13411
13412,13412,12,13001.77,17987,13412,2008-05-30,13412
13413,13413,13,30347.68,18044,13413,2019-07-07,13413
13414,13414,14,19812.23,18041,13414,2012-04-13,13414
13415,13415,15,82547.38,18046,13415,2003-10-19,13415
13416,13416,16,99210.44,18053,13416,2004-06-03,13416
13417,13417,17,41863.37,18048,13417,2010-06-14,13417
13418,13418,18,58532.27,18024,13418,2008-03-26,13418
13419,13419,19,34857.19,18025,13419,2011-09-19,13419
13420,13420,20,73231.8,18089,13420,2014-07-09,13420
13421,13421,21,17499.99,18098,13421,2011-05-05,13421
13422,13422,22,82619.34,18068,13422,2009-12-05,13422
13423,13423,23,96644.28,18088,13423,2018-07-15,13423
13424,13424,24,57475.37,18076,13424,2013-05-01,13424
13425,13425,25,18196.42,18114,13425,2019-07-24,13425
13426,13426,26,89624.5,18111,13426,2020-06-18,13426
13427,13427,27,19455.62,18112,13427,2017-09-07,13427
13428,13428,28,59151.22,18124,13428,2011-07-21,13428
13429,13429,29,67497.68,18123,13429,2013-10-30,13429
13430,13430,30,79595.3,18144,13430,2011-06-26,13430
13431,13431,31,42278.58,18122,13431,2016-03-19,13431
13432,13432,32,34366.72,18115,13432,2006-03-29,13432
13433,13433,33,59680.98,18152,13433,2008-11-02,13433
13434,13434,34,47349.69,18168,13434,2005-10-25,13434
13435,13435,35,99838.18,18162,13435,2016-08-23,13435
13436,13436,36,10361.32,18166,13436,2015-01-28,13436
13437,13437,37,76698.25,18184,13437,2006-03-06,13437
13438,13438,38,29277.25,18183,13438,2003-09-20,13438
13439,13439,39,99517.12,18235,13439,2004-06-29,13439
13440,13440,40,74605.74,18218,13440,2008-03-16,13440
13441,13441,1,57946.69,18230,13441,2016-05-23,13441
13442,13442,2,81613.81,18261,13442,2013-04-10,13442
13443,13443,3,16549.15,18225,13443,2017-09-30,13443
13444,13444,4,98017.35,18259,13444,2010-02-06,13444
13445,13445,5,37640.67,18283,13445,2020-11-11,13445
13446,13446,6,73568.28,18252,13446,2018-09-13,13446
13447,13447,7,7163.75,18285,13447,2007-02-05,13447
13448,13448,8,5446.35,18298,13448,2006-07-18,13448
13449,13449,9,42234.8,18308,13449,2021-10-08,13449
13450,13450,10,33076.1,18322,13450,2008-12-19,13450
13451,13451,11,9002.4,18325,13451,2007-05-13,13451
13452,13452,12,95672.58,18312,13452,2015-08-11,13452
13453,13453,13,47457.49,18339,13453,2011-09-29,13453
13454,13454,14,7838.35,18347,13454,2022-09-06,13454
13455,13455,15,71022.15,18315,13455,2013-11-09,13455
13456,13456,16,25413.89,18324,13456,2015-06-04,13456
13457,13457,17,9724.16,18370,13457,2010-01-28,13457
13458,13458,18,83312.65,18360,13458,2004-09-28,13458
13459,13459,19,81237.76,18385,13459,2016-09-15,13459
13460,13460,20,43599.89,18365,13460,2009-03-22,13460
13461,13461,21,1401.87,18406,13461,2013-01-26,13461
13462,13462,22,83758.8,18377,13462,2018-12-20,13462
13463,13463,23,8543.94,18384,13463,2008-12-24,13463
13464,13464,24,83128.55,18401,13464,2017-08-24,13464
13465,13465,25,96372.3,18435,13465,2012-05-24,13465
13466,13466,26,54328.27,18441,13466,2006-04-27,13466
13467,13467,27,37043.47,18422,13467,2022-12-18,13467
13468,13468,28,98762.86,18472,13468,2013-05-30,13468
13469,13469,29,24682.32,18447,13469,2007-10-05,13469
13470,13470,30,63620.5,18482,13470,2007-10-30,13470
13471,13471,31,10918.4,18491,13471,2009-03-18,13471
13472,13472,32,33085.3,18438,13472,2016-07-23,13472
13473,13473,33,93082.36,18501,13473,2004-12-08,13473
13474,13474,34,13900.11,18492,13474,2017-10-10,13474
13475,13475,35,18132.46,18483,13475,2013-12-20,13475
13476,13476,36,51661.92,18515,13476,2023-03-24,13476
13477,13477,37,66543.84,18496,13477,2006-09-03,13477
13478,13478,38,60562.8,18528,13478,2017-02-24,13478
13479,13479,39,37892.48,18543,13479,2014-02-28,13479
13480,13480,40,1918.15,18560,13480,2021-11-23,13480
13481,13481,1,37232.48,18568,13481,2021-05-22,13481
13482,13482,2,98370.71,18583,13482,2004-04-29,13482
13483,13483,3,24539.74,18553,13483,2013-04-07,13483
13484,13484,4,94720.31,18593,13484,2009-08-28,13484
13485,13485,5,56252.22,18504,13485,2004-08-11,13485
13486,13486,6,20337.33,18599,13486,2020-10-07,13486
13487,13487,7,10117.1,18626,13487,2003-12-11,13487
13488,13488,8,23967.52,18631,13488,2022-06-30,13488
13489,13489,9,97216.56,18657,13489,2015-04-18,13489
13490,13490,10,90292.91,18652,13490,2013-05-19,13490
13491,13491,11,15225.66,18680,13491,2022-10-30,13491
13492,13492,12,26538.34,18684,13492,2020-04-09,13492
13493,13493,13,3068.72,18645,13493,2019-10-22,13493
13494,13494,14,68348.5,18690,13494,2004-03-09,13494
13495,13495,15,97972.39,18673,13495,2006-02-11,13495
13496,13496,16,17397.49,18698,13496,2020-06-23,13496
13497,13497,17,3088.1,18669,13497,2013-05-11,13497
13498,13498,18,78729.58,18718,13498,2021-12-30,13498
13499,13499,19,4805.63,18732,13499,2023-03-23,13499
13500,13500,20,56279.37,18751,13500,2005-03-06,13500
13501,13501,21,59493.3,18721,13501,2012-12-26,13501
13502,13502,22,89456.36,18746,13502,2020-02-04,13502
13503,13503,23,46016.5,18736,13503,2018-06-10,13503
13504,13504,24,31861.26,18730,13504,2009-04-03,13504
13505,13505,25,16985.48,18802,13505,2011-11-07,13505
13506,13506,26,98955.11,18777,13506,2003-11-19,13506
13507,13507,27,78936.46,18784,13507,2020-05-21,13507
13508,13508,28,58430.9,18812,13508,2005-01-15,13508
13509,13509,29,6684.21,18841,13509,2015-02-16,13509
13510,13510,30,38949.29,18840,13510,2018-07-29,13510
13511,13511,31,13017.74,18848,13511,2008-09-18,13511
13512,13512,32,7955.66,18855,13512,2007-06-18,13512
13513,13513,33,1883.38,18851,13513,2006-12-01,13513
13514,13514,34,72695.79,18876,13514,2009-07-07,13514
13515,13515,35,99854.57,18870,13515,2017-07-31,13515
13516,13516,36,81033.9,18878,13516,2008-02-23,13516
13517,13517,37,63009.42,18856,13517,2005-03-24,13517
13518,13518,38,53434.52,18899,13518,2017-05-21,13518
13519,13519,39,15597.41,18882,13519,2017-05-24,13519
13520,13520,40,19591.2,18909,13520,2011-11-12,13520
13521,13521,1,96657.64,18918,13521,2009-02-05,13521
13522,13522,2,82733.65,18926,13522,2015-10-22,13522
13523,13523,3,7817.42,18930,13523,2009-09-03,13523
13524,13524,4,42825.4,18949,13524,2006-04-04,13524
13525,13525,5,58874.4,18947,13525,2005-07-19,13525
13526,13526,6,32964.31,18931,13526,2007-11-16,13526
13527,13527,7,44826.73,18944,13527,2008-05-10,13527
13528,13528,8,83674.35,18964,13528,2013-05-26,13528
13529,13529,9,98555.56,18974,13529,2011-04-08,13529
13530,13530,10,25457.72,18958,13530,2022-01-14,13530
13531,13531,11,3880.13,18968,13531,2009-10-16,13531
13532,13532,12,76983.29,18984,13532,2012-01-05,13532
13533,13533,13,39988.48,18961,13533,2009-11-04,13533
13534,13534,14,2656.73,19007,13534,2003-08-17,13534
13535,13535,15,15156.86,19012,13535,2003-07-07,13535
13536,13536,16,32561.2,19017,13536,2017-12-30,13536
13537,13537,17,11604.3,19039,13537,2007-01-29,13537
13538,13538,18,83098.12,19045,13538,2022-10-20,13538
13539,13539,19,78521.34,19060,13539,2021-09-02,13539
13540,13540,20,98338.16,19018,13540,2015-01-01,13540
13541,13541,21,92282.79,19057,13541,2010-05-20,13541
13542,13542,22,22188.69,19077,13542,2010-06-07,13542
13543,13543,23,59003.48,19078,13543,2005-06-24,13543
13544,13544,24,94776.38,19075,13544,2022-02-05,13544
13545,13545,25,60258.13,19098,13545,2004-03-09,13545
13546,13546,26,27147.96,19108,13546,2013-01-11,13546
13547,13547,27,65399.87,19127,13547,2007-08-25,13547
13548,13548,28,90186.17,19131,13548,2014-06-29,13548
13549,13549,29,88779.53,19139,13549,2022-12-15,13549
13550,13550,30,43467.14,19149,13550,2015-07-18,13550
13551,13551,31,84384.8,19160,13551,2006-08-11,13551
13552,13552,32,40764.85,19166,13552,2010-03-30,13552
13553,13553,33,85844.47,19186,13553,2014-07-08,13553
13554,13554,34,44648.99,19199,13554,2023-01-25,13554
13555,13555,35,41679.85,19213,13555,2020-09-14,13555
13556,13556,36,50043.68,19198,13556,2011-10-11,13556
13557,13557,37,515.74,19225,13557,2012-01-19,13557
13558,13558,38,4463.69,19217,13558,2012-10-21,13558
13559,13559,39,85611.6,19246,13559,2014-01-31,13559
13560,13560,40,30953.34,19237,13560,2019-04-08,13560
13561,13561,1,22504.51,19257,13561,2003-10-23,13561
13562,13562,2,66264.4,19260,13562,2022-08-06,13562
13563,13563,3,92954.13,19269,13563,2021-12-28,13563
13564,13564,4,89476.77,19288,13564,2013-05-23,13564
13565,13565,5,13568.76,19298,13565,2015-12-23,13565
13566,13566,6,13361.5,19311,13566,2015-05-16,13566
13567,13567,7,83515.79,19296,13567,2022-07-17,13567
13568,13568,8,45945.46,19305,13568,2011-09-20,13568
13569,13569,9,74088.98,19301,13569,2005-01-31,13569
13570,13570,10,27284.6,19323,13570,2017-07-23,13570
13571,13571,11,95639.58,19332,13571,2022-08-22,13571
13572,13572,12,89529.91,19348,13572,2005-04-01,13572
13573,13573,13,82779.5,19352,13573,2007-09-15,13573
13574,13574,14,84950.76,19338,13574,2013-05-29,13574
13575,13575,15,76615.92,19359,13575,2019-10-10,13575
13576,13576,16,78373.9,19386,13576,2003-10-26,13576
13577,13577,17,61087.4,19395,13577,2013-11-23,13577
13578,13578,18,84449.99,19401,13578,2021-11-20,13578
13579,13579,19,79746.19,19404,13579,2006-01-15,13579
13580,13580,20,9890.16,19407,13580,2007-05-26,13580
13581,13581,21,26789,19394,13581,2011-06-20,13581
13582,13582,22,59099.71,19426,13582,2020-04-01,13582
13583,13583,23,64763.73,19435,13583,2005-02-27,13583
13584,13584,24,14253.68,19456,13584,2005-01-20,13584
13585,13585,25,22787.44,19454,13585,2016-03-29,13585
13586,13586,26,78128.96,19475,13586,2009-11-27,13586
13587,13587,27,80349.77,19479,13587,2014-02-17,13587
13588,13588,28,20324.18,19471,13588,2017-09-06,13588
13589,13589,29,89387.46,19487,13589,2020-01-16,13589
13590,13590,30,58512.21,19469,13590,2016-03-28,13590
13591,13591,31,71146.88,19495,13591,2007-09-02,13591
13592,13592,32,72714.27,19489,13592,2018-09-12,13592
13593,13593,33,6513.64,19515,13593,2008-03-26,13593
13594,13594,34,23400.56,19524,13594,2022-06-26,13594
13595,13595,35,60596.5,19485,13595,2022-05-04,13595
13596,13596,36,16691.8,19529,13596,2021-07-22,13596
13597,13597,37,86044.61,19532,13597,2007-01-06,13597
13598,13598,38,71219.63,19545,13598,2004-06-17,13598
13599,13599,39,99217.19,19556,13599,2021-11-14,13599
13600,13600,40,23963.36,19576,13600,2012-09-13,13600
13601,13601,1,28417.32,19589,13601,2004-04-22,13601
13602,13602,2,53441.96,19590,13602,2020-03-04,13602
13603,13603,3,62689.36,19624,13603,2006-09-12,13603
13604,13604,4,99841.58,19586,13604,2015-08-21,13604
13605,13605,5,45658.44,19606,13605,2006-10-13,13605
13606,13606,6,22296.75,19628,13606,2007-10-01,13606
13607,13607,7,5183.23,19619,13607,2005-05-25,13607
13608,13608,8,95877.46,19626,13608,2010-06-16,13608
13609,13609,9,26122.73,19646,13609,2004-09-07,13609
13610,13610,10,92378.99,19655,13610,2009-06-27,13610
13611,13611,11,99895.8,19653,13611,2005-10-30,13611
13612,13612,12,92348.98,19671,13612,2022-07-11,13612
13613,13613,13,8005.8,19645,13613,2019-06-03,13613
13614,13614,14,6952.47,19677,13614,2023-02-24,13614
13615,13615,15,66268.88,19674,13615,2017-02-27,13615
13616,13616,16,86281.24,19658,13616,2018-12-25,13616
13617,13617,17,5266.56,19662,13617,2009-09-23,13617
13618,13618,18,45159.72,19699,13618,2014-06-27,13618
13619,13619,19,86056.68,19713,13619,2020-09-09,13619
13620,13620,20,4066.79,19707,13620,2022-11-18,13620
13621,13621,21,30385.24,19711,13621,2010-05-22,13621
13622,13622,22,28603.6,19716,13622,2022-11-04,13622
13623,13623,23,18504.11,19746,13623,2022-10-15,13623
13624,13624,24,27843.92,19753,13624,2010-08-05,13624
13625,13625,25,61692.18,19789,13625,2018-05-29,13625
13626,13626,26,90122.4,19776,13626,2018-07-01,13626
13627,13627,27,86183.52,19790,13627,2021-05-12,13627
13628,13628,28,83376.71,19792,13628,2010-05-18,13628
13629,13629,29,42619.61,19813,13629,2003-12-11,13629
13630,13630,30,2649.27,19812,13630,2003-08-13,13630
13631,13631,31,27962.17,19824,13631,2022-07-19,13631
13632,13632,32,11112.96,19841,13632,2004-05-09,13632
13633,13633,33,9766.78,19848,13633,2011-07-29,13633
13634,13634,34,76114.8,19869,13634,2016-05-22,13634
13635,13635,35,16711.76,19878,13635,2004-02-12,13635
13636,13636,36,86514.26,19861,13636,2007-09-19,13636
13637,13637,37,12775.45,19862,13637,2004-07-26,13637
13638,13638,38,73098.73,19875,13638,2009-09-26,13638
13639,13639,39,19844.78,19935,13639,2013-04-28,13639
13640,13640,40,79272.1,19938,13640,2015-10-23,13640
13641,13641,1,84427.28,19873,13641,2011-05-23,13641
13642,13642,2,69160.88,19941,13642,2005-05-23,13642
13643,13643,3,16865.86,19978,13643,2019-11-14,13643
13644,13644,4,85568.78,19979,13644,2014-11-17,13644
13645,13645,5,94795.5,19997,13645,2019-03-01,13645
13646,13646,6,16558.22,20010,13646,2022-10-02,13646
13647,13647,7,21597.67,20021,13647,2011-07-11,13647
13648,13648,8,36149.83,19986,13648,2020-10-31,13648
13649,13649,9,69531.64,19893,13649,2014-09-09,13649
13650,13650,10,16157.81,20034,13650,2014-02-22,13650
13651,13651,11,32042.47,20050,13651,2012-09-02,13651
13652,13652,12,64224.58,20055,13652,2015-09-13,13652
13653,13653,13,86014.8,20033,13653,2008-05-03,13653
13654,13654,14,63229.35,20073,13654,2023-06-04,13654
13655,13655,15,4089.29,20056,13655,2006-10-22,13655
13656,13656,16,46552.7,20092,13656,2004-01-01,13656
13657,13657,17,19193.44,20078,13657,2018-05-22,13657
13658,13658,18,64880.21,20115,13658,2005-02-04,13658
13659,13659,19,59115.5,20125,13659,2014-08-19,13659
13660,13660,20,41962.19,20121,13660,2007-07-14,13660
13661,13661,21,34600.8,20143,13661,2010-06-20,13661
13662,13662,22,23629.8,20148,13662,2007-10-26,13662
13663,13663,23,7980.76,20153,13663,2009-09-05,13663
13664,13664,24,66731.6,20172,13664,2023-01-16,13664
13665,13665,25,24153.56,20181,13665,2006-09-07,13665
13666,13666,26,55946.32,20195,13666,2022-02-28,13666
13667,13667,27,75593.52,20192,13667,2007-06-05,13667
13668,13668,28,32461.57,20210,13668,2015-07-26,13668
13669,13669,29,18385.75,20224,13669,2013-02-09,13669
13670,13670,30,88635,20231,13670,2008-02-18,13670
13671,13671,31,34288.52,20239,13671,2022-09-13,13671
13672,13672,32,57855.89,20248,13672,2012-11-08,13672
13673,13673,33,85841.47,20250,13673,2012-01-26,13673
13674,13674,34,64987.76,20247,13674,2004-07-25,13674
13675,13675,35,3919.94,20256,13675,2015-03-09,13675
13676,13676,36,31830.79,20253,13676,2016-05-17,13676
13677,13677,37,19296.19,20262,13677,2019-03-30,13677
13678,13678,38,52281.89,20227,13678,2014-02-16,13678
13679,13679,39,94475.23,20258,13679,2008-09-04,13679
13680,13680,40,5148.59,20276,13680,2009-05-18,13680
13681,13681,1,63922.21,20289,13681,2020-06-17,13681
13682,13682,2,37567.25,20304,13682,2020-07-15,13682
13683,13683,3,211.95,20311,13683,2008-04-06,13683
13684,13684,4,26621.57,20300,13684,2017-11-04,13684
13685,13685,5,91369.14,20337,13685,2010-02-19,13685
13686,13686,6,73668.48,20319,13686,2011-10-06,13686
13687,13687,7,60381.68,20351,13687,2006-06-16,13687
13688,13688,8,91544.43,20362,13688,2021-11-02,13688
13689,13689,9,58235.87,20374,13689,2023-04-28,13689
13690,13690,10,72167.8,20380,13690,2022-12-13,13690
13691,13691,11,64846.64,20388,13691,2008-02-15,13691
13692,13692,12,49620.66,20369,13692,2019-07-14,13692
13693,13693,13,79925.25,20392,13693,2020-08-30,13693
13694,13694,14,78101.26,20394,13694,2012-08-14,13694
13695,13695,15,29444.25,20422,13695,2006-07-18,13695
13696,13696,16,34711.36,20431,13696,2009-08-24,13696
13697,13697,17,39721.31,20413,13697,2004-04-17,13697
13698,13698,18,28124.65,20445,13698,2008-08-11,13698
13699,13699,19,9913.9,20451,13699,2014-01-08,13699
13700,13700,20,73692.12,20465,13700,2020-05-06,13700
13701,13701,21,99209.62,20471,13701,2011-09-02,13701
13702,13702,22,61300.7,20478,13702,2009-09-22,13702
13703,13703,23,15542.48,20493,13703,2022-11-27,13703
13704,13704,24,85691.55,20485,13704,2016-02-28,13704
13705,13705,25,36582.25,20520,13705,2021-03-16,13705
13706,13706,26,57296.35,20536,13706,2005-03-04,13706
13707,13707,27,36874.3,20529,13707,2011-06-02,13707
13708,13708,28,67818.76,20526,13708,2021-11-23,13708
13709,13709,29,82962.33,20558,13709,2018-04-12,13709
13710,13710,30,18785.63,20569,13710,2021-12-03,13710
13711,13711,31,70056.53,20545,13711,2020-03-13,13711
13712,13712,32,40018.9,20553,13712,2004-07-01,13712
13713,13713,33,75376.34,20590,13713,2022-12-15,13713
13714,13714,34,88711.93,20596,13714,2003-09-20,13714
13715,13715,35,71266.9,20595,13715,2007-02-21,13715
13716,13716,36,25978.25,20583,13716,2011-01-16,13716
13717,13717,37,11238.2,20581,13717,2005-03-26,13717
13718,13718,38,64378.8,20597,13718,2004-01-18,13718
13719,13719,39,72133.88,20604,13719,2015-09-19,13719
13720,13720,40,40947.21,20586,13720,2010-10-16,13720
13721,13721,1,26678.64,20657,13721,2005-04-03,13721
13722,13722,2,75618.85,20656,13722,2019-06-25,13722
13723,13723,3,8803.53,20670,13723,2005-02-05,13723
13724,13724,4,41332.68,20661,13724,2022-06-29,13724
13725,13725,5,76284.86,20684,13725,2011-10-10,13725
13726,13726,6,42644.51,20687,13726,2012-03-13,13726
13727,13727,7,59021.28,20688,13727,2007-12-31,13727
13728,13728,8,85892.73,20674,13728,2014-10-10,13728
13729,13729,9,93437.9,20712,13729,2013-10-05,13729
13730,13730,10,27258.58,20719,13730,2010-12-26,13730
13731,13731,11,3155.45,20721,13731,2018-05-27,13731
13732,13732,12,38611.66,20730,13732,2003-08-26,13732
13733,13733,13,18457.64,20734,13733,2003-10-05,13733
13734,13734,14,45048.58,20706,13734,2022-09-30,13734
13735,13735,15,46160.34,20745,13735,2023-02-24,13735
13736,13736,16,97086.83,20749,13736,2012-03-10,13736
13737,13737,17,50109.38,20729,13737,2018-08-31,13737
13738,13738,18,66203.89,20751,13738,2014-10-04,13738
13739,13739,19,62179.65,20767,13739,2016-03-21,13739
13740,13740,20,3190.79,20758,13740,2017-07-17,13740
13741,13741,21,44751.72,20778,13741,2014-08-01,13741
13742,13742,22,59288.95,20785,13742,2011-12-28,13742
13743,13743,23,1188.83,20802,13743,2004-07-10,13743
13744,13744,24,74430.69,20800,13744,2006-12-22,13744
13745,13745,25,23760.56,20803,13745,2004-01-16,13745
13746,13746,26,65242.88,20775,13746,2015-01-11,13746
13747,13747,27,1991.11,20823,13747,2019-11-11,13747
13748,13748,28,12237.22,20837,13748,2018-06-04,13748
13749,13749,29,36311.31,20827,13749,2009-09-11,13749
13750,13750,30,17741.92,20835,13750,2011-09-25,13750
13751,13751,31,95970.7,20867,13751,2006-09-28,13751
13752,13752,32,11115.74,20857,13752,2005-08-07,13752
13753,13753,33,10151.69,20842,13753,2007-11-29,13753
13754,13754,34,66677.5,20887,13754,2012-02-21,13754
13755,13755,35,33348.65,20874,13755,2017-12-27,13755
13756,13756,36,29325.63,20911,13756,2003-12-07,13756
13757,13757,37,29229.31,20903,13757,2007-04-07,13757
13758,13758,38,56701.86,20902,13758,2020-07-03,13758
13759,13759,39,97731.34,20920,13759,2020-05-08,13759
13760,13760,40,95509.22,20930,13760,2012-12-23,13760
13761,13761,1,11908.46,20942,13761,2022-03-20,13761
13762,13762,2,52146.45,20919,13762,2013-11-17,13762
13763,13763,3,84165.21,20946,13763,2010-12-04,13763
13764,13764,4,28820.87,20937,13764,2007-06-18,13764
13765,13765,5,60997.47,20971,13765,2009-03-28,13765
13766,13766,6,79126.96,20972,13766,2007-12-10,13766
13767,13767,7,29749.93,20985,13767,2003-07-23,13767
13768,13768,8,49809.86,20984,13768,2008-11-13,13768
13769,13769,9,25323.72,21006,13769,2007-02-28,13769
13770,13770,10,96047.1,20997,13770,2006-07-11,13770
13771,13771,11,55944.77,21030,13771,2022-11-11,13771
13772,13772,12,75547.7,21048,13772,2022-07-29,13772
13773,13773,13,76873.17,21045,13773,2013-06-29,13773
13774,13774,14,27093.45,21044,13774,2021-02-20,13774
13775,13775,15,91890.51,21038,13775,2019-05-22,13775
13776,13776,16,35121.66,21051,13776,2017-03-29,13776
13777,13777,17,41754.93,21057,13777,2003-10-16,13777
13778,13778,18,45188.34,21052,13778,2007-12-31,13778
13779,13779,19,60003.57,21068,13779,2011-04-10,13779
13780,13780,20,83772.14,21090,13780,2022-10-16,13780
13781,13781,21,82576.54,21081,13781,2010-06-06,13781
13782,13782,22,67070.9,21086,13782,2019-11-09,13782
13783,13783,23,67321.14,21105,13783,2017-12-31,13783
13784,13784,24,28335.18,21104,13784,2022-08-21,13784
13785,13785,25,1748.8,21116,13785,2017-12-26,13785
13786,13786,26,96821.3,21136,13786,2011-12-14,13786
13787,13787,27,20912.2,21130,13787,2011-06-06,13787
13788,13788,28,31345.74,21159,13788,2023-04-14,13788
13789,13789,29,41670.22,21142,13789,2021-05-05,13789
13790,13790,30,21842.53,21170,13790,2004-03-30,13790
13791,13791,31,75498.17,21167,13791,2017-01-23,13791
13792,13792,32,88609.8,21168,13792,2016-04-18,13792
13793,13793,33,17836.12,21183,13793,2008-05-09,13793
13794,13794,34,18686.82,21181,13794,2014-12-08,13794
13795,13795,35,35269.52,21207,13795,2007-05-15,13795
13796,13796,36,11090.86,21220,13796,2011-11-01,13796
13797,13797,37,12393.21,21212,13797,2006-02-02,13797
13798,13798,38,77964.71,21211,13798,2010-07-07,13798
13799,13799,39,36950,21221,13799,2015-11-29,13799
13800,13800,40,64384.39,21222,13800,2018-04-21,13800
13801,13801,1,34073.44,21240,13801,2008-01-29,13801
13802,13802,2,94806.44,21254,13802,2009-07-18,13802
13803,13803,3,83577.61,21242,13803,2007-06-02,13803
13804,13804,4,23419.83,21267,13804,2006-03-04,13804
13805,13805,5,57397.59,21269,13805,2019-10-31,13805
13806,13806,6,87828.4,21263,13806,2005-04-08,13806
13807,13807,7,38195.59,21291,13807,2014-09-07,13807
13808,13808,8,94969.2,21305,13808,2005-11-25,13808
13809,13809,9,39290.9,21284,13809,2020-01-17,13809
13810,13810,10,97402.2,21322,13810,2006-08-11,13810
13811,13811,11,34856.3,21318,13811,2017-03-25,13811
13812,13812,12,38175.26,21341,13812,2022-04-28,13812
13813,13813,13,30496,21336,13813,2007-02-09,13813
13814,13814,14,67393.24,21362,13814,2011-01-05,13814
13815,13815,15,53178.45,21317,13815,2006-10-31,13815
13816,13816,16,62420.37,21340,13816,2015-05-28,13816
13817,13817,17,34859.53,21331,13817,2022-05-24,13817
13818,13818,18,49267.62,21385,13818,2021-02-09,13818
13819,13819,19,60439.2,21398,13819,2013-01-09,13819
13820,13820,20,80303.48,21365,13820,2017-10-15,13820
13821,13821,21,8755.48,21388,13821,2013-10-08,13821
13822,13822,22,3604.8,21422,13822,2012-05-30,13822
13823,13823,23,14774.9,21404,13823,2007-10-08,13823
13824,13824,24,77891.75,21397,13824,2004-11-02,13824
13825,13825,25,41235.28,21438,13825,2017-05-03,13825
13826,13826,26,63377.17,21381,13826,2014-06-30,13826
13827,13827,27,80322.16,21447,13827,2007-04-01,13827
13828,13828,28,18119.61,21439,13828,2014-08-06,13828
13829,13829,29,91989.53,21459,13829,2022-09-15,13829
13830,13830,30,70078.69,21462,13830,2014-09-09,13830
13831,13831,31,28209.61,21472,13831,2017-02-05,13831
13832,13832,32,19470.82,21468,13832,2010-03-25,13832
13833,13833,33,54891.33,21446,13833,2006-03-15,13833
13834,13834,34,81238.43,21485,13834,2009-05-22,13834
13835,13835,35,67282.86,21477,13835,2015-06-04,13835
13836,13836,36,12182.96,21492,13836,2009-01-05,13836
13837,13837,37,88239.84,21524,13837,2022-04-23,13837
13838,13838,38,95856.88,21497,13838,2004-08-26,13838
13839,13839,39,5032.73,21533,13839,2014-03-13,13839
13840,13840,40,7935.6,21518,13840,2005-07-26,13840
13841,13841,1,93325.16,21553,13841,2017-08-19,13841
13842,13842,2,85646.15,21552,13842,2021-02-19,13842
13843,13843,3,37374.1,21560,13843,2021-12-25,13843
13844,13844,4,17924,21554,13844,2003-09-25,13844
13845,13845,5,49132.1,21580,13845,2016-11-26,13845
13846,13846,6,30804.76,21593,13846,2007-10-01,13846
13847,13847,7,73587.19,21579,13847,2022-02-24,13847
13848,13848,8,40473.3,21614,13848,2006-09-20,13848
13849,13849,9,38439.41,21615,13849,2020-01-21,13849
13850,13850,10,93816.72,21633,13850,2010-11-06,13850
13851,13851,11,79996.77,21628,13851,2015-11-20,13851
